,0,1,2,3,4
0,4.70E+12,4.68E+12,4.66E+12,4.67E+12,4.68E+12
1,4.66E+12,4.66E+12,4.67E+12,4.69E+12,4.69E+12
2,4.65E+12,4.66E+12,4.66E+12,4.76E+12,4.65E+12
3,4.66E+12,4.68E+12,4.63E+12,4.66E+12,4.66E+12
4,4.67E+12,4.68E+12,4.66E+12,4.69E+12,4.66E+12
5,4.81E+12,4.82E+12,4.79E+12,4.82E+12,4.84E+12
