"","yearID","l_W","l_L","l_GS","l_CG","l_SHO","l_SV","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_IBB","l_WP","l_HBP","l_BK","l_BFP","l_GF","l_R","l_SH","l_SF","l_GIDP","l_ERA","l_BAOpp","round","po_W","po_L","po_G","po_GS","po_CG","po_SHO","po_SV","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_IBB","po_WP","po_HBP","po_BK","po_BFP","po_GF","po_R","po_SH","po_SF","po_GIDP","po_ERA","po_BAOpp","GP","n_award","Rank","W","PPF","salary","l_GM","attendance.f","career","years_old","teamID.1","teamID.2","teamID.3","teamID.4","teamID.5","teamID.6","teamID.7","teamID.8","teamID.9","teamID.10","teamID.11","teamID.12","teamID.13","teamID.14","teamID.15","teamID.16","teamID.17","teamID.18","teamID.19","teamID.20","teamID.21","teamID.22","teamID.23","teamID.24","teamID.25","teamID.26","teamID.27","teamID.28","teamID.29","teamID.30","teamID.31","teamID.32","teamID.33","throws.1","throws.2"
"575",2000,4,5,9,1,0,0,122,45,31,8,22,22,1,1,2,1,186,0,31,1,1,5,6.86065573770492,0.241935483870968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,82,103,4600000,0,1,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"576",1998,4,8,0,0,0,1,184,46,22,7,28,57,6,3,1,0,254,24,23,7,1,4,3.22826086956522,0.181102362204724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,102,835000,40,0,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"577",1999,3,1,0,0,0,2,128,42,25,11,18,40,3,3,1,0,185,12,26,2,1,1,5.2734375,0.227027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96,103,1500000,29,1,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"578",2000,1,3,0,0,0,1,140,55,40,14,22,51,5,2,3,0,220,17,44,4,4,2,7.71428571428571,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82,125,1500000,56,3,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"579",2005,4,8,5,0,0,1,257,101,42,11,26,59,6,3,6,0,382,17,49,4,2,8,4.4124513618677,0.264397905759162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,73,101,343500,55,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"580",2006,2,0,2,0,0,0,120,43,16,5,19,26,1,3,3,0,180,5,18,1,2,5,3.6,0.238888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,104,390000,28,1,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"581",2007,8,9,30,1,0,0,533,212,105,26,43,125,4,6,7,1,771,0,111,7,9,15,5.31894934333959,0.27496757457847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,72,104,1250000,0,1,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"582",2008,1,4,6,0,0,0,89,47,24,4,6,14,0,2,0,0,142,0,27,1,2,3,7.28089887640449,0.330985915492958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,103,1250000,0,1,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"583",2009,3,1,0,0,0,0,93,35,19,6,5,22,1,1,1,0,133,6,21,0,2,3,5.51612903225806,0.263157894736842,1,0,0,2,0,0,0,0,6,0,0,0,1,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,92,112,850000,24,2,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"584",2010,7,5,0,0,0,1,276,84,30,7,16,91,5,3,2,1,365,11,34,4,2,11,2.93478260869565,0.23013698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,115,2350000,76,2,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"585",2011,10,4,0,0,0,0,216,77,26,5,14,58,3,2,4,0,301,10,33,4,0,8,3.25,0.255813953488372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,73,116,3775000,74,2,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"586",2012,3,8,0,0,0,3,240,91,33,5,18,69,6,1,3,1,348,14,36,4,0,8,3.7125,0.261494252873563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,121,4100000,80,2,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"587",2013,5,7,0,0,0,0,219,76,35,6,15,62,2,3,0,0,301,16,37,2,1,8,4.31506849315068,0.252491694352159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,118,4250000,72,2,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"588",2014,4,7,1,0,0,0,194,74,35,5,19,43,2,3,1,0,282,13,35,4,5,5,4.87113402061856,0.26241134751773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,116,3500000,65,2,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"589",2015,1,1,0,0,0,0,101,34,10,1,15,25,2,0,3,0,149,10,10,2,1,3,2.67326732673267,0.228187919463087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,101,1250000,34,3,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"590",2009,4,3,0,0,0,0,212,52,16,4,29,64,7,4,6,0,299,13,21,3,2,6,2.0377358490566,0.173913043478261,1,0,0,6,0,0,0,0,14,5,4,1,1,0,0,1,0,0,20,2,4,0,0,0,7.71428571428571,0.25,0,0,1,95,95,412500,69,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"591",2010,3,1,0,0,0,2,166,52,31,6,19,38,4,4,3,1,233,13,31,3,0,7,5.04216867469879,0.223175965665236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,95,412500,59,3,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"592",2012,8,1,0,0,0,1,213,47,20,3,29,69,4,1,4,0,286,13,22,1,0,6,2.53521126760563,0.164335664335664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,96,1450000,68,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"593",2013,5,7,0,0,0,1,204,72,30,3,28,49,10,3,5,0,300,12,34,2,2,9,3.97058823529412,0.24,1,0,0,7,0,0,0,0,11,3,3,0,2,2,1,0,1,0,18,0,3,0,0,0,7.36363636363636,0.166666666666667,0,0,1,92,95,3e+06,77,3,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"594",2014,4,8,0,0,0,8,199,78,41,4,18,47,7,2,5,0,292,19,46,3,2,10,5.56281407035176,0.267123287671233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,73,101,3e+06,62,0,5,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"595",2015,0,0,0,0,0,0,24,8,7,0,4,6,1,3,0,0,36,3,7,0,0,0,7.875,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,102,3e+06,6,0,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"596",2014,0,0,0,0,0,1,72,19,7,1,7,28,1,1,2,1,100,6,7,1,1,0,2.625,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,97,513600,30,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"597",2015,0,0,0,0,0,0,8,6,4,1,1,2,0,0,0,0,15,0,4,0,0,0,13.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,102,513600,5,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"598",2000,0,0,0,0,0,0,3,3,4,0,3,0,0,0,0,0,10,1,5,0,0,0,36,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,94,96,5e+06,1,2,9,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"599",2006,0,0,0,0,0,0,111,51,21,6,11,35,2,1,0,0,166,6,25,1,0,6,5.10810810810811,0.307228915662651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,97,385500,22,3,2,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"600",2007,6,4,0,0,0,2,281,60,21,3,30,102,1,4,2,0,363,16,21,4,1,9,2.01779359430605,0.165289256198347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,90,420000,81,2,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"601",2008,6,6,0,0,0,0,234,66,31,5,28,71,4,2,3,0,324,8,31,3,2,5,3.57692307692308,0.203703703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,88,1255000,74,2,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"602",2009,6,4,0,0,0,42,209,54,21,3,24,79,1,4,0,0,278,59,21,0,0,7,2.71291866028708,0.194244604316547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,75,90,4e+06,68,1,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"603",2010,6,1,0,0,0,47,210,56,15,1,28,86,3,1,1,0,287,57,17,4,1,4,1.92857142857143,0.195121951219512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,90,91,7500000,67,1,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"604",2011,3,4,0,0,0,43,188,51,17,4,21,51,2,8,0,0,256,54,20,5,1,6,2.44148936170213,0.19921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,71,92,7e+06,64,1,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"605",2012,4,5,0,0,0,19,191,70,36,5,29,59,3,2,2,0,286,41,38,2,4,6,5.08900523560209,0.244755244755245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,100,1e+07,73,1,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"606",2013,5,2,0,0,0,15,197,74,30,12,16,72,1,4,3,0,287,32,30,2,1,5,4.11167512690355,0.257839721254355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,81,102,9e+06,69,1,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"607",2014,1,1,0,0,0,0,52,24,14,1,8,12,1,1,4,0,88,5,16,1,1,1,7.26923076923077,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,97,9e+06,13,0,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"608",2000,7,8,26,1,0,0,421,130,78,32,73,112,6,11,1,0,618,0,84,8,2,7,5.00237529691211,0.210355987055016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,102,250000,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"609",2001,5,10,27,0,0,0,449,176,111,32,64,97,1,9,7,0,670,0,115,3,9,16,6.67483296213809,0.262686567164179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,105,250000,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"610",2002,4,3,15,0,0,0,282,113,65,16,35,70,0,7,1,0,425,0,69,1,6,6,6.22340425531915,0.265882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,107,250000,2,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"611",2003,5,4,18,0,0,0,303,103,62,15,39,44,1,0,5,0,440,0,64,2,2,4,5.52475247524752,0.234090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,97,250000,1,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"612",2004,8,8,19,1,0,0,369,121,61,16,41,57,0,10,5,0,529,3,71,2,2,11,4.46341463414634,0.228733459357278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,98,8e+05,5,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"613",2005,1,1,3,0,0,0,75,41,23,7,12,13,0,3,2,0,129,4,25,0,1,2,8.28,0.317829457364341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,100,8e+05,5,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"614",2007,4,3,0,0,0,0,159,73,35,7,24,28,5,2,0,0,251,8,37,1,3,4,5.94339622641509,0.290836653386454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,102,8e+05,30,1,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"615",2011,0,2,2,0,0,0,87,28,14,2,11,14,2,2,1,0,127,4,16,1,3,2,4.3448275862069,0.220472440944882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,102,482000,12,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"616",2012,2,1,1,0,0,0,139,49,20,6,8,29,0,1,1,1,189,7,25,2,3,7,3.88489208633094,0.259259259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,103,482000,26,3,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"617",2013,0,1,0,0,0,0,8,6,3,0,2,2,1,0,0,0,15,0,3,0,1,0,10.125,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,62,103,482000,2,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"618",2004,2,2,0,0,0,1,148,47,30,11,27,48,1,2,2,0,221,13,31,4,2,3,5.47297297297297,0.212669683257919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,102,318500,45,3,2,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"619",2008,1,0,0,0,0,0,39,13,7,3,6,9,1,1,0,0,56,4,7,0,0,2,4.84615384615385,0.232142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,103,318500,11,3,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"620",2010,0,1,2,0,0,0,21,9,7,3,7,9,0,0,2,0,38,0,7,1,0,0,9,0.236842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,104,415000,0,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"621",1998,0,0,0,0,0,0,24,6,3,1,4,5,0,0,0,0,33,0,3,0,1,0,3.375,0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,99,215000,7,1,1,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"622",1999,1,1,0,0,0,0,126,50,21,7,19,50,3,7,1,0,195,12,24,3,0,0,4.5,0.256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,97,97,215000,33,2,2,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"623",2000,0,0,1,0,0,0,4,6,6,2,3,1,0,0,0,0,13,0,6,0,0,0,40.5,0.461538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82,125,215000,0,3,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"624",2004,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,13.5,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,105,215000,2,0,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"625",1999,0,0,0,0,0,0,6,2,0,0,0,2,0,0,0,0,7,2,0,0,0,1,0,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,101,550000,2,3,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"626",2000,2,2,0,0,0,0,138,54,29,7,23,26,2,5,2,0,214,16,33,2,1,4,5.67391304347826,0.252336448598131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,101,550000,30,3,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"627",2001,2,0,1,0,0,0,44,14,12,5,12,10,0,0,0,0,68,4,12,0,0,2,7.36363636363636,0.205882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,93,99,550000,8,3,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"628",2002,2,2,7,0,0,0,118,42,19,3,12,32,1,2,0,0,167,0,22,1,2,4,4.34745762711864,0.251497005988024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,98,550000,0,2,7,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"629",2003,0,3,4,0,0,1,70,37,21,2,14,20,0,0,0,2,115,1,22,0,1,5,8.1,0.321739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,101,550000,3,2,8,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"630",1998,14,13,34,1,0,0,694,221,102,25,74,164,3,9,6,1,979,0,111,11,8,9,3.96829971181556,0.225740551583248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65,99,6e+06,0,3,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"631",1999,13,12,32,0,0,0,595,216,106,34,82,141,3,10,4,0,886,0,117,6,3,11,4.81008403361345,0.243792325056433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,101,2867542,1,3,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"632",2000,12,9,27,1,0,0,498,174,90,30,68,137,0,1,1,0,719,1,95,9,8,16,4.87951807228916,0.242002781641168,1,1,0,1,1,0,0,0,24,6,2,0,3,5,0,0,0,0,31,0,2,0,0,2,2.25,0.193548387096774,0,0,1,95,101,6666667,3,3,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"633",2001,7,7,19,0,0,0,322,122,88,30,61,78,0,1,6,0,500,3,92,3,4,7,7.37888198757764,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,93,99,6367542,8,3,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"634",2002,5,4,17,1,0,0,291,80,30,10,51,64,3,0,5,0,417,0,39,5,5,2,2.78350515463918,0.191846522781775,1,0,0,2,2,0,0,0,30,4,5,2,8,10,0,0,0,1,42,0,5,1,0,0,4.5,0.0952380952380952,0,0,1,97,97,6367542,1,2,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"635",1998,5,6,0,0,0,22,205,48,29,10,39,87,2,0,4,0,289,54,29,3,2,4,3.81951219512195,0.166089965397924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,97,2037500,71,3,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"636",1999,4,3,0,0,0,22,234,40,16,4,41,128,4,2,0,0,312,42,17,0,0,4,1.84615384615385,0.128205128205128,1,0,0,7,0,0,0,1,27,5,1,0,3,11,1,0,0,0,33,4,1,0,0,0,1,0.151515151515152,0,0,2,97,97,3437500,77,2,5,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"637",2000,4,4,0,0,0,41,228,39,22,10,38,106,2,0,0,0,304,68,24,2,1,2,2.60526315789474,0.128289473684211,1,1,0,8,0,0,0,2,27,10,3,1,5,7,1,0,0,0,44,5,5,0,1,0,3,0.227272727272727,0,0,2,94,96,5812500,76,2,6,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"638",2001,6,4,0,0,0,43,229,59,32,12,40,93,6,5,1,0,320,64,32,2,1,6,3.77292576419214,0.184375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,82,96,5812500,73,2,7,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
