"","yearID","l_W","l_L","l_GS","l_CG","l_SHO","l_SV","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_IBB","l_WP","l_HBP","l_BK","l_BFP","l_GF","l_R","l_SH","l_SF","l_GIDP","l_ERA","l_BAOpp","round","po_W","po_L","po_G","po_GS","po_CG","po_SHO","po_SV","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_IBB","po_WP","po_HBP","po_BK","po_BFP","po_GF","po_R","po_SH","po_SF","po_GIDP","po_ERA","po_BAOpp","GP","n_award","Rank","W","PPF","salary","l_GM","attendance.f","career","years_old","teamID.1","teamID.2","teamID.3","teamID.4","teamID.5","teamID.6","teamID.7","teamID.8","teamID.9","teamID.10","teamID.11","teamID.12","teamID.13","teamID.14","teamID.15","teamID.16","teamID.17","teamID.18","teamID.19","teamID.20","teamID.21","teamID.22","teamID.23","teamID.24","teamID.25","teamID.26","teamID.27","teamID.28","teamID.29","teamID.30","teamID.31","teamID.32","teamID.33","throws.1","throws.2","stint.1","stint.2","stint.3","stint.4"
"1",2012,9,13,28,1,0,0,524,157,74,20,56,180,2,10,4,0,723,0,79,5,4,10,3.81297709923664,0.217150760719225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,61,99,2640000,0,2,4,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2",2006,7,7,0,0,0,8,203,70,30,2,27,48,11,5,2,1,290,22,30,2,4,5,3.99014778325123,0.241379310344828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,71,95,2e+06,82,1,17,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"3",2014,1,6,0,0,0,48,199,61,21,3,28,76,3,4,3,0,286,64,24,4,1,6,2.84924623115578,0.213286713286713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,87,95,7e+06,69,1,12,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"4",2012,15,6,28,0,0,0,478,136,56,15,48,197,1,5,4,0,653,0,62,6,4,14,3.16317991631799,0.208269525267994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98,101,3900000,0,1,2,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"5",2010,14,9,32,3,1,0,630,189,87,15,82,174,3,18,8,1,882,0,98,9,3,25,3.72857142857143,0.214285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,85,100,1e+06,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"6",2009,2,2,0,0,0,0,46,25,14,5,7,11,1,1,1,0,77,8,15,1,2,3,8.21739130434783,0.324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,99,395500,14,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"7",2000,0,0,1,0,0,0,4,6,6,2,3,1,0,0,0,0,13,0,6,0,0,0,40.5,0.461538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82,125,215000,0,3,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"8",2011,0,0,0,0,0,0,18,8,4,1,4,8,1,0,1,1,31,1,4,0,0,0,6,0.258064516129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,106,395000,6,1,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"9",2001,16,7,35,1,1,0,658,213,87,24,97,116,10,2,2,0,929,0,92,5,8,24,3.56990881458967,0.229278794402583,1,2,1,3,3,0,0,0,60,16,2,1,7,8,0,1,0,0,81,0,4,1,0,2,0.9,0.197530864197531,0,0,1,88,102,8623700,0,2,14,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"10",2012,2,4,0,0,0,4,114,40,27,5,23,24,1,1,3,0,173,15,29,2,1,8,6.39473684210526,0.23121387283237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,61,99,480500,34,2,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"11",2001,0,2,0,0,0,0,60,18,7,1,8,11,0,0,0,0,81,5,7,0,0,3,3.15,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,88,95,240000,18,2,5,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"12",2002,3,2,3,0,0,0,237,101,50,15,21,38,3,1,6,0,357,17,56,2,6,11,5.69620253164557,0.282913165266106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,92,92,5e+05,34,3,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"13",2012,0,0,0,0,0,0,11,7,6,1,1,0,0,0,0,0,20,2,6,0,0,0,14.7272727272727,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,92,418000,3,3,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"14",2003,0,2,4,0,0,0,69,18,12,2,18,21,2,2,2,0,106,0,13,2,1,1,4.69565217391304,0.169811320754717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,98,2500000,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"15",2005,0,1,0,0,0,0,16,5,4,1,5,10,1,0,0,1,26,0,4,0,0,0,6.75,0.192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,97,327500,9,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"16",2005,1,3,0,0,0,0,200,66,31,4,16,30,1,0,3,0,279,17,31,2,3,6,4.185,0.236559139784946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,96,3225000,46,2,8,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"17",2015,4,6,15,0,0,0,260,112,55,17,29,77,0,3,4,1,399,1,63,2,6,6,5.71153846153846,0.280701754385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67,97,508750,3,1,1,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"18",2006,9,13,32,3,2,0,636,206,89,17,85,142,7,10,3,0,902,0,94,8,6,21,3.77830188679245,0.228381374722838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,109,5500000,0,1,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"19",2003,7,2,9,0,0,0,213,52,26,4,30,72,1,2,5,0,293,2,27,0,1,8,3.29577464788732,0.177474402730375,1,0,2,8,0,0,0,0,33,11,7,0,7,17,0,2,0,0,50,3,7,2,0,1,5.72727272727273,0.22,0,0,1,101,97,8500000,9,3,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"20",2015,1,0,0,0,0,1,63,23,11,2,11,16,0,1,0,0,97,5,12,0,0,1,4.71428571428571,0.237113402061856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,94,527300,17,1,2,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"21",2012,3,1,6,0,0,0,75,23,14,3,8,18,0,1,0,0,105,0,14,1,0,1,5.04,0.219047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,55,101,411000,0,0,9,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"22",2007,4,4,0,0,0,2,246,69,26,6,25,99,3,4,1,0,334,18,30,0,1,7,2.85365853658537,0.206586826347305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82,100,454000,83,3,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"23",2009,3,1,0,0,0,0,104,34,13,5,8,26,0,0,0,0,147,11,14,1,0,3,3.375,0.231292517006803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,95,2e+06,30,0,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"24",2005,5,8,0,0,0,31,224,80,34,9,27,54,5,3,2,0,331,62,39,2,2,6,4.09821428571429,0.241691842900302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,102,4750000,71,1,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"25",2002,5,4,17,1,0,0,291,80,30,10,51,64,3,0,5,0,417,0,39,5,5,2,2.78350515463918,0.191846522781775,1,0,0,2,2,0,0,0,30,4,5,2,8,10,0,0,0,1,42,0,5,1,0,0,4.5,0.0952380952380952,0,0,1,97,97,6367542,1,2,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"26",2000,1,3,0,0,0,1,140,55,40,14,22,51,5,2,3,0,220,17,44,4,4,2,7.71428571428571,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82,125,1500000,56,3,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"27",2001,1,2,0,0,0,0,111,40,20,5,15,38,4,5,2,0,167,11,24,3,1,2,4.86486486486486,0.239520958083832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,101,825000,63,1,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"28",2010,4,0,4,0,0,0,109,32,14,5,8,33,2,2,2,0,149,0,14,0,1,2,3.46788990825688,0.214765100671141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,95,418400,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"29",2012,8,14,31,0,0,0,574,180,81,14,65,165,7,5,4,0,798,0,84,8,8,16,3.81010452961672,0.225563909774436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,100,13750000,0,1,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"30",2006,1,1,0,0,0,0,179,46,23,10,16,46,1,2,4,0,240,17,23,2,0,2,3.46927374301676,0.191666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,82,99,1750000,72,3,14,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"31",2007,5,10,22,0,0,0,305,111,55,9,48,59,0,4,3,1,459,0,62,3,5,7,4.86885245901639,0.241830065359477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,101,404760,1,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"32",1998,4,6,0,0,0,8,212,75,32,10,33,46,9,1,3,0,316,27,36,7,6,6,4.07547169811321,0.237341772151899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,54,95,250000,58,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"33",2000,1,0,0,0,0,0,50,22,12,5,12,8,1,0,2,0,85,1,15,0,1,2,6.48,0.258823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73,98,2e+05,15,0,5,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"34",2014,0,1,0,0,0,0,21,10,3,2,6,6,4,1,0,0,39,1,7,0,1,0,3.85714285714286,0.256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,97,1700000,7,0,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"35",2002,2,3,0,0,0,0,165,59,20,5,13,29,3,2,4,0,232,17,20,4,3,9,3.27272727272727,0.254310344827586,1,0,0,4,0,0,0,0,5,6,3,0,2,2,1,0,0,0,13,1,3,0,1,0,16.2,0.461538461538462,0,0,1,94,100,5e+05,58,1,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"36",2004,2,3,0,0,0,0,92,29,12,4,14,36,2,2,0,0,133,8,12,2,1,3,3.52173913043478,0.218045112781955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,98,323000,25,2,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"37",2001,5,4,9,0,0,5,310,88,40,8,35,78,4,2,12,0,438,11,44,6,2,7,3.48387096774194,0.200913242009132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,82,101,1900000,32,2,3,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"38",2015,1,2,0,0,0,0,54,15,12,3,12,13,0,1,1,0,83,4,12,1,1,0,6,0.180722891566265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,101,414000,13,2,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"39",2003,12,12,30,0,0,0,556,191,93,28,46,141,4,2,3,1,772,0,98,5,3,20,4.51618705035971,0.24740932642487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,94,5e+06,0,3,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"40",2012,6,9,21,2,2,0,351,117,63,17,39,111,1,1,0,0,499,0,65,4,3,8,4.84615384615385,0.234468937875752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,97,23145011,0,1,12,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"41",2008,1,5,0,0,0,30,188,47,19,3,22,82,1,1,1,0,256,48,22,3,1,1,2.72872340425532,0.18359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,74,109,8500000,67,2,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"42",1999,1,2,5,0,0,0,185,69,36,9,29,43,6,2,0,0,274,2,40,3,2,7,5.25405405405405,0.251824817518248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,103,350000,20,3,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"43",2009,8,9,22,0,0,0,410,144,59,9,42,81,2,1,2,0,589,0,63,4,4,10,3.88536585365854,0.244482173174873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,99,420000,0,0,2,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"44",2001,18,9,35,3,0,0,705,216,88,20,71,181,5,9,6,1,980,0,100,12,8,18,3.37021276595745,0.220408163265306,1,1,0,2,1,0,0,0,29,8,1,1,1,5,0,0,0,0,37,0,1,0,0,0,0.931034482758621,0.216216216216216,0,0,2,102,97,875000,0,1,2,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"45",2005,0,0,0,0,0,0,33,15,4,1,4,3,1,1,0,0,51,3,4,0,0,1,3.27272727272727,0.294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,100,322000,7,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"46",2006,4,0,9,0,0,0,140,31,22,5,26,49,0,0,1,0,191,0,22,0,2,3,4.24285714285714,0.162303664921466,1,0,1,1,1,0,0,0,17,5,3,1,5,4,0,0,0,0,26,0,3,0,0,1,4.76470588235294,0.192307692307692,0,0,1,93,97,2250000,0,1,3,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"47",2014,21,3,27,6,2,0,595,139,39,9,31,239,0,7,2,2,749,0,42,6,1,15,1.76974789915966,0.185580774365821,1,0,2,2,2,0,0,0,38,12,11,3,2,19,0,1,0,0,51,0,11,0,0,1,7.81578947368421,0.235294117647059,1,3,1,94,95,32571000,0,3,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"48",2000,2,2,8,0,0,0,149,44,18,7,19,40,1,0,2,1,208,0,22,2,1,3,3.26174496644295,0.211538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,76,92,201000,0,1,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"49",2007,9,8,30,0,0,0,519,118,60,10,72,167,0,7,7,4,705,0,66,3,6,9,3.12138728323699,0.167375886524823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,89,90,2625000,0,2,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"50",2008,7,5,0,0,0,2,206,63,30,8,21,64,5,1,3,1,286,21,30,1,1,5,3.93203883495146,0.22027972027972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,98,2500000,72,2,16,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"51",2005,1,2,0,0,0,7,46,10,6,2,11,16,2,1,0,0,65,13,6,0,0,1,3.52173913043478,0.153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,100,2e+06,15,1,6,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"52",2010,2,4,1,0,0,0,126,37,28,10,22,38,2,2,2,0,185,9,28,1,1,4,6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,97,414000,39,2,4,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"53",1999,4,6,13,0,0,0,214,86,58,14,30,41,0,13,3,0,326,1,64,2,4,8,7.31775700934579,0.263803680981595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,94,3e+06,5,0,16,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"54",2015,11,8,29,1,0,0,509,163,86,25,40,157,1,4,9,1,706,0,92,4,5,8,4.56188605108055,0.230878186968839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,94,528600,0,1,2,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"55",2006,15,13,32,0,0,0,545,179,87,28,81,160,6,7,4,4,797,0,98,4,2,13,4.31009174311927,0.224592220828105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,100,6e+06,0,1,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"56",2010,1,0,0,0,0,0,59,25,16,1,10,12,0,1,2,0,94,5,16,0,1,2,7.32203389830508,0.265957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,99,2500000,19,1,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"57",2015,1,0,0,0,0,0,61,23,18,10,7,21,0,0,1,0,92,10,18,0,0,0,7.9672131147541,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,102,511900,20,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"58",2005,2,1,0,0,0,0,174,54,24,5,21,42,4,3,1,0,247,12,29,2,4,5,3.72413793103448,0.218623481781377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,104,350000,40,2,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"59",2012,0,0,0,0,0,0,14,10,1,0,3,7,0,1,0,0,26,3,1,1,0,0,1.92857142857143,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,94,493500,8,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"60",2008,0,2,2,0,0,0,103,32,13,2,13,26,0,2,1,0,141,8,13,2,1,3,3.40776699029126,0.226950354609929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61,97,405000,29,1,2,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"61",2008,1,3,0,0,0,0,114,53,29,12,11,24,3,2,1,0,178,11,31,1,2,2,6.86842105263158,0.297752808988764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,68,102,4500000,59,1,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
