"","yearID","l_W","l_L","l_GS","l_CG","l_SHO","l_SV","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_IBB","l_WP","l_HBP","l_BK","l_BFP","l_GF","l_R","l_SH","l_SF","l_GIDP","l_ERA","l_BAOpp","round","po_W","po_L","po_G","po_GS","po_CG","po_SHO","po_SV","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_IBB","po_WP","po_HBP","po_BK","po_BFP","po_GF","po_R","po_SH","po_SF","po_GIDP","po_ERA","po_BAOpp","GP","n_award","Rank","W","PPF","salary","l_GM","attendance.f","career","years_old","teamID.1","teamID.2","teamID.3","teamID.4","teamID.5","teamID.6","teamID.7","teamID.8","teamID.9","teamID.10","teamID.11","teamID.12","teamID.13","teamID.14","teamID.15","teamID.16","teamID.17","teamID.18","teamID.19","teamID.20","teamID.21","teamID.22","teamID.23","teamID.24","teamID.25","teamID.26","teamID.27","teamID.28","teamID.29","teamID.30","teamID.31","teamID.32","teamID.33","throws.1","throws.2","stint.1","stint.2","stint.3","stint.4"
"471",2005,13,11,31,1,0,0,554,210,93,18,40,121,5,6,6,0,792,0,105,11,8,21,4.53249097472924,0.265151515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,104,3300000,0,2,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"472",1999,5,14,28,2,2,0,489,173,106,16,71,113,2,10,11,1,727,0,114,10,6,16,5.85276073619632,0.237964236588721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,101,245000,1,3,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"473",2014,0,0,0,0,0,0,18,6,5,0,7,6,1,1,1,0,32,3,5,0,1,0,7.5,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,73,101,516000,7,0,5,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"474",1998,11,15,34,5,0,0,666,227,100,20,79,149,4,4,2,0,946,0,114,10,6,16,4.05405405405405,0.239957716701903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65,101,650000,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"475",2013,0,2,2,0,0,0,32,14,10,2,7,12,2,0,0,0,51,0,11,0,1,0,8.4375,0.274509803921569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,103,5200000,0,3,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"476",2005,15,10,35,2,0,0,739,268,109,25,84,147,14,3,13,2,1065,0,116,15,9,24,3.98240866035183,0.251643192488263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,81,96,8e+06,0,2,9,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"477",2014,0,0,0,0,0,0,31,8,4,2,5,7,0,0,1,0,46,1,4,1,0,0,3.48387096774194,0.173913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,97,950000,5,2,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"478",2012,2,1,0,0,0,23,117,17,8,2,11,47,1,1,0,0,144,36,8,1,1,0,1.84615384615385,0.118055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,92,7e+06,40,1,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"479",2010,2,0,0,0,0,0,93,32,11,6,15,20,1,0,1,0,138,11,12,3,1,2,3.19354838709677,0.231884057971014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,115,650000,58,2,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"480",2003,14,14,35,2,0,0,691,250,106,22,61,119,2,1,5,0,978,0,124,7,7,24,4.14182344428365,0.255623721881391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,102,3500000,0,1,3,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"481",2013,3,6,10,0,0,0,256,77,37,11,31,83,1,2,2,0,356,4,41,1,2,9,3.90234375,0.216292134831461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,105,2950000,33,2,8,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"482",2005,5,3,7,1,1,5,324,87,38,6,37,106,4,1,6,1,439,20,40,4,1,13,3.16666666666667,0.198177676537585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,97,359000,46,2,2,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"483",2008,2,1,0,0,0,0,153,52,23,3,18,33,2,2,4,0,217,8,23,1,3,9,4.05882352941176,0.23963133640553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,74,109,407000,43,2,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"484",2007,1,1,0,0,0,0,94,30,19,4,19,23,2,0,3,0,145,2,20,2,2,2,5.45744680851064,0.206896551724138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,104,390000,22,3,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"485",2012,8,16,32,2,1,0,556,202,118,27,61,144,3,8,13,0,800,0,127,4,3,17,5.73021582733813,0.2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,72,100,4560000,0,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"486",2010,4,4,0,0,0,20,142,39,19,5,11,45,4,2,2,1,187,39,21,0,1,6,3.61267605633803,0.20855614973262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,115,7300000,44,2,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"487",2003,1,2,5,0,0,0,85,36,16,4,10,15,0,3,4,0,131,0,17,2,2,3,5.08235294117647,0.274809160305344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,68,100,1150000,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"488",2013,2,2,1,0,0,0,210,61,24,4,23,65,3,5,5,0,288,15,25,3,3,5,3.08571428571429,0.211805555555556,1,0,0,2,0,0,0,0,6,4,4,0,3,1,0,0,0,0,11,1,4,0,0,1,18,0.363636363636364,0,0,2,92,95,1800000,65,0,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"489",2000,9,3,0,0,0,33,236,78,23,6,18,60,4,1,2,0,326,62,28,4,0,6,2.63135593220339,0.239263803680982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,103,733333,68,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"490",2009,0,0,0,0,0,0,36,14,10,3,7,10,1,2,2,0,59,3,10,0,0,0,7.5,0.23728813559322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,105,1312500,12,1,6,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"491",2003,6,11,25,2,0,0,469,131,68,18,69,97,1,3,12,2,668,0,71,3,9,6,3.91471215351812,0.196107784431138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,97,1700000,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"492",2007,2,4,8,0,0,0,124,59,35,6,17,27,2,1,2,1,200,0,37,0,2,2,7.62096774193548,0.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,98,1e+06,3,2,8,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"493",2010,7,11,22,0,0,0,424,181,86,18,45,75,2,11,5,0,641,2,98,5,8,10,5.47641509433962,0.282371294851794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,104,4400000,7,2,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"494",2013,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,101,3750000,1,2,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"495",1999,0,0,0,0,0,0,29,13,4,0,0,4,0,0,0,0,39,3,4,0,0,2,3.72413793103448,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,104,2e+05,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"496",2009,0,2,0,0,0,0,33,14,9,3,9,9,0,0,1,0,55,3,9,0,0,2,7.36363636363636,0.254545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,83,106,1100000,19,3,6,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"497",2007,2,1,5,0,0,0,82,29,17,6,7,11,1,0,2,0,118,0,17,0,0,2,5.59756097560976,0.245762711864407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,99,395300,0,1,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"498",2013,8,9,29,0,0,0,514,170,87,26,79,157,1,9,6,1,754,1,97,1,4,16,4.57003891050584,0.225464190981432,1,0,0,3,0,0,0,0,9,4,1,1,0,3,0,0,0,0,12,2,1,0,0,1,3,0.333333333333333,0,0,1,97,102,13250000,3,2,15,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"499",1999,0,2,4,0,0,0,121,43,21,3,16,22,0,0,3,0,178,1,22,0,0,5,4.68595041322314,0.241573033707865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,103,550000,9,3,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"500",2002,1,0,0,0,0,0,75,26,17,2,19,20,3,1,1,0,121,2,19,4,3,2,6.12,0.214876033057851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62,111,304500,26,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"501",1998,7,7,0,0,0,7,211,58,26,6,37,62,9,1,3,0,302,35,28,3,1,6,3.32701421800948,0.19205298013245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,54,95,8e+05,62,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"502",2008,4,8,15,0,0,0,224,80,51,9,41,48,2,2,2,0,345,0,56,5,4,2,6.14732142857143,0.231884057971014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,98,405000,1,2,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"503",2013,5,2,0,0,0,15,197,74,30,12,16,72,1,4,3,0,287,32,30,2,1,5,4.11167512690355,0.257839721254355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,81,102,9e+06,69,1,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"504",2010,0,1,1,0,0,0,59,26,9,1,9,9,2,1,2,1,94,0,11,0,1,1,4.11864406779661,0.276595744680851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,101,4e+05,8,3,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"505",1999,9,4,0,0,0,14,203,54,22,8,12,45,1,4,2,1,267,41,25,4,2,6,2.92610837438424,0.202247191011236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,104,3500000,61,0,14,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"506",2000,0,0,0,0,0,0,64,24,13,2,12,21,1,0,4,1,103,4,14,0,2,0,5.484375,0.233009708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,107,210000,25,3,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"507",2006,14,11,33,1,0,0,602,224,98,29,58,129,3,3,8,0,882,0,114,3,6,14,4.3953488372093,0.253968253968254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,78,98,3e+06,0,1,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"508",1998,11,9,34,1,1,0,670,210,84,20,109,212,1,8,6,0,976,0,97,3,5,20,3.38507462686567,0.215163934426229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,102,5800000,0,2,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"509",2005,2,0,0,0,0,0,42,13,4,1,11,10,0,0,1,0,65,4,5,2,1,1,2.57142857142857,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,94,475000,25,0,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"510",2007,3,1,3,1,1,0,68,14,4,0,10,22,0,0,1,0,88,0,6,0,1,3,1.58823529411765,0.159090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,105,396000,1,2,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"511",2003,0,0,0,0,0,0,49,28,11,2,8,13,3,0,2,0,82,2,12,0,0,5,6.06122448979592,0.341463414634146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,104,310000,15,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"512",1998,3,3,0,0,0,19,238,78,26,5,16,60,2,0,3,0,321,40,26,4,2,14,2.94957983193277,0.242990654205607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,99,2250000,70,2,7,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"513",2012,7,1,0,0,0,0,201,49,17,6,14,69,2,0,3,0,263,10,17,3,1,5,2.28358208955224,0.186311787072243,1,0,0,5,0,0,0,0,21,1,0,0,1,5,0,0,0,0,23,0,0,1,0,0,0,0.0434782608695652,0,0,2,93,103,2200000,69,1,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"514",2010,0,0,0,0,0,0,78,28,14,3,6,22,1,1,0,0,110,8,14,0,1,1,4.84615384615385,0.254545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,97,419000,18,2,1,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"515",2003,1,1,3,0,0,0,46,21,11,3,9,11,1,0,0,0,76,0,11,0,0,1,6.45652173913043,0.276315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,104,2e+05,3,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"516",2003,0,2,3,0,0,0,94,47,25,6,18,24,1,3,1,0,158,4,29,2,2,1,7.18085106382979,0.29746835443038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,108,2e+05,8,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"517",2011,0,2,0,0,0,0,49,26,8,3,9,13,3,0,1,0,84,11,10,1,0,2,4.40816326530612,0.30952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,100,695000,31,1,5,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"518",2007,3,3,0,0,0,37,225,75,28,8,29,62,3,5,0,1,321,59,31,2,1,7,3.36,0.233644859813084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,73,95,6200000,76,1,4,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"519",2006,4,5,18,0,0,0,291,98,52,12,35,50,1,4,5,0,421,0,58,8,4,8,4.82474226804124,0.232779097387173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,101,1500000,0,1,7,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"520",2006,5,8,16,0,0,0,250,114,59,17,16,62,1,0,3,0,377,0,63,2,4,4,6.372,0.302387267904509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,98,330000,0,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"521",2008,3,8,19,0,0,0,330,141,74,15,47,66,3,5,4,0,514,2,80,3,5,8,6.05454545454545,0.27431906614786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,103,750000,6,2,5,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"522",2004,3,1,0,0,0,1,130,32,6,2,6,55,0,4,1,0,169,12,7,3,0,2,1.24615384615385,0.189349112426035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,72,100,330000,47,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"523",2003,0,0,0,0,0,0,184,58,31,5,24,43,3,6,4,0,259,10,36,1,3,12,4.54891304347826,0.223938223938224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,99,335000,35,2,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"524",2006,0,4,4,0,0,0,52,25,19,3,10,12,0,1,2,1,91,0,22,2,1,1,9.86538461538462,0.274725274725275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,97,2500000,0,3,12,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"525",2006,19,6,34,1,0,0,701,186,72,24,47,245,0,4,4,1,923,0,79,6,4,10,2.77318116975749,0.201516793066089,1,0,1,1,1,0,0,0,24,5,2,1,1,8,0,0,0,0,30,0,2,0,0,1,2.25,0.166666666666667,1,3,1,96,98,1.3e+07,0,1,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"526",2013,0,1,0,0,0,0,28,7,8,2,5,3,0,1,1,0,40,4,8,0,1,1,7.71428571428571,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,103,2500000,7,3,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"527",2011,0,3,0,0,0,22,179,58,29,7,40,53,4,2,2,0,275,48,35,4,1,5,4.37430167597765,0.210909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,97,5200000,63,0,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"528",2014,1,4,0,0,0,11,125,47,34,11,14,48,2,0,2,0,184,30,34,0,0,3,7.344,0.255434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,95,8e+05,48,3,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"529",1998,0,0,0,0,0,0,16,7,6,0,2,2,0,0,0,1,25,2,6,0,1,0,10.125,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65,99,202000,4,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"530",2003,3,2,0,0,0,20,106,25,7,4,11,32,2,0,1,0,140,30,7,1,0,3,1.78301886792453,0.178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,92,4500000,36,1,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"531",2012,1,3,5,0,0,0,158,58,27,6,33,36,1,1,1,0,244,11,30,3,2,3,4.61392405063291,0.237704918032787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,97,750000,30,1,20,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"532",2012,10,10,31,0,0,0,539,167,72,14,85,131,10,4,4,0,786,0,85,9,10,13,3.60667903525046,0.212468193384224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,96,4e+06,0,3,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
