"","yearID","l_W","l_L","l_GS","l_CG","l_SHO","l_SV","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_IBB","l_WP","l_HBP","l_BK","l_BFP","l_GF","l_R","l_SH","l_SF","l_GIDP","l_ERA","l_BAOpp","round","po_W","po_L","po_G","po_GS","po_CG","po_SHO","po_SV","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_IBB","po_WP","po_HBP","po_BK","po_BFP","po_GF","po_R","po_SH","po_SF","po_GIDP","po_ERA","po_BAOpp","GP","n_award","Rank","W","PPF","salary","WHIP","FIP","ERC","ERAP","kwERA","BSR","l_GM","attendance.f","career","years_old","throws.1","throws.2","salary.n","b1.l_W","b1.l_GS","b1.l_GM","b1.l_CG","b1.l_ER","b1.l_IPouts","b1.l_H","b1.l_HR","b1.l_BB","b1.l_SO","b1.BSR","b2.l_W","b2.l_GS","b2.l_GM","b2.l_CG","b2.l_ER","b2.l_IPouts","b2.l_H","b2.l_HR","b2.l_BB","b2.l_SO","b2.BSR"
"671",2003,12,9,30,1,0,0,545,202,104,20,47,107,1,3,9,0,785,1,108,4,6,19,5.15229357798165,0.257324840764331,1,0,0,2,2,0,0,0,27,16,7,2,2,2,0,0,0,0,45,0,9,0,0,0,7,0.355555555555556,0,0,2,95,103,5500000,1.37064220183486,4.36146788990826,4.41075816840998,9994.94228599555,6.19490445859873,110.748083431697,2,2,16,39,1,0,2660305.55555556,13,29,0,1,87,519,199,25,50,124,122.979644884634,12,34,0,1,74,658,187,17,70,187,93.6225327269208
"672",2001,11,12,27,2,1,0,520,145,78,20,83,128,3,7,7,1,733,0,82,6,8,15,4.05,0.197817189631651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,97,367500,1.31538461538462,4.72884615384615,3.76042546109245,11974.5824388971,6.07121418826739,93.9005354206549,0,0,2,24,1,0,972328.947368421,3,13,0,0,44,248,80,8,44,57,49.2944384102144,4,7,0,0,16,124,37,3,25,33,21.8710541437071
"673",2002,12,9,29,7,5,0,613,153,75,12,90,203,5,14,9,0,844,0,84,9,4,14,3.30342577487765,0.181279620853081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,98,2500000,1.18923327895595,3.35660685154976,2.76524964590275,14832.1869161712,6.94976303317536,76.4031905014593,2,0,3,25,1,0,1146785.71428571,11,27,0,2,78,520,145,20,83,128,93.9005354206549,3,13,0,0,44,248,80,8,44,57,49.2944384102144
"674",2003,0,2,4,0,0,0,69,18,12,2,18,21,2,2,2,0,106,0,13,2,1,1,4.69565217391304,0.169811320754717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,98,2500000,1.56521739130435,4.85217391304348,4.35974995898277,10434.5523778121,5.73962264150943,12.6494371333439,0,0,4,26,1,0,1194148.4375,12,29,2,7,75,613,153,12,90,203,76.4031905014593,11,27,0,2,78,520,145,20,83,128,93.9005354206549
"675",2004,7,6,19,1,0,0,360,102,49,9,38,113,0,7,4,0,490,0,50,3,3,8,3.675,0.208163265306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,95,3650000,1.16666666666667,3.34166666666667,2.95410730612245,12924.386263737,7.13877551020408,50.4035804493856,1,0,5,27,1,0,1961077.8,0,4,0,0,12,69,18,2,18,21,12.6494371333439,12,29,2,7,75,613,153,12,90,203,76.4031905014593
"676",2005,12,12,32,4,2,0,627,184,80,12,79,198,1,12,7,0,873,0,97,7,5,26,3.44497607655502,0.210767468499427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,94,2200000,1.25837320574163,3.27177033492823,3.20153297489271,13642.2282174687,6.953264604811,87.8795597628085,0,0,6,28,1,0,1990547.8,7,19,1,1,49,360,102,9,38,113,50.4035804493856,0,4,0,0,12,69,18,2,18,21,12.6494371333439
"677",2006,10,8,21,2,1,0,407,138,60,14,39,118,3,6,8,1,577,0,67,4,3,15,3.98034398034398,0.239168110918544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,100,13200000,1.3046683046683,3.77493857493858,3.97009973215692,12560.9666304925,6.93899480069324,75.0642048672143,0,1,7,29,1,0,3193358.82352941,12,32,0,4,80,627,184,12,79,198,87.8795597628085,7,19,1,1,49,360,102,9,38,113,50.4035804493856
"678",2007,10,8,25,2,0,0,497,131,69,23,66,176,2,5,12,0,691,0,74,0,2,19,3.74849094567404,0.189580318379161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,99,13200000,1.18913480885312,4.25633802816901,3.46686275627717,13204.5132169667,7.13661360347323,88.8977281824219,0,1,8,30,1,0,2782623.52941176,10,21,0,2,60,407,138,14,39,118,75.0642048672143,12,32,0,4,80,627,184,12,79,198,87.8795597628085
"679",2008,18,10,34,1,0,0,664,211,100,19,86,231,2,11,9,2,957,1,109,8,5,12,4.06626506024096,0.220480668756531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,86,97,16500000,1.34186746987952,3.48915662650602,3.78488564414397,11926.6841091415,7.13040752351097,114.706045149006,1,1,9,31,1,0,3557645.5,10,25,0,2,69,497,131,23,66,176,88.8977281824219,10,21,0,2,60,407,138,14,39,118,75.0642048672143
"680",2009,13,9,33,1,0,0,621,193,93,25,97,195,0,17,10,1,896,0,99,2,5,15,4.04347826086957,0.215401785714286,1,1,1,5,5,0,0,0,82,22,16,1,16,24,1,2,5,0,122,0,16,0,0,2,5.26829268292683,0.180327868852459,0,0,1,103,103,16500000,1.40096618357488,4.43671497584541,4.33956715838509,12735.7867731821,6.57857142857143,124.725343367562,0,3,10,32,1,0,4632073.2,18,34,1,1,100,664,211,19,86,231,114.706045149006,10,25,0,2,69,497,131,23,66,176,88.8977281824219
"681",2010,10,15,33,1,0,0,560,204,109,25,78,145,2,16,19,0,829,0,118,7,10,25,5.25535714285714,0.246079613992762,1,0,1,1,1,0,0,0,18,6,5,1,3,4,1,1,1,0,27,0,5,1,0,1,7.5,0.222222222222222,0,0,2,95,103,16500000,1.51071428571429,4.91428571428571,5.42940940968034,9798.9300351213,6.12376357056695,131.463244570857,0,3,11,33,1,0,4960999.38888889,13,33,0,1,93,621,193,25,97,195,124.725343367562,18,34,1,1,100,664,211,19,86,231,114.706045149006
"682",2011,11,11,32,0,0,0,571,190,109,31,83,173,2,25,9,0,837,0,115,4,10,16,5.15411558669002,0.22700119474313,1,1,0,1,1,0,0,0,17,4,1,1,4,3,1,1,0,0,24,0,1,0,0,1,1.58823529411765,0.166666666666667,0,0,1,97,106,16500000,1.43432574430823,4.91803852889667,4.83043693011694,10282.4209310983,6.58996415770609,135.730568865644,1,3,12,34,1,0,5034093.75,10,33,0,1,109,560,204,25,78,145,131.463244570857,13,33,0,1,93,621,193,25,97,195,124.725343367562
"683",2012,16,10,31,1,1,0,607,189,79,18,62,180,1,10,9,0,851,0,86,5,8,21,3.51400329489292,0.222091656874266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,94,16500000,1.24052718286656,3.61515650741351,3.43923864936493,13374.2475166108,6.95111633372503,98.5705641885405,0,1,13,35,1,0,2552700,11,32,1,0,109,571,190,31,83,173,135.730568865644,10,33,0,1,109,560,204,25,78,145,131.463244570857
"684",2013,10,11,30,1,0,0,573,165,70,11,67,209,3,12,9,0,801,0,79,8,3,13,3.29842931937173,0.205992509363296,1,0,1,1,1,0,0,0,6,6,7,1,4,0,0,0,1,0,16,0,7,0,0,1,31.5,0.375,0,0,2,94,94,1.5e+07,1.21465968586387,2.90680628272251,3.01339386434496,14248.3422531047,7.4374531835206,77.1935107844606,0,1,14,36,1,0,2574532.60869565,16,31,0,1,79,607,189,18,62,180,98.5705641885405,11,32,1,0,109,571,190,31,83,173,135.730568865644
"685",2014,8,18,34,1,0,0,641,205,109,20,96,190,2,9,16,0,935,0,122,11,11,17,4.59126365054602,0.219251336898396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,73,101,8500000,1.40873634945398,4.18283931357254,4.28742353483444,10998.4835194831,6.42673796791444,119.046133732595,0,2,15,37,1,0,4339020.30434783,10,30,0,1,70,573,165,11,67,209,77.1935107844606,16,31,0,1,79,607,189,18,62,180,98.5705641885405
"686",2015,9,7,26,0,0,0,492,174,58,11,49,143,2,6,11,1,699,0,64,2,4,18,3.18292682926829,0.248927038626609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,98,97,8500000,1.35975609756098,3.3890243902439,4.1008238432953,15236.623861907,6.85922746781116,83.7845716689455,0,2,16,38,1,0,4406226.21428571,8,34,0,1,109,641,205,20,96,190,119.046133732595,10,30,0,1,70,573,165,11,67,209,77.1935107844606
"687",2012,4,4,0,0,0,0,215,71,28,4,26,36,5,6,3,0,309,18,33,2,2,7,3.51627906976744,0.229773462783172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,99,490000,1.35348837209302,3.92558139534884,3.60636193271619,14076.5272760636,5.86601941747573,33.7801147127197,67,2,2,25,1,0,1590806.36363636,2,0,66,0,31,152,50,4,21,33,26.9428284396548,2,0,41,0,28,143,52,6,23,37,33.8814947839948
"688",2013,0,0,0,0,0,0,7,5,3,0,2,2,0,0,0,0,14,1,3,0,0,0,11.5714285714286,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,105,490000,3,4.05714285714286,12.3705892857143,4536.76190339656,5.4,3.09375,3,1,3,26,1,0,2192075,4,0,67,0,28,215,71,4,26,36,33.7801147127197,2,0,66,0,31,152,50,4,21,33,26.9428284396548
"689",2009,2,3,0,0,0,1,173,36,20,6,28,43,8,4,3,0,237,8,21,6,1,2,3.12138728323699,0.151898734177215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,62,99,775000,1.10982658959538,4.25780346820809,2.42912310675349,15857.3716570353,6.4126582278481,23.7054299986872,71,0,5,27,0,1,1460763.15789474,1,0,58,0,30,170,57,7,34,42,39.5263733741633,5,13,0,1,40,215,86,9,28,30,53.1521535346018
"690",2010,1,7,0,0,0,3,189,52,15,3,20,62,4,2,1,0,261,10,17,4,0,6,2.14285714285714,0.199233716475096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,100,1350000,1.14285714285714,2.66031746031746,2.43394096880131,23331.9183603253,7.46896551724138,22.4443573495706,73,0,6,28,0,1,1536136.36363636,2,0,71,0,20,173,36,6,28,43,23.7054299986872,1,0,58,0,30,170,57,7,34,42,39.5263733741633
"691",2011,5,5,0,0,0,4,170,54,24,6,21,33,4,2,3,0,242,17,24,3,2,4,3.81176470588235,0.223140495867769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,100,2350000,1.32352941176471,4.47058823529412,3.85131749149246,13116.4884962146,6.04462809917355,31.2440595831383,69,1,7,29,0,1,1764487.5,1,0,73,0,15,189,52,3,20,62,22.4443573495706,2,0,71,0,20,173,36,6,28,43,23.7054299986872
"692",2012,1,2,0,0,0,2,170,58,15,4,12,57,3,2,3,0,239,16,16,1,2,5,2.38235294117647,0.242677824267782,1,0,0,2,0,0,0,0,3,3,3,1,1,1,0,0,0,0,7,0,4,0,0,0,27,0.428571428571429,0,0,1,98,101,3625000,1.23529411764706,2.74117647058824,3.38274221757322,21196.2454098828,7.65941422594142,26.5519290163849,70,1,8,30,0,1,3142944.44444444,5,0,69,0,24,170,54,6,21,33,31.2440595831383,1,0,73,0,15,189,52,3,20,62,22.4443573495706
"693",2013,0,0,0,0,0,0,29,9,1,1,4,7,0,1,0,0,40,1,1,2,0,2,0.931034482758621,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,78,94,3625000,1.3448275862069,4.33793103448276,3.89878931034483,50478.4201986083,6.3,5.30637582610689,13,3,9,31,0,1,3847055.55555556,1,0,70,0,15,170,58,4,12,57,26.5519290163849,5,0,69,0,24,170,54,6,21,33,31.2440595831383
"694",2014,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,13.5,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,95,3625000,1.5,3.2,4.466275,3518.30514957285,5.4,0.347428869746802,3,3,10,32,0,1,3081062.5,0,0,13,0,1,29,9,1,4,7,5.30637582610689,1,0,70,0,15,170,58,4,12,57,26.5519290163849
"695",2009,3,5,8,0,0,0,155,60,33,10,17,39,2,1,1,0,227,4,36,1,4,8,5.74838709677419,0.26431718061674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,98,332500,1.49032258064516,5.13548387096774,5.4498961205059,8523.61327304811,6.615859030837,42.921125450156,7,3,4,31,1,0,2634656.375,0,0,18,0,17,63,40,2,4,16,22.0675782088911,0,0,27,0,17,93,29,6,8,20,20.8219944870039
"696",2009,0,2,2,0,0,0,19,12,10,0,5,4,0,0,0,0,37,0,12,0,0,0,14.2105263157895,0.324324324324324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,99,395000,2.68421052631579,4.30526315789474,10.0194603129445,3483.12209807712,5.07567567567568,7.00853759635729,0,0,3,28,0,1,2336278.94736842,7,22,9,0,87,389,165,17,50,63,103.159260001422,6,17,20,0,80,363,140,14,66,96,91.2327538739872
"697",2010,4,5,13,0,0,0,238,87,44,9,34,45,4,3,6,0,362,1,48,3,3,4,4.99159663865546,0.240331491712707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,57,101,395000,1.52521008403361,4.90168067226891,4.9850053495984,10116.3898547168,5.69834254143646,53.0836215725085,7,0,4,29,0,1,1426605.26315789,0,2,0,0,10,19,12,0,5,4,7.00853759635729,7,22,9,0,87,389,165,17,50,63,103.159260001422
"698",2011,1,0,2,0,0,0,42,12,6,4,4,10,0,2,0,0,60,2,6,2,1,0,3.85714285714286,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,97,395000,1.14285714285714,6.34285714285714,3.79696,12573.3115608419,6.6,11.3982861669187,3,1,5,30,0,1,1484261.9047619,4,13,7,0,44,238,87,9,34,45,53.0836215725085,0,2,0,0,10,19,12,0,5,4,7.00853759635729
"699",2009,1,0,0,0,0,0,178,61,29,5,23,45,6,2,4,0,265,13,30,3,1,4,4.39887640449438,0.230188679245283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,78,100,420000,1.41573033707865,3.84044943820225,4.07963237651049,11365.8496664967,6.48679245283019,33.0182875848594,53,0,2,28,1,0,3241000,5,0,54,0,21,176,56,6,25,58,33.0795495635105,4,0,47,0,12,129,28,2,22,36,13.8213643965059
"700",2010,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,99,750000,0,2.6,-0.56,15032.1902189941,6.6,0,4,1,3,29,1,0,2236088.09090909,1,0,53,0,29,178,61,5,23,45,33.0182875848594,5,0,54,0,21,176,56,6,25,58,33.0795495635105
"701",2011,0,0,0,0,0,0,14,6,2,1,3,3,0,0,0,0,23,1,2,1,0,0,3.85714285714286,0.260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,106,750000,1.92857142857143,6.62857142857143,7.60898835403727,13739.9074788582,5.4,5.06246289039307,6,1,4,30,1,0,2812055.17647059,0,0,4,0,0,10,0,0,0,1,0,1,0,53,0,29,178,61,5,23,45,33.0182875848594
"702",2012,3,2,0,0,0,5,186,41,15,5,16,55,1,0,5,0,245,12,21,2,1,4,2.17741935483871,0.16734693877551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,99,2050000,0.919354838709677,3.44193548387097,1.98241551020408,22731.9547453454,7.11428571428571,20.0679220956809,64,2,5,31,1,0,1590806.36363636,0,0,6,0,2,14,6,1,3,3,5.06246289039307,0,0,4,0,0,10,0,0,0,1,0
"703",2013,2,9,0,0,0,2,198,61,28,6,22,61,5,2,5,0,281,14,29,2,0,5,3.81818181818182,0.217081850533808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,101,3250000,1.25757575757576,3.53333333333333,3.50173309608541,13225.3884175109,7.06548042704626,32.628480657821,71,2,6,32,1,0,1550657.89473684,3,0,64,0,15,186,41,5,16,55,20.0679220956809,0,0,6,0,2,14,6,1,3,3,5.06246289039307
"704",2014,3,5,0,0,0,3,192,58,31,6,25,46,3,1,3,0,272,21,34,0,3,6,4.359375,0.213235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,70,103,3250000,1.296875,4.153125,3.59462107077206,11812.9036736762,6.32647058823529,32.5594697816774,68,1,7,33,1,0,3491273.26666667,2,0,71,0,28,198,61,6,22,61,32.628480657821,3,0,64,0,15,186,41,5,16,55,20.0679220956809
"705",2006,12,11,32,3,2,0,630,201,103,26,38,166,2,6,18,0,869,0,111,9,6,8,4.41428571428571,0.231300345224396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,101,450000,1.13809523809524,4,3.47391876952162,11439.4357009362,6.94660529344074,110.03710178407,2,1,2,27,1,0,1915635.4375,5,24,1,2,68,409,142,20,29,75,85.1217251409784,5,16,0,1,40,293,95,11,25,64,52.3967168262654
"706",2007,12,10,31,0,0,0,559,217,106,27,44,134,1,3,11,0,810,2,110,6,2,13,5.11985688729875,0.267901234567901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,83,100,2550000,1.40071556350626,4.51484794275492,4.93158592725104,9765.30575278661,6.58518518518519,130.401888910904,2,2,3,28,1,0,2773592.55555556,12,32,2,3,103,630,201,26,38,166,110.03710178407,5,24,1,2,68,409,142,20,29,75,85.1217251409784
"707",2008,9,10,29,0,0,0,555,163,86,29,48,109,3,2,10,1,763,0,92,4,3,13,4.18378378378378,0.213630406290957,1,1,0,1,1,0,0,0,16,5,1,0,0,3,0,0,0,0,21,0,1,0,0,0,1.6875,0.238095238095238,0,0,2,90,98,4e+06,1.14054054054054,4.95135135135135,3.43774556834685,11711.1760762098,6.24927916120577,105.921069797782,2,3,4,29,1,0,3605799.9375,12,31,2,0,106,559,217,27,44,134,130.401888910904,12,32,2,3,103,630,201,26,38,166,110.03710178407
"708",2009,5,9,21,0,0,0,343,131,81,19,37,89,2,2,15,0,508,0,84,6,5,9,6.37609329446064,0.257874015748031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,98,4215000,1.46938775510204,5.11545189504373,5.69943179908634,7684.49053266679,6.32125984251969,87.4177439476664,1,3,5,30,1,0,2634656.375,9,29,2,0,86,555,163,29,48,109,105.921069797782,12,31,2,0,106,559,217,27,44,134,130.401888910904
"709",2010,8,13,31,0,0,0,523,198,88,28,65,107,6,1,4,1,781,0,108,9,10,14,4.54302103250478,0.253521126760563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77,98,1e+06,1.50860420650096,5.14455066921606,5.1731566714733,10785.1203430746,6.07605633802817,133.638484574338,1,2,6,31,1,0,2754500,5,21,1,0,81,343,131,19,37,89,87.4177439476664,9,29,2,0,86,555,163,29,48,109,105.921069797782
"710",2011,0,1,3,0,0,0,112,47,24,6,9,23,2,2,3,0,166,7,27,2,0,7,5.78571428571429,0.283132530120482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,115,1e+06,1.5,4.86071428571429,5.67379062768933,9937.66893124962,6.33975903614458,29.4640979025015,14,2,7,32,1,0,2427727.77777778,8,31,1,0,88,523,198,28,65,107,133.638484574338,5,21,1,0,81,343,131,19,37,89,87.4177439476664
"711",2013,0,0,0,0,0,0,9,5,5,4,1,1,0,0,0,0,15,0,5,0,0,0,15,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,102,1e+06,2,20.8666666666667,18.54034,3399.79381821882,5.4,10.5216046996985,1,2,9,34,1,0,3383932,0,3,14,0,24,112,47,6,9,23,29.4640979025015,8,31,1,0,88,523,198,28,65,107,133.638484574338
"712",2004,0,1,0,0,0,0,2,1,4,0,3,0,0,0,0,0,6,0,4,0,0,0,54,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,90,300500,6,16.7,24.61255,833.282798583044,-0.6,1.64345469541652,2,3,2,26,0,1,2462147.05882353,1,5,8,0,35,108,44,14,15,35,46.8862732088743,1,3,11,0,16,82,33,3,15,17,21.1661102753901
"713",2000,0,1,0,0,0,0,19,11,8,3,4,8,0,1,0,0,34,1,8,0,0,1,11.3684210526316,0.323529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,103,2e+05,2.36842105263158,8.72631578947368,13.142040247678,4529.81788007504,6.81176470588235,12.3925019127773,12,0,2,27,0,1,678588.235294118,0,0,33,0,21,74,32,5,20,17,28.1404984683753,0,0,3,0,1,5,5,1,0,1,4.7245145631068
"714",2005,0,1,0,0,0,1,80,27,12,1,21,31,1,5,1,0,131,3,14,2,1,1,4.05,0.206106870229008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,99,335000,1.8,3.725,5.04011508587786,12221.4810458846,6.31603053435115,15.5897668180015,41,2,7,32,0,1,1439083.33333333,0,0,12,0,8,19,11,3,4,8,12.3925019127773,0,0,33,0,21,74,32,5,20,17,28.1404984683753
"715",2006,1,0,0,0,0,0,21,14,10,2,8,2,1,1,0,0,42,2,10,2,0,2,12.8571428571429,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,100,335000,3.14285714285714,9.34285714285714,15.9018816326531,3888.65306005419,3.97142857142857,14.143185154515,16,1,8,33,0,1,1807539.71428571,0,0,41,0,12,80,27,1,21,31,15.5897668180015,0,0,12,0,8,19,11,3,4,8,12.3925019127773
"716",2007,3,0,0,0,0,1,135,38,16,3,26,49,4,3,1,0,199,3,23,2,5,4,3.2,0.190954773869347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,101,335000,1.42222222222222,3.42222222222222,3.53292587939698,15780.2929981664,6.9678391959799,21.605757871488,39,3,9,34,0,1,2185200,1,0,16,0,10,21,14,2,8,2,14.143185154515,0,0,41,0,12,80,27,1,21,31,15.5897668180015
"717",2008,2,1,0,0,0,0,166,45,24,10,29,47,2,0,2,0,237,9,24,2,1,3,3.90361445783132,0.189873417721519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,98,1e+06,1.33734939759036,5.42289156626506,4.18289637029129,12551.7079327305,6.31139240506329,37.249249102586,59,2,10,35,0,1,2470062.5,3,0,39,0,16,135,38,3,26,49,21.605757871488,1,0,16,0,10,21,14,2,8,2,14.143185154515
"718",2009,1,2,0,0,0,0,184,39,22,10,36,58,0,2,3,0,261,8,23,0,3,2,3.22826086956522,0.149425287356322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,98,1600000,1.22282608695652,5.33586956521739,3.37938956146927,15177.5307313631,6.27356321839081,34.4003267112821,76,2,11,36,0,1,2367752.6,2,0,59,0,24,166,45,10,29,47,37.249249102586,3,0,39,0,16,135,38,3,26,49,21.605757871488
"719",2010,2,2,0,0,0,0,116,40,15,4,20,29,0,2,0,0,170,9,15,0,3,4,3.49137931034483,0.235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,96,9e+05,1.55172413793103,4.59655172413793,4.83317058823529,13747.3144370678,6.03529411764706,24.8953504575224,64,1,12,37,0,1,2583910.52631579,1,0,76,0,22,184,39,10,36,58,34.4003267112821,2,0,59,0,24,166,45,10,29,47,37.249249102586
"720",2011,2,1,0,0,0,1,113,34,16,3,19,47,4,1,1,0,168,10,20,4,2,1,3.82300884955752,0.202380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,98,1e+06,1.4070796460177,3.0141592920354,3.60766888432364,12816.3523770953,7.61428571428571,19.4186317656743,72,1,13,38,0,1,1837091.17647059,2,0,64,0,15,116,40,4,20,29,24.8953504575224,1,0,76,0,22,184,39,10,36,58,34.4003267112821
"721",2012,2,2,0,0,0,0,92,18,15,2,18,34,5,0,1,0,125,4,16,4,2,2,4.40217391304348,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,97,1e+06,1.17391304347826,3.2,2.29203206956522,11016.6158437853,7.32,10.588829139269,56,1,14,39,0,1,2304960.44,2,0,72,0,16,113,34,3,19,47,19.4186317656743,2,0,64,0,15,116,40,4,20,29,24.8953504575224
"722",2013,0,0,0,0,0,0,14,5,4,2,2,3,0,0,0,0,21,2,4,0,0,0,7.71428571428571,0.238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,95,1e+06,1.5,8.77142857142857,6.89126071428571,6157.03401175249,5.97142857142857,6.01266624445852,8,1,15,40,0,1,1554841.84615385,2,0,56,0,15,92,18,2,18,34,10.588829139269,2,0,72,0,16,113,34,3,19,47,19.4186317656743
"723",2000,2,9,15,0,0,0,249,89,60,17,35,53,2,1,3,0,371,0,67,3,1,4,6.50602409638554,0.23989218328841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65,101,1885000,1.49397590361446,5.88674698795181,5.41985766895074,7761.56633391295,5.94986522911051,69.393983199962,2,0,5,30,1,0,1369588.23529412,15,32,0,1,102,599,205,34,70,106,142.299302555561,5,8,1,2,17,171,45,6,18,39,25.4360318580502
