"","yearID","l_W","l_L","l_GS","l_CG","l_SHO","l_SV","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_IBB","l_WP","l_HBP","l_BK","l_BFP","l_GF","l_R","l_SH","l_SF","l_GIDP","l_ERA","l_BAOpp","round","po_W","po_L","po_G","po_GS","po_CG","po_SHO","po_SV","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_IBB","po_WP","po_HBP","po_BK","po_BFP","po_GF","po_R","po_SH","po_SF","po_GIDP","po_ERA","po_BAOpp","GP","n_award","Rank","W","PPF","salary","WHIP","FIP","ERC","ERAP","kwERA","BSR","l_GM","attendance.f","career","years_old","teamID.1","teamID.2","teamID.3","teamID.4","teamID.5","teamID.6","teamID.7","teamID.8","teamID.9","teamID.10","teamID.11","teamID.12","teamID.13","teamID.14","teamID.15","teamID.16","teamID.17","teamID.18","teamID.19","teamID.20","teamID.21","teamID.22","teamID.23","teamID.24","teamID.25","teamID.26","teamID.27","teamID.28","teamID.29","teamID.30","teamID.31","teamID.32","teamID.33","throws.1","throws.2"
"1818",2010,1,1,0,0,0,1,204,53,23,5,27,62,4,3,1,0,278,16,27,3,0,6,3.04411764705882,0.190647482014388,1,0,1,1,0,0,0,0,1,3,2,1,0,0,0,0,0,0,4,0,2,0,0,0,54,0.75,0,0,1,94,100,4e+06,1.17647058823529,3.39117647058824,2.71223203554803,16424.1247256948,7.04028776978417,27.5595057190307,71,3,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1819",2011,8,3,0,0,0,1,196,50,19,7,31,70,5,0,0,1,268,11,20,1,3,3,2.61734693877551,0.186567164179104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,100,4500000,1.23979591836735,3.64387755102041,3.08342550544472,19102.1553827224,7.37014925373134,31.7440495837459,67,1,7,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1820",2012,2,3,0,0,0,0,144,29,13,5,23,60,1,4,1,0,194,6,14,0,0,1,2.4375,0.149484536082474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,106,4500000,1.08333333333333,3.49166666666667,2.3847168814433,21742.271175336,7.68865979381443,19.1851533468399,51,1,8,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1821",2013,2,3,0,0,0,0,110,31,3,0,11,46,1,0,1,0,152,5,6,2,0,1,0.736363636363636,0.203947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,107,4500000,1.14545454545455,1.59090909090909,2.27205188098086,72649.9151060921,8.16315789473684,9.96534155047747,38,0,9,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1822",2010,2,1,4,0,0,0,71,20,8,5,6,13,0,0,0,0,93,0,8,1,0,2,3.04225352112676,0.21505376344086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,81,100,414000,1.09859154929577,5.60845070422535,3.47086528850523,16434.18852761,6.30322580645161,15.4790035056314,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1823",2011,0,1,0,0,0,0,25,6,1,1,1,6,0,0,0,0,31,3,1,0,0,1,1.08,0.193548387096774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,74,98,414000,0.84,3.68,1.80670677419355,45367.6190339657,7.33548387096774,3.17907493858924,5,0,1,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1824",2000,2,1,4,0,0,0,87,25,11,0,13,17,2,0,2,0,123,2,15,0,4,1,3.41379310344828,0.203252032520325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,103,2e+05,1.31034482758621,3.37241379310345,2.99294365012616,15084.9437537427,5.79024390243903,9.26466753585398,3,2,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1825",2001,3,0,7,0,0,0,108,40,19,3,13,25,0,2,2,0,161,1,19,0,1,2,4.75,0.248447204968944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,82,101,205000,1.47222222222222,4.14444444444444,4.59899572981366,10630.9342303437,6.14534161490683,21.3416893936564,1,2,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1826",2000,1,3,0,0,0,1,182,49,31,10,39,73,3,3,2,0,265,8,33,2,3,5,4.5989010989011,0.184905660377358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,100,260000,1.45054945054945,4.81538461538462,4.50057954592577,10871.5031786462,6.98490566037736,41.2148104657589,45,0,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1827",2001,2,5,0,0,0,0,188,51,30,7,49,66,5,4,4,0,279,16,34,1,3,8,4.30851063829787,0.182795698924731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,62,100,685000,1.59574468085106,4.8436170212766,4.84409910775566,11604.2345284157,6.1741935483871,38.8603364475927,66,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1828",2002,3,2,0,0,0,0,167,57,36,10,35,56,2,4,7,0,262,17,37,1,1,3,5.82035928143713,0.217557251908397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,99,7e+05,1.65269461077844,5.67904191616767,6.19041242972071,8504.11389442806,6.13282442748092,46.5207800614737,52,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1829",2003,0,0,0,0,0,0,41,14,5,2,12,11,3,2,2,0,69,3,6,0,2,0,3.29268292682927,0.202898550724638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,104,7e+05,1.90243902439024,5.90731707317073,6.57066468716861,15791.6349029249,5.4,11.7624930100147,21,0,8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1830",2005,0,0,0,0,0,0,67,27,17,7,7,18,0,0,0,0,101,8,18,1,1,0,6.85074626865672,0.267326732673267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,98,7e+05,1.52238805970149,6.60298507462687,6.38285828284321,7152.07170653106,6.70693069306931,24.4286131066178,20,1,10,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1831",2001,3,2,0,0,0,0,169,50,23,6,16,40,0,2,1,0,232,9,24,2,2,6,3.67455621301775,0.21551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,102,222500,1.17159763313609,4.0698224852071,3.13227382677005,13878.3853932121,6.58965517241379,27.5438712887709,44,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1832",2002,0,1,0,0,0,0,96,40,21,6,19,22,4,1,1,0,154,4,25,1,2,2,5.90625,0.25974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,100,222500,1.84375,5.7625,6.92376663961039,8465.09509671663,5.86753246753247,31.4667959098339,23,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1833",2003,2,1,0,0,0,0,129,40,12,1,9,28,1,1,2,0,174,8,12,4,0,3,2.51162790697674,0.229885057471264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,97,322400,1.13953488372093,2.89767441860465,2.67429055733761,19309.0141827216,6.64137931034483,14.2357132271634,33,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1834",2004,0,1,0,0,0,0,47,22,11,4,10,8,2,0,0,0,78,1,11,1,1,0,6.31914893617021,0.282051282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,94,322400,2.04255319148936,7.02978723404255,8.59026906710311,7437.2594023028,5.4,19.6060053805433,11,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1835",2014,4,1,0,0,0,0,90,26,6,2,8,28,2,0,3,1,122,7,6,2,0,2,1.8,0.213114754098361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,97,510900,1.13333333333333,3.1,2.98534,26942.8104875184,7.26885245901639,11.9308427096475,43,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1836",2015,0,0,0,0,0,0,53,17,8,1,7,15,0,0,1,0,74,4,9,0,2,4,4.07547169811321,0.22972972972973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81,106,510900,1.35849056603774,3.59622641509434,3.89947475777664,13003.8410067765,6.53513513513514,8.26988315518469,31,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1837",2011,0,1,0,0,0,0,32,20,11,2,5,7,0,1,0,0,56,1,11,0,0,0,9.28125,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,97,414000,2.34375,5.73125,10.749677734375,5225.27233697327,5.82857142857143,14.4950810865259,15,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1838",1998,0,3,0,0,0,8,163,44,30,6,29,47,2,6,4,0,243,15,31,2,1,1,4.96932515337423,0.181069958847737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,100,205000,1.34355828220859,4.61717791411043,3.70014703476483,10061.1182347434,6.19012345679012,29.0619770878692,41,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1839",1999,3,7,0,0,0,3,215,68,33,9,43,88,4,9,3,0,329,12,42,7,1,5,4.14418604651163,0.206686930091185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,101,205000,1.54883720930233,4.13488372093023,4.72527650950732,12185.0073880342,7.07781155015198,47.8363779129246,59,3,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1840",2000,2,1,0,0,0,0,48,19,14,1,11,14,2,2,2,0,80,4,14,1,2,2,7.875,0.2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82,125,255000,1.875,4.325,6.1506475,7936.02665317185,5.85,11.4194287231747,11,3,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1841",2011,4,4,0,0,0,0,186,55,19,8,31,65,2,9,0,1,266,19,20,3,0,4,2.75806451612903,0.206766917293233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,101,1600000,1.38709677419355,4.18387096774194,4.00255682148921,18308.8311744808,7.02406015037594,37.4486180746823,57,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1842",2012,3,1,0,0,0,2,194,54,25,4,22,65,2,4,1,0,260,20,27,1,2,8,3.47938144329897,0.207692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,72,100,1280000,1.17525773195876,2.9680412371134,2.81353196867566,14369.4989266765,7.43076923076923,25.5132394128412,73,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1843",2013,7,5,0,0,0,1,144,49,18,6,22,44,3,5,2,0,210,14,19,2,3,5,3.375,0.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,103,1475000,1.47916666666667,4.30416666666667,4.72916611607143,15258.3339118317,6.71428571428571,31.6084228792632,57,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1844",2014,6,1,0,0,0,3,177,52,27,10,24,34,1,2,0,0,244,20,32,2,1,7,4.11864406779661,0.213114754098361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89,104,1475000,1.28813559322034,5.42033898305085,3.97237424284523,12624.748770631,5.94098360655738,38.2555172497512,67,1,3,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1845",2001,3,1,8,0,0,0,134,40,16,4,17,39,1,0,2,0,185,0,16,2,0,3,3.22388059701493,0.216216216216216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,88,95,215000,1.27611940298507,3.82686567164179,3.58669659540137,14732.9028138363,6.76216216216216,21.9567461111521,0,2,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1846",2002,3,11,9,0,0,1,292,84,43,11,59,81,4,1,8,0,431,14,56,7,8,7,3.97602739726027,0.194895591647332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,98,340000,1.46917808219178,4.94657534246575,4.49291656827067,12323.1114027144,5.90116009280742,57.7784236845042,36,2,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1847",2003,2,7,6,0,0,0,183,66,41,7,28,65,0,4,7,0,284,3,44,7,2,3,6.04918032786885,0.232394366197183,1,0,0,1,0,0,0,0,3,0,0,0,1,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,88,101,370000,1.54098360655738,4.28196721311475,5.23380197702609,8347.73223100835,6.66760563380282,41.123909098014,19,2,2,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1848",2004,6,2,0,0,0,0,216,59,22,7,30,70,1,1,2,0,300,22,24,4,1,7,2.75,0.196666666666667,1,0,0,3,0,0,0,0,11,6,4,0,4,4,0,0,1,0,22,1,4,0,0,0,9.81818181818182,0.272727272727273,0,0,1,96,100,6e+05,1.23611111111111,3.81111111111111,3.24536975,18180.7156054482,6.96,34.3702906436418,50,1,3,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1849",2005,0,3,0,0,0,0,98,38,27,5,22,34,4,3,4,0,159,14,33,0,2,4,7.43877551020408,0.238993710691824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,100,575000,1.83673469387755,5.12857142857143,6.86782164035426,6721.1287457727,6.30566037735849,28.9515305859427,28,1,4,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1850",2006,5,6,15,0,0,0,284,80,44,7,47,88,2,2,11,0,413,5,45,5,2,6,4.1830985915493,0.193704600484261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,105,1437500,1.34154929577465,4.07676056338028,3.81802617484568,12549.7439665386,6.32978208232446,44.5027664095503,16,1,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1851",2007,6,1,0,0,0,0,183,45,21,7,32,87,3,1,5,2,262,15,28,2,2,2,3.09836065573771,0.17175572519084,1,0,0,4,0,0,0,0,13,1,0,0,3,9,0,1,0,0,18,0,1,1,0,0,0,0.0555555555555556,0,0,1,90,107,1937500,1.26229508196721,3.51147540983607,3.42987772494056,17266.1486550842,7.82748091603053,30.5887697676612,53,1,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1852",2008,4,0,0,0,0,0,155,34,15,5,31,71,0,1,3,0,215,10,17,2,2,2,2.61290322580645,0.158139534883721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,82,108,2250000,1.25806451612903,3.68387096774194,3.25422733083271,20665.4134048595,7.46511627906977,23.0645550400836,57,2,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1853",2009,3,4,0,0,0,2,151,46,32,6,29,38,1,6,1,0,219,18,34,1,1,3,5.72185430463576,0.210045662100457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,99,3250000,1.49006622516556,4.9682119205298,4.5455204572258,8650.51705279022,5.89315068493151,31.488015293368,46,0,8,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1854",2010,0,0,0,0,0,0,16,9,2,0,4,7,0,0,0,0,28,1,2,1,0,0,3.375,0.321428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,101,850000,2.4375,2.825,9.07099341517857,14962.0555834467,6.68571428571429,5.00713209751299,5,0,9,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1855",2011,5,0,0,0,0,0,146,36,21,5,28,46,2,3,0,0,200,9,21,0,1,6,3.88356164383562,0.18,1,0,0,2,0,0,0,0,6,1,0,0,2,2,1,0,0,0,8,0,0,0,0,0,0,0.125,0,0,2,91,92,1250000,1.31506849315069,4.24794520547945,3.40407046575342,11844.0788894893,6.6,24.0577058074649,56,0,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1856",2012,1,1,0,0,0,3,107,39,11,3,19,33,0,1,3,0,162,11,12,2,3,2,2.77570093457944,0.240740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,94,1250000,1.62616822429907,4.29345794392523,5.44595358255452,16931.6331073702,6.21481481481482,23.0005351852922,43,1,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1857",1999,2,5,6,0,0,0,200,74,42,11,23,46,1,2,3,0,295,10,44,2,4,4,5.67,0.250847457627119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,101,210000,1.455,5.09,5.09296940677966,8905.98546633729,6.25423728813559,49.943024158432,23,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1858",2000,5,2,0,0,0,0,123,39,14,4,13,34,3,2,3,0,172,12,14,0,2,3,3.07317073170732,0.226744186046512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,95,285000,1.26829268292683,3.7609756097561,3.69461695263755,15455.4119070522,6.86511627906977,21.1718786993256,27,2,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1859",2001,3,3,0,0,0,2,247,72,38,11,24,75,4,0,9,1,342,16,41,3,2,7,4.15384615384615,0.210526315789474,1,0,0,2,0,0,0,0,8,1,0,0,1,1,1,0,0,0,9,0,0,0,0,1,0,0.111111111111111,0,0,1,93,106,375000,1.16599190283401,4.17165991902834,3.58587622522907,12758.4855160826,7.0140350877193,44.1276098093277,66,2,4,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1860",2002,2,6,5,0,0,0,235,90,39,12,29,61,4,4,6,0,360,11,44,5,3,3,4.48085106382979,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,105,7e+05,1.51914893617021,4.82127659574468,5.31242420212766,11715.8137065736,6.4,59.422781002438,38,2,5,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1861",2003,3,5,7,0,0,0,161,65,43,15,11,38,2,3,3,0,233,1,43,1,2,3,7.2111801242236,0.278969957081545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,116,7e+05,1.41614906832298,6.08819875776398,6.03394549889372,8042.57857691831,6.73905579399142,52.5919612717901,13,1,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1862",2012,1,1,0,0,0,0,165,65,37,8,29,46,0,3,2,0,253,26,38,1,2,6,6.05454545454545,0.256916996047431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,55,101,498000,1.70909090909091,5.10909090909091,6.23937575278476,8340.33503806993,6.11146245059289,45.3393626912349,52,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1863",2013,0,2,0,0,0,0,64,25,8,2,11,10,0,1,2,0,98,11,9,0,2,2,3.375,0.255102040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,101,498000,1.6875,5.309375,5.99806538584184,14962.0555834467,5.03265306122449,15.0691952844695,20,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1864",2011,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,63,97,10500000,3,6.2,12.01255,15032.1902189941,3.4,1.28231162684174,1,3,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1865",2008,9,14,31,0,0,0,522,178,93,29,68,158,1,6,14,1,769,0,101,9,5,11,4.81034482758621,0.23146944083225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,103,418000,1.41379310344828,4.94712643678161,4.94916840052016,10705.443954269,6.60156046814044,124.99979749472,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1866",2009,11,11,30,0,0,0,514,172,84,24,61,132,0,4,14,0,740,0,90,5,3,15,4.4124513618677,0.232432432432432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,78,100,445000,1.35992217898833,4.79338521400778,4.57287520612052,11330.8824992509,6.32432432432432,109.998378760992,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1867",2010,12,7,31,1,1,0,557,181,75,19,56,138,5,5,9,2,780,0,79,9,3,12,3.63554757630162,0.232051282051282,1,0,1,1,1,0,0,0,15,5,1,1,1,2,0,0,0,0,22,0,2,1,0,0,1.8,0.227272727272727,0,0,1,91,99,3400000,1.27648114901257,4.01328545780969,3.75404213920729,13614.7298851155,6.6,99.0102055123195,0,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1868",2011,9,5,24,3,1,0,468,123,40,8,47,104,0,5,10,1,631,0,51,10,4,18,2.30769230769231,0.194928684627575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,106,5400000,1.08974358974359,3.62948717948718,2.54796644520297,22965.2739289487,6.29381933438986,53.1430785983997,0,1,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1869",2012,19,9,33,2,0,0,651,205,67,15,49,170,5,1,12,3,888,0,73,6,6,14,2.77880184331797,0.230855855855856,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,97,107,7400000,1.1705069124424,3.30599078341014,3.12960080645161,19251.7346271639,6.94054054054054,93.1499977113562,0,1,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
