"","yearID","l_W","l_L","l_GS","l_CG","l_SHO","l_SV","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_IBB","l_WP","l_HBP","l_BK","l_BFP","l_GF","l_R","l_SH","l_SF","l_GIDP","l_ERA","l_BAOpp","round","po_W","po_L","po_G","po_GS","po_CG","po_SHO","po_SV","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_IBB","po_WP","po_HBP","po_BK","po_BFP","po_GF","po_R","po_SH","po_SF","po_GIDP","po_ERA","po_BAOpp","GP","n_award","Rank","W","PPF","salary","WHIP","FIP","ERC","ERAP","kwERA","BSR","l_GM","attendance.f","career","years_old","teamID.1","teamID.2","teamID.3","teamID.4","teamID.5","teamID.6","teamID.7","teamID.8","teamID.9","teamID.10","teamID.11","teamID.12","teamID.13","teamID.14","teamID.15","teamID.16","teamID.17","teamID.18","teamID.19","teamID.20","teamID.21","teamID.22","teamID.23","teamID.24","teamID.25","teamID.26","teamID.27","teamID.28","teamID.29","teamID.30","teamID.31","teamID.32","teamID.33","throws.1","throws.2"
"1",2004,1,0,0,0,0,0,32,20,8,1,10,5,0,0,2,0,61,5,8,0,1,1,6.75,0.327868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,101,3e+05,2.8125,6.85625,13.3835303278689,7481.02779172333,4.02295081967213,14.6743048763448,11,3,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2",2006,3,0,0,0,0,0,159,41,24,9,28,49,0,1,1,0,225,9,25,1,3,2,4.07547169811321,0.182222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,103,387500,1.30188679245283,5.2,3.87891924528302,12635.8077707356,6.46666666666667,33.4222764441188,45,3,2,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3",2007,2,1,0,0,0,0,97,39,23,4,17,36,3,2,1,0,151,7,24,2,1,1,6.4020618556701,0.258278145695364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,104,403250,1.7319587628866,3.97319587628866,5.92647994469857,8121.89069768671,7.06887417218543,25.66947230323,25,2,3,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4",2008,4,2,0,0,0,0,146,49,30,4,35,49,2,3,5,0,228,7,32,3,2,4,5.54794520547945,0.214912280701754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95,106,419000,1.72602739726027,4.5972602739726,5.63250024783706,9552.50710434903,5.97894736842105,31.8122035816611,47,3,4,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5",2009,3,6,0,0,0,38,214,49,20,4,34,80,3,2,0,0,296,53,23,2,1,2,2.52336448598131,0.165540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,96,2750000,1.16355140186916,2.98971962616822,2.33616100577797,19021.0686823223,7.38648648648649,24.827418153281,73,1,5,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"6",2010,0,6,0,0,0,31,149,33,19,5,25,49,5,2,2,0,202,43,19,7,1,5,3.44295302013423,0.163366336633663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61,95,4500000,1.16778523489933,3.86442953020134,2.74451365539239,13795.4596654304,7.0039603960396,21.3422404074986,53,1,6,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"7",2012,0,0,0,0,0,0,3,1,1,1,1,1,0,0,0,0,5,1,1,0,0,0,9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,102,5e+05,2,17.2,14.272,5666.3230303647,5.4,2.72064593165406,1,3,8,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"8",2013,2,2,0,0,0,0,119,39,19,7,19,36,6,1,4,1,178,7,20,2,1,2,4.3109243697479,0.219101123595506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,95,5e+05,1.46218487394958,4.96470588235294,4.98647047493155,11017.8503368202,6.68089887640449,29.6482775688633,43,1,9,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"9",2015,1,1,0,0,0,0,92,25,16,6,14,35,3,1,1,0,129,9,17,0,1,4,4.69565217391304,0.193798449612403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67,97,5e+05,1.27173913043478,4.63478260869565,3.92653640040445,10328.0773535487,7.53953488372093,20.8514418875619,33,1,11,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"10",2010,0,1,0,0,0,0,57,14,6,3,5,12,0,0,0,0,76,6,6,0,1,0,2.84210526315789,0.184210526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,96,418000,1,4.77894736842105,2.49129013157895,16887.8647179497,6.50526315789474,9.52562526839526,22,1,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"11",2011,1,4,0,0,0,0,59,28,16,5,9,15,0,0,1,0,99,1,18,1,2,0,7.32203389830508,0.282828282828283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56,104,485000,1.88135593220339,6.50508474576271,8.06287041602465,7101.42118347994,6.00606060606061,23.1969715016848,29,1,1,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"12",2012,0,6,6,0,0,0,138,57,26,6,19,38,1,4,3,0,208,8,27,2,1,4,5.08695652173913,0.274038461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,55,101,485000,1.65217391304348,4.61304347826087,6.13419355664716,9926.74841594057,6.38076923076923,36.0783101683188,31,0,2,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"13",2013,0,3,0,0,0,0,113,42,14,3,10,32,0,0,1,0,166,17,14,0,0,0,3.34513274336283,0.253012048192771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,101,525900,1.38053097345133,3.41238938053097,4.0478421233607,15095.6453654417,6.91807228915663,20.8737120792155,39,2,3,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"14",2014,2,4,0,0,0,0,172,34,10,4,15,51,3,0,4,0,216,17,11,1,2,6,1.56976744186047,0.157407407407407,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,88,97,1087500,0.854651162790698,3.16511627906977,1.62426635174419,30894.4226923543,7.34444444444444,15.8057834583259,69,1,4,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"15",2015,2,2,0,0,0,0,143,45,22,11,19,45,3,4,1,0,205,17,23,3,3,1,4.15384615384615,0.219512195121951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,68,98,1250000,1.34265734265734,5.38181818181818,4.62784944567627,11795.5809488311,7.0390243902439,38.2199353131432,62,0,5,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"16",1998,5,0,5,0,0,0,95,35,16,2,12,14,0,0,1,0,134,0,16,0,1,7,4.54736842105263,0.261194029850746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,98,4e+05,1.48421052631579,4.36842105263158,4.65854812254517,10774.8095205669,5.48955223880597,17.5848336061102,0,0,9,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17",1999,2,8,15,0,0,0,246,110,63,14,42,37,3,7,2,0,394,3,71,2,1,9,6.91463414634146,0.279187817258883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,99,4e+05,1.85365853658537,6.01707317073171,7.16309332673022,7158.29604116101,5.27817258883249,79.8597310367151,5,0,10,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"18",1998,3,1,4,0,0,0,74,24,11,2,10,22,0,3,0,0,105,0,11,0,1,3,4.01351351351351,0.228571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,99,235000,1.37837837837838,3.68648648648649,3.84603374517375,12332.5854190291,6.77142857142857,12.9565688243124,0,2,8,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"19",1999,6,2,7,0,0,0,218,50,25,9,32,68,3,2,0,0,298,8,31,3,4,3,3.09633027522936,0.167785234899329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,103,285000,1.12844036697248,4.13577981651376,2.64611322116865,16631.5839638966,6.97046979865772,33.9833610648918,18,2,9,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"20",2000,9,7,27,0,0,0,537,164,84,23,80,100,4,3,5,0,766,2,89,1,4,20,4.22346368715084,0.214099216710183,1,1,1,2,2,0,0,0,32,8,4,1,6,4,0,0,1,0,46,0,5,0,1,1,3.375,0.173913043478261,0,0,2,91,93,1700000,1.36312849162011,5.11061452513967,4.09364454359146,11009.2529746126,5.6976501305483,107.632044071843,8,2,10,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"21",2001,17,4,27,1,0,0,489,145,77,21,87,118,5,11,7,0,710,0,79,3,5,11,4.25153374233129,0.204225352112676,1,0,0,2,1,0,0,0,24,9,8,3,13,5,0,0,0,0,43,0,8,1,0,0,9,0.209302325581395,0,0,1,116,93,3425000,1.42331288343558,5.06503067484663,4.33010603819234,10936.5661850393,5.89014084507042,100.490198113393,1,3,11,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"22",2002,1,3,5,0,0,0,79,40,35,5,20,22,0,2,1,0,137,1,36,1,1,0,11.9620253164557,0.291970802919708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,93,95,3425000,2.27848101265823,6.38987341772152,9.887371592904,3970.65866880365,5.48759124087591,32.8146453089245,2,3,12,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"23",2003,1,2,8,0,0,0,143,47,28,8,26,32,2,2,2,0,214,0,29,2,1,1,5.28671328671329,0.219626168224299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,108,6e+05,1.53146853146853,5.67552447552448,5.17057729069995,10213.6663026322,5.73644859813084,36.0577588287346,2,0,13,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"24",2004,3,11,19,0,0,0,288,106,69,22,58,46,1,6,4,0,451,0,76,1,1,3,6.46875,0.235033259423503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,98,6e+05,1.70833333333333,7.12708333333333,6.64462272727273,7574.41987349688,5.00088691796009,94.0664510278011,1,0,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"25",2005,1,5,0,0,0,0,89,26,13,2,9,16,1,1,1,0,124,7,13,1,1,3,3.9438202247191,0.209677419354839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,101,330000,1.17977528089888,3.90786516853933,2.87201609278724,12804.0667973726,6.07741935483871,12.3133000742333,28,3,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"26",2006,2,4,0,0,0,3,207,76,41,7,20,54,5,4,1,1,297,27,42,1,4,3,5.34782608695652,0.255892255892256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,100,392200,1.39130434782609,3.64927536231884,4.16644108476065,9349.02652068781,6.93535353535354,41.2546913570693,65,3,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"27",2007,4,4,0,0,0,30,202,51,16,4,24,57,2,0,2,1,275,48,19,0,1,3,2.13861386138614,0.185454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,99,392200,1.11386138613861,3.34851485148515,2.44067066336634,23144.429730644,6.84,23.9804101413985,64,1,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"28",2008,0,3,0,0,0,4,37,15,9,1,4,5,2,1,1,0,56,6,10,0,1,3,6.56756756756757,0.267857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,86,97,392200,1.54054054054054,4.17297297297297,4.88099517374518,7384.32583731986,5.82857142857143,7.84958771680409,16,1,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"29",2009,0,0,0,0,0,1,74,23,7,2,17,18,1,0,2,0,107,5,8,0,2,3,2.55405405405405,0.214953271028037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,99,1080000,1.62162162162162,4.98378378378378,5.26266321040667,19379.7770870457,5.4,14.7014679431827,26,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"30",2010,0,1,0,0,0,0,20,12,6,0,3,3,0,2,1,0,34,2,6,0,0,2,8.1,0.352941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,85,100,1080000,2.25,4.1,9.37816,6172.46517468921,5.04705882352941,5.9386364460124,5,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"31",2011,3,3,0,0,0,0,113,43,24,5,18,23,4,0,1,0,167,7,24,2,0,4,5.73451327433628,0.25748502994012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,97,1080000,1.61946902654867,4.89911504424779,5.52924929256531,8457.04884747106,5.9748502994012,28.3990211713955,31,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"32",2012,0,0,0,0,0,0,112,42,20,3,16,29,1,2,0,0,162,13,21,1,4,5,4.82142857142857,0.259259259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,95,1080000,1.55357142857143,3.89642857142857,4.84651919642857,9851.25441880398,6.43703703703704,23.1049050170716,27,0,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"33",2009,10,1,1,0,0,1,252,69,33,10,16,69,2,0,5,0,337,10,36,1,2,5,3.53571428571429,0.204747774480712,1,0,1,4,0,0,0,0,13,5,2,0,3,2,1,1,0,0,20,1,2,1,0,1,4.15384615384615,0.25,0,0,1,103,103,435650,1.01190476190476,3.78333333333333,2.64875513988978,14564.7732794757,7.18041543026706,37.7209081159831,42,3,1,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"34",2010,3,0,0,0,0,1,36,10,4,1,4,2,1,0,1,0,53,2,5,0,0,0,3,0.188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95,103,435650,1.16666666666667,4.95,2.80492806603774,17165.6256508107,4.94716981132076,5.18875630655882,10,3,2,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"35",2011,10,2,4,0,0,2,342,84,33,8,42,80,1,1,15,2,474,15,37,3,3,9,2.60526315789474,0.177215189873418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,105,1200000,1.10526315789474,4.18245614035088,2.83884680213191,20150.2931293718,6.00759493670886,42.1445058996407,51,3,3,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"36",2012,2,10,0,0,0,25,252,80,50,11,31,75,2,3,6,1,361,55,51,2,7,4,5.35714285714286,0.221606648199446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,106,2650000,1.32142857142857,4.36666666666667,4.15667709240206,9892.73338477789,6.72963988919668,50.3668338466997,69,3,4,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"37",2013,4,1,6,0,0,0,111,42,20,8,22,24,0,0,0,2,169,3,21,0,1,4,4.86486486486486,0.248520710059172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,102,2650000,1.72972972972973,6.4972972972973,6.69654066847913,10482.6976061747,5.54201183431953,35.8505725283613,5,2,5,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"38",2014,1,2,0,0,0,0,58,23,14,6,4,16,0,0,1,1,85,5,14,0,0,1,6.51724137931035,0.270588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,101,2650000,1.39655172413793,6.3551724137931,6.05663314401623,7748.20735571344,6.95294117647059,19.8772869326129,10,3,6,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"39",2001,5,7,18,0,0,0,288,101,58,17,34,68,2,4,3,0,417,0,61,6,3,6,5.4375,0.24220623501199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,105,233000,1.40625,5.17916666666667,4.83663767985611,9654.58690772078,6.34964028776978,71.2649455866514,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"40",2002,4,2,5,0,0,0,71,28,19,8,12,14,0,1,2,0,112,0,21,2,0,1,7.22535211267606,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,78,105,233000,1.69014084507042,8.18591549295775,7.80510387323944,7265.64124378548,5.4,28.73914045102,1,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"41",2003,2,0,4,1,0,0,81,17,8,3,6,23,1,1,1,0,103,1,8,1,2,2,2.66666666666667,0.16504854368932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,96,340000,0.851851851851852,3.60740740740741,1.74503300970874,17998.9084493937,7.38058252427185,9.56148330835062,1,1,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"42",2004,5,12,27,0,0,0,473,188,104,30,45,117,8,3,5,1,704,3,108,3,7,10,5.93657505285412,0.267045454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,99,340000,1.47780126849894,4.98858350951374,5.36051638057371,8337.6353865915,6.67840909090909,130.15967538489,12,1,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"43",2005,2,4,5,0,0,1,192,86,46,13,16,31,3,0,1,1,292,7,48,2,5,3,6.46875,0.294520547945205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,113,340000,1.59375,5.528125,6.16915044145976,8733.76985413416,6.0986301369863,59.5376009882398,31,1,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"44",1998,8,3,9,0,0,15,295,83,28,7,29,56,2,3,4,0,394,29,30,8,1,9,2.56271186440678,0.210659898477157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,100,475000,1.13898305084746,3.93220338983051,2.86674698786888,19509.3988557141,6.16142131979695,39.6596125221477,41,3,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"45",1999,6,8,12,0,0,4,307,115,67,17,48,52,3,5,4,0,457,21,71,4,6,12,5.89250814332248,0.25164113785558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,101,612500,1.5928338762215,5.77980456026059,5.7848188504551,8569.68482111589,5.47877461706783,82.6733808901174,38,3,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"46",2000,3,7,0,0,0,0,248,77,35,11,31,51,9,3,1,2,347,18,38,1,1,7,3.81048387096774,0.221902017291066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73,98,612500,1.30645161290323,4.53064516129032,3.74077919145673,12858.4794519126,6.36829971181556,49.1140921055661,62,0,5,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"47",2001,2,5,0,0,0,0,181,68,28,6,35,47,9,1,2,0,282,20,35,3,3,5,4.1767955801105,0.24113475177305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,73,122,850000,1.70718232044199,4.32707182320442,5.3436617197602,14603.611712945,6.20851063829787,43.1056088484508,59,3,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"48",2002,1,5,0,0,0,28,224,68,22,4,23,43,3,2,5,0,314,48,33,5,5,10,2.65178571428571,0.21656050955414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,95,9e+05,1.21875,3.74910714285714,3.11502675159236,17911.3716705527,6.08789808917197,30.4380861431475,65,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"49",2003,1,5,0,0,0,6,115,52,28,6,18,28,4,4,2,0,188,25,32,2,3,2,6.57391304347826,0.276595744680851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,97,9e+05,1.82608695652174,5.02608695652174,6.78617098982424,7377.19810967766,6.16595744680851,35.8809643416481,39,3,8,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"50",2007,1,1,0,0,0,0,71,13,6,2,14,22,1,1,0,0,93,5,6,0,0,5,2.28169014084507,0.139784946236559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,98,392500,1.14084507042254,4.08732394366197,2.38630047705588,21474.0063427438,6.56129032258065,8.64444791883816,21,2,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"51",2008,3,5,0,0,0,3,159,48,21,7,26,31,5,5,1,0,226,22,25,4,1,7,3.56603773584906,0.212389380530973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,98,392500,1.39622641509434,4.99245283018868,4.11929464434797,13739.9074788582,5.87787610619469,32.7230443829445,46,2,1,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"52",2009,1,1,0,0,0,0,112,45,18,4,19,32,2,3,2,0,174,17,19,3,0,4,4.33928571428571,0.258620689655172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,98,392500,1.71428571428571,4.40535714285714,5.90258009544335,11291.4962928981,6.29655172413793,28.0900799095972,36,1,2,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
