"","yearID","l_W","l_L","l_GS","l_CG","l_SHO","l_SV","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_IBB","l_WP","l_HBP","l_BK","l_BFP","l_GF","l_R","l_SH","l_SF","l_GIDP","l_ERA","l_BAOpp","round","po_W","po_L","po_G","po_GS","po_CG","po_SHO","po_SV","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_IBB","po_WP","po_HBP","po_BK","po_BFP","po_GF","po_R","po_SH","po_SF","po_GIDP","po_ERA","po_BAOpp","GP","n_award","Rank","W","PPF","salary","WHIP","FIP","ERC","ERAP","kwERA","BSR","l_GM","attendance.f","career","years_old","teamID.1","teamID.2","teamID.3","teamID.4","teamID.5","teamID.6","teamID.7","teamID.8","teamID.9","teamID.10","teamID.11","teamID.12","teamID.13","teamID.14","teamID.15","teamID.16","teamID.17","teamID.18","teamID.19","teamID.20","teamID.21","teamID.22","teamID.23","teamID.24","teamID.25","teamID.26","teamID.27","teamID.28","teamID.29","teamID.30","teamID.31","teamID.32","teamID.33","throws.1","throws.2","stint.1","stint.2","stint.3","stint.4"
"8445",2008,2,5,8,0,0,0,119,53,37,10,27,16,0,2,1,0,194,1,41,1,0,4,8.39495798319328,0.27319587628866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,68,102,1500000,2.01680672268908,7.78823529411765,8.84779931343671,6074.70667219278,4.65773195876289,48.2619693107973,2,1,15,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"6650",2005,0,0,0,0,0,0,10,1,0,0,4,1,0,0,0,0,15,1,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,100,3500000,1.5,6.2,2.461255,15032.1902189941,3,0.653987900702316,5,2,10,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8747",1999,0,0,0,0,0,0,86,37,22,6,16,18,0,1,0,0,131,11,22,0,3,6,6.90697674418605,0.282442748091603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,72,127,250000,1.84883720930233,6.33953488372093,7.68932886117521,9193.04517790303,5.58320610687023,29.8414330615254,19,3,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"981",2006,0,1,0,0,0,0,60,32,27,2,14,14,1,2,5,0,106,4,27,0,1,3,12.15,0.30188679245283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,100,7e+05,2.3,5.8,10.4188686320755,4114.97678312614,4.94716981132076,21.579022160468,18,1,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3160",2000,3,2,4,0,0,1,289,100,54,10,42,53,1,16,5,0,428,18,58,2,6,10,5.04498269896194,0.233644859813084,1,0,0,2,0,0,0,0,3,2,0,0,3,1,0,1,0,0,8,1,0,0,0,0,0,0.25,0,0,1,87,98,750000,1.47404844290657,4.88166089965398,4.63454410552016,9712.03103764155,5.59626168224299,59.53207371122,59,3,11,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8053",2003,3,1,0,0,0,0,129,52,19,5,13,29,4,1,1,1,186,9,22,1,1,3,3.97674418604651,0.279569892473118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,83,105,850000,1.51162790697674,4.06046511627907,5.07673544636159,13200.9538091314,6.6258064516129,29.8724735081929,51,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"5435",2010,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,97,5e+05,1,3.2,1.9531375,15032.1902189941,5.4,0.523912615626845,2,3,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1707",1998,8,4,0,0,0,1,204,60,18,5,27,79,4,1,3,1,286,18,21,3,3,4,2.38235294117647,0.20979020979021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,99,2e+06,1.27941176470588,2.97941176470588,3.34640284348005,20776.5177780039,7.62377622377622,31.1838559675689,73,1,10,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"3363",2009,12,4,23,3,2,0,498,149,54,20,56,119,2,2,5,0,685,4,55,7,6,16,2.92771084337349,0.217518248175182,1,0,0,7,1,0,0,0,19,8,4,1,6,8,0,0,0,0,33,0,4,0,0,0,5.68421052631579,0.242424242424242,0,0,1,93,100,470000,1.23493975903614,4.39879518072289,3.56749256441826,17077.1536499735,6.45109489051095,89.3782853473093,12,3,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1822",2010,2,1,4,0,0,0,71,20,8,5,6,13,0,0,0,0,93,0,8,1,0,2,3.04225352112676,0.21505376344086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,81,100,414000,1.09859154929577,5.60845070422535,3.47086528850523,16434.18852761,6.30322580645161,15.4790035056314,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"6299",2014,0,0,0,0,0,0,4,4,5,0,1,0,0,0,1,0,10,1,5,0,1,0,33.75,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,102,497500,3.75,7.7,22.07059,1511.01947476392,3,2.61028533193137,3,1,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"1296",2007,8,7,20,0,0,0,321,117,62,19,32,74,8,3,2,0,462,1,67,11,5,11,5.21495327102804,0.253246753246753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,98,330000,1.39252336448598,4.85420560747664,4.70899370676053,9395.48755477612,6.64675324675325,79.8813193029738,2,2,8,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8277",2004,0,2,0,0,0,0,163,51,26,12,19,32,2,2,0,1,225,9,27,1,0,7,4.30674846625767,0.226666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,104,525000,1.28834355828221,5.8319018404908,4.37698662576687,12073.3418816921,6.2,41.3188004799089,42,3,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"700",2011,1,2,0,0,0,0,141,63,28,10,21,41,2,4,1,0,223,10,29,1,2,4,5.36170212765957,0.282511210762332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,97,426500,1.78723404255319,5.49787234042553,7.17673673790669,9045.08637795262,6.53004484304933,48.542169541793,40,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"6043",2010,0,2,0,0,0,0,126,40,15,4,23,43,5,3,1,0,186,12,18,2,4,2,3.21428571428571,0.21505376344086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,102,1500000,1.5,3.74761904761905,4.23927741935484,15865.7044850212,6.94838709677419,24.758175304828,68,0,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"9342",2003,2,1,0,0,0,1,200,84,47,13,23,53,5,9,7,0,309,23,48,2,4,5,6.345,0.271844660194175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,111,650000,1.605,5.27,6.39206891747573,8746.51448158088,6.4873786407767,60.0856245663114,54,1,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"6982",2013,1,3,5,0,0,0,88,38,18,5,6,13,1,0,4,0,133,0,19,3,2,3,5.52272727272727,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,102,403000,1.5,5.45,6.05059104579631,9234.00790133507,5.7609022556391,23.9349613449503,1,2,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3958",2006,3,4,0,0,0,41,209,66,31,5,31,80,10,3,2,0,300,58,32,4,2,8,4.00478468899522,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,104,4e+05,1.39234449760766,2.82679425837321,3.65259471052632,12983.6809390688,7.68,35.2190319569759,67,2,1,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"5903",2010,4,5,2,0,0,0,170,61,27,7,34,47,3,3,5,0,262,7,28,2,1,3,4.28823529411765,0.232824427480916,1,0,0,1,0,0,0,0,3,2,2,1,0,0,0,0,0,0,5,1,2,0,0,0,18,0.4,0,0,1,90,104,665000,1.67647058823529,5.05294117647059,5.82902806466098,12125.464920945,5.90381679389313,41.9758713136729,36,2,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3163",2003,2,6,0,0,0,0,225,88,43,6,36,58,5,4,5,0,346,5,47,6,5,7,5.16,0.254335260115607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,108,1e+06,1.65333333333333,4.13333333333333,5.39532153757225,10464.4816566243,6.16300578034682,49.9256270334151,76,0,14,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1726",2005,2,4,0,0,0,47,223,55,15,9,17,61,2,0,2,0,300,62,24,2,1,3,1.81614349775785,0.183333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,81,96,525000,0.968609865470852,3.81883408071749,2.21568790134529,26428.0268919493,7.16,31.5765879407712,74,2,2,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"7078",1998,0,0,0,0,0,0,72,30,15,1,9,21,0,3,0,0,113,7,17,0,0,1,5.625,0.265486725663717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,102,225000,1.625,3.11666666666667,4.74532228982301,9066.11684858352,6.67433628318584,14.2823719316474,15,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"9122",2008,3,2,0,0,0,41,187,62,32,7,28,67,4,2,3,0,274,54,32,2,5,7,4.62032085561497,0.226277372262774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,72,103,480000,1.44385026737968,3.8096256684492,4.41280962859596,11145.7360996583,7.15182481751825,38.3069764477165,63,2,2,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8986",1998,3,1,0,0,0,42,186,47,14,6,14,72,1,1,0,0,249,59,17,2,2,2,2.03225806451613,0.188755020080321,1,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,0,1,0,1,88,103,6350000,0.983870967741935,2.76451612903226,2.08702601049359,25339.7331035777,8.2433734939759,24.0806074766355,63,2,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"627",2001,2,0,1,0,0,0,44,14,12,5,12,10,0,0,0,0,68,4,12,0,0,2,7.36363636363636,0.205882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,93,99,550000,1.77272727272727,8.72272727272727,7.55160765374331,6721.81457523656,5.04705882352941,17.6979572558744,8,3,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1480",1998,2,0,4,0,0,0,61,23,9,3,9,17,1,0,1,0,91,0,9,1,0,2,3.98360655737705,0.252747252747253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106,98,2e+05,1.57377049180328,4.77377049180328,5.54891172761664,12299.665604764,6.45494505494506,15.5405952426037,0,3,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2770",1999,0,5,8,0,0,2,168,72,46,9,36,37,3,6,5,0,265,3,51,1,4,10,7.39285714285714,0.271698113207547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,103,210000,1.92857142857143,6.00357142857143,7.91645171495957,6965.76113366231,5.35471698113208,54.3583656260114,9,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"9273",2005,1,2,0,0,0,1,146,59,22,8,12,39,2,0,2,1,220,17,30,4,5,0,4.06849315068493,0.268181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,104,1750000,1.45890410958904,4.47397260273973,5.09554579545455,12780.3697107929,6.87272727272727,37.5027825555567,51,2,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"4655",1999,1,4,8,0,0,0,177,69,39,14,25,31,1,4,2,0,264,0,41,4,0,7,5.94915254237288,0.261363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,78,96,4e+05,1.59322033898305,6.55593220338983,6.41990909090909,8067.88678833224,5.62727272727273,56.8157887916983,6,3,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2638",2009,0,0,0,0,0,0,12,4,1,0,4,3,0,0,0,0,19,0,1,0,0,1,2.25,0.210526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,97,2725000,2,4.7,5.79475789473684,21554.2483900147,4.76842105263158,2.25122161540673,3,3,8,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"5649",2008,2,4,10,0,0,0,151,70,38,6,20,37,0,3,2,1,237,1,38,1,3,3,6.79470198675497,0.29535864978903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,102,435000,1.78807947019868,4.59072847682119,6.73956026490066,7505.39278583394,6.15949367088608,42.8075264602117,2,3,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"8455",2010,2,3,0,0,0,0,162,55,26,7,18,34,5,2,3,0,234,13,28,1,2,10,4.33333333333333,0.235042735042735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,95,416000,1.35185185185185,4.51481481481482,4.1761207977208,10960.8737352077,6.32307692307692,33.5708019326858,52,3,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2444",2002,2,4,3,0,0,0,224,80,37,4,36,58,8,5,0,0,333,6,41,2,4,7,4.45982142857143,0.24024024024024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,78,104,725000,1.55357142857143,3.46785714285714,4.26061457528957,11658.9525980724,6.48108108108108,41.1863061641979,67,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"8230",1999,2,0,0,0,0,0,164,65,36,7,25,33,3,4,8,1,258,12,38,3,2,5,5.92682926829268,0.251937984496124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,94,1200000,1.64634146341463,5.30365853658537,6.10021938457175,7929.56026108408,5.53953488372093,41.8550054300693,47,1,6,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"7280",2014,6,4,0,0,0,23,174,43,24,9,12,59,2,2,4,0,230,35,24,2,0,3,3.72413793103448,0.18695652173913,1,1,1,9,0,0,0,0,21,6,1,1,0,7,0,0,0,0,27,2,1,0,0,0,1.28571428571429,0.222222222222222,0,0,2,88,95,6e+06,0.948275862068966,3.90689655172414,2.53907760869565,12753.8561672016,7.74782608695652,27.8869256347267,64,3,6,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8038",2005,0,0,0,0,0,0,32,10,6,0,4,9,0,0,0,0,43,1,6,0,0,2,5.0625,0.232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,56,101,330000,1.3125,2.6375,3.12371438953488,9974.70372229777,6.7953488372093,3.6026735982176,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"6663",2014,15,12,34,3,0,0,745,230,90,25,38,271,1,2,5,0,1009,0,100,4,3,12,3.26174496644295,0.22794846382557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,97,19750000,1.07919463087248,2.83355704697987,2.78859792372008,14868.4398616305,8.12348860257681,113.149889637983,0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"7375",2002,2,1,0,0,0,1,173,51,30,7,33,56,4,4,4,0,252,13,31,3,0,6,4.68208092485549,0.202380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67,96,762500,1.45664739884393,4.55260115606936,4.4837843104872,10251.2301621238,6.4952380952381,35.2675876293261,67,2,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1660",2012,10,9,24,0,0,0,457,161,58,17,23,91,3,0,1,0,636,0,62,3,4,14,3.42669584245077,0.25314465408805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,97,3e+06,1.20787746170678,3.86958424507659,3.44629755171132,14152.7176928688,6.72075471698113,82.8332476925549,0,0,15,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3534",2008,1,2,4,1,0,0,121,63,35,8,15,21,1,1,1,0,196,4,35,3,1,0,7.8099173553719,0.321428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,103,1600000,1.93388429752066,5.85289256198347,8.28213312742452,6593.78001189871,5.76734693877551,45.0564764802053,13,2,4,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3320",2007,2,3,0,0,0,0,160,48,16,1,16,34,4,0,3,0,219,12,17,1,1,6,2.7,0.219178082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,90,402500,1.2,3.0125,2.76768492722603,16665.6559716609,6.44109589041096,17.7916807274265,39,2,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"603",2010,6,1,0,0,0,47,210,56,15,1,28,86,3,1,1,0,287,57,17,4,1,4,1.92857142857143,0.195121951219512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,90,91,7500000,1.2,2.04285714285714,2.46924197361872,23591.1618976622,7.90871080139373,21.2248875779841,67,1,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"4537",2010,12,13,32,1,0,0,603,174,83,21,65,196,0,9,6,0,844,0,90,4,4,12,3.71641791044776,0.206161137440758,1,3,0,4,4,0,0,0,79,16,5,3,13,24,0,2,2,0,106,0,5,0,0,2,1.70886075949367,0.150943396226415,0,0,1,90,104,2e+06,1.18905472636816,3.66766169154229,3.14974768780505,13991.119374763,7.17725118483412,97.7355788270796,0,2,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"6115",2003,16,13,32,1,0,0,540,209,104,28,63,94,0,4,12,0,814,0,121,3,7,16,5.2,0.256756756756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77,97,3266667,1.51111111111111,5.42777777777778,5.43833033169533,9326.35747644868,5.68009828009828,137.311529872408,0,3,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"3311",2012,8,6,20,1,1,0,354,104,45,9,42,113,2,3,2,0,493,0,48,3,1,8,3.43220338983051,0.210953346855984,1,0,1,2,2,0,0,0,34,8,4,0,6,11,2,0,0,0,45,0,4,0,0,1,3.17647058823529,0.177777777777778,0,0,2,93,103,6750000,1.23728813559322,3.34406779661017,3.14173570667308,15004.0283466345,7.12819472616633,53.1737251847711,0,1,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"5512",2012,13,10,31,1,0,0,570,207,79,24,36,137,2,2,4,0,791,0,90,3,3,19,3.74210526315789,0.261694058154235,1,0,0,1,1,0,0,0,18,5,1,0,1,6,0,1,1,0,25,0,1,0,0,0,1.5,0.2,0,0,1,94,97,495000,1.27894736842105,4,4.04192875474083,12959.8328927304,6.90189633375474,114.652836988896,0,0,1,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2178",2012,5,3,0,0,0,1,174,50,23,3,12,62,4,2,1,0,234,15,23,2,2,2,3.56896551724138,0.213675213675214,1,0,0,6,0,0,0,0,15,0,0,0,5,6,0,0,0,0,19,0,0,0,1,1,0,0,0,0,1,88,103,3500000,1.06896551724138,2.2,2.28989983421751,14429.0766340148,8.11794871794872,20.3066542970397,57,3,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2500",2006,0,2,0,0,0,0,124,42,18,4,10,30,0,0,4,0,175,5,19,2,1,3,3.91935483870968,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,101,388203,1.25806451612903,4.02258064516129,3.93587277419355,12883.9923079679,6.49714285714286,21.690727655499,36,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3597",2009,4,10,19,0,0,0,304,118,61,27,46,68,0,3,1,0,462,0,62,2,3,5,5.41776315789474,0.255411255411255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,102,402500,1.61842105263158,6.71315789473684,6.54787846569549,9412.90820344736,5.94545454545455,104.577445507792,1,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"7883",2006,14,11,32,0,0,0,558,198,98,29,74,169,4,8,2,0,813,0,104,16,6,14,4.74193548387097,0.243542435424354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,99,408000,1.46236559139785,4.57096774193548,4.85940999285799,10438.1424851076,6.83173431734317,134.679650344966,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
