"","yearID","l_W","l_L","l_GS","l_CG","l_SHO","l_SV","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_IBB","l_WP","l_HBP","l_BK","l_BFP","l_GF","l_R","l_SH","l_SF","l_GIDP","l_ERA","l_BAOpp","round","po_W","po_L","po_G","po_GS","po_CG","po_SHO","po_SV","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_IBB","po_WP","po_HBP","po_BK","po_BFP","po_GF","po_R","po_SH","po_SF","po_GIDP","po_ERA","po_BAOpp","GP","n_award","Rank","W","PPF","salary","WHIP","FIP","ERC","ERAP","kwERA","BSR","l_GM","attendance.f","career","years_old","teamID.1","teamID.2","teamID.3","teamID.4","teamID.5","teamID.6","teamID.7","teamID.8","teamID.9","teamID.10","teamID.11","teamID.12","teamID.13","teamID.14","teamID.15","teamID.16","teamID.17","teamID.18","teamID.19","teamID.20","teamID.21","teamID.22","teamID.23","teamID.24","teamID.25","teamID.26","teamID.27","teamID.28","teamID.29","teamID.30","teamID.31","teamID.32","teamID.33","throws.1","throws.2","stint.1","stint.2","stint.3","stint.4"
"7452",2012,9,13,28,1,0,0,524,157,74,20,56,180,2,10,4,0,723,0,79,5,4,10,3.81297709923664,0.217150760719225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,61,99,2640000,1.21946564885496,3.6236641221374,3.40993521705046,12981.1947325207,7.42489626556017,91.1887831105202,0,2,4,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8016",2006,7,7,0,0,0,8,203,70,30,2,27,48,11,5,2,1,290,22,30,2,4,5,3.99014778325123,0.241379310344828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,71,95,2e+06,1.43349753694581,2.96354679802956,3.66960590793273,11903.5990893881,6.64137931034483,30.7862528211972,82,1,17,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"7162",2014,1,6,0,0,0,48,199,61,21,3,28,76,3,4,3,0,286,64,24,4,1,6,2.84924623115578,0.213286713286713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,87,95,7e+06,1.34170854271357,2.76281407035176,3.41792213515128,16670.0648753571,7.41398601398601,28.5734769938116,69,1,12,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"8086",2012,15,6,28,0,0,0,478,136,56,15,48,197,1,5,4,0,653,0,62,6,4,14,3.16317991631799,0.208269525267994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98,101,3900000,1.15481171548117,2.91129707112971,2.9707117526447,15963.9789484096,8.08300153139357,72.2369289208469,0,1,2,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"7269",2010,14,9,32,3,1,0,630,189,87,15,82,174,3,18,8,1,882,0,98,9,3,25,3.72857142857143,0.214285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,85,100,1e+06,1.29047619047619,3.71428571428571,3.45919021865889,13409.1484829455,6.58367346938776,96.9842711549976,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"9196",2009,2,2,0,0,0,0,46,25,14,5,7,11,1,1,1,0,77,8,15,1,2,3,8.21739130434783,0.324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,99,395500,2.08695652173913,7.37391304347826,10.5231645962733,6023.44422975743,6.02337662337662,22.5907172995781,14,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"623",2000,0,0,1,0,0,0,4,6,6,2,3,1,0,0,0,0,13,0,6,0,0,0,40.5,0.461538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82,125,215000,6.75,27.95,61.44145,1543.1162936723,3.55384615384615,10.3234056013821,0,3,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"934",2011,0,0,0,0,0,0,18,8,4,1,4,8,1,0,1,1,31,1,4,0,0,0,6,0.258064516129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,106,395000,2,4.7,8.00657016129032,8832.79766498026,6.94838709677419,6.15249644514796,6,1,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"2948",2001,16,7,35,1,1,0,658,213,87,24,97,116,10,2,2,0,929,0,92,5,8,24,3.56990881458967,0.229278794402583,1,2,1,3,3,0,0,0,60,16,2,1,7,8,0,1,0,0,81,0,4,1,0,2,0.9,0.197530864197531,0,0,1,88,102,8623700,1.41337386018237,4.78206686930091,4.21346793329429,14285.212850498,5.74876210979548,130.047325602285,0,2,14,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2146",2012,2,4,0,0,0,4,114,40,27,5,23,24,1,1,3,0,173,15,29,2,1,8,6.39473684210526,0.23121387283237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,61,99,480500,1.65789473684211,5.62105263157895,5.84562678734408,7740.27132906028,5.33063583815029,28.2997889541119,34,2,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2774",2001,0,2,0,0,0,0,60,18,7,1,8,11,0,0,0,0,81,5,7,0,0,3,3.15,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,88,95,240000,1.3,3.95,3.34406611111111,15078.4506410265,5.84444444444444,8.45989211930563,18,2,5,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"5722",2002,3,2,3,0,0,0,237,101,50,15,21,38,3,1,6,0,357,17,56,2,6,11,5.69620253164557,0.282913165266106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,92,92,5e+05,1.54430379746835,5.61772151898734,6.09383648548027,8075.06584013541,5.87058823529412,68.6937777289722,34,3,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2374",2012,0,0,0,0,0,0,11,7,6,1,1,0,0,0,0,0,20,2,6,0,0,0,14.7272727272727,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,92,418000,2.18181818181818,7.56363636363636,10.0649418181818,3123.26737839275,4.8,5.37892791127542,3,3,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"1103",2003,0,2,4,0,0,0,69,18,12,2,18,21,2,2,2,0,106,0,13,2,1,1,4.69565217391304,0.169811320754717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,98,2500000,1.56521739130435,4.85217391304348,4.35974995898277,10434.5523778121,5.73962264150943,12.6494371333439,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"4366",2005,0,1,0,0,0,0,16,5,4,1,5,10,1,0,0,1,26,0,4,0,0,0,6.75,0.192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,97,327500,1.875,4.1375,6.10419711538462,7184.74946333824,8.16923076923077,4.88428883318509,9,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"3454",2005,1,3,0,0,0,0,200,66,31,4,16,30,1,0,3,0,279,17,31,2,3,6,4.185,0.236559139784946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,96,3225000,1.23,3.89,3.28848056451613,11468.8385181322,5.91612903225806,29.3248406924306,46,2,8,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2622",2015,4,6,15,0,0,0,260,112,55,17,29,77,0,3,4,1,399,1,63,2,6,6,5.71153846153846,0.280701754385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67,97,508750,1.62692307692308,5.11538461538461,6.42579746240601,8491.06754758156,6.72330827067669,79.7017219572986,3,1,1,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3972",2006,9,13,32,3,2,0,636,206,89,17,85,142,7,10,3,0,902,0,94,8,6,21,3.77830188679245,0.228381374722838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,109,5500000,1.37264150943396,4.04905660377359,3.82615693270719,14423.5946888816,6.21152993348115,110.520674708546,0,1,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1685",2003,7,2,9,0,0,0,213,52,26,4,30,72,1,2,5,0,293,2,27,0,1,8,3.29577464788732,0.177474402730375,1,0,2,8,0,0,0,0,33,11,7,0,7,17,0,2,0,0,50,3,7,2,0,1,5.72727272727273,0.22,0,0,1,101,97,8500000,1.15492957746479,3.34084507042254,2.71057101379609,14714.9195739524,6.95631399317406,25.2971428732901,9,3,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"5332",2015,1,0,0,0,0,1,63,23,11,2,11,16,0,1,0,0,97,5,12,0,0,1,4.71428571428571,0.237113402061856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,94,527300,1.61904761904762,4.48571428571429,4.95850795287187,9969.09239032079,6.01855670103093,13.9797670842318,17,1,2,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3000",2012,3,1,6,0,0,0,75,23,14,3,8,18,0,1,0,0,105,0,14,1,0,1,5.04,0.219047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,55,101,411000,1.24,4.28,3.425608,10019.2336496295,6.54285714285714,13.5948541721738,0,0,9,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"996",2007,4,4,0,0,0,2,246,69,26,6,25,99,3,4,1,0,334,18,30,0,1,7,2.85365853658537,0.206586826347305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82,100,454000,1.14634146341463,2.5780487804878,2.70565326968015,17520.3049958486,8.13053892215569,33.515136371726,83,3,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3583",2009,3,1,0,0,0,0,104,34,13,5,8,26,0,0,0,0,147,11,14,1,0,3,3.375,0.231292517006803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,95,2e+06,1.21153846153846,4.26730769230769,3.49530728021978,14073.2205982914,6.86938775510204,20.5422877119277,30,0,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"479",2005,5,8,0,0,0,31,224,80,34,9,27,54,5,3,2,0,331,62,39,2,2,6,4.09821428571429,0.241691842900302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,102,4750000,1.43303571428571,4.28482142857143,4.39303319688714,12443.6897921734,6.48761329305136,48.1001438320894,71,1,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"634",2002,5,4,17,1,0,0,291,80,30,10,51,64,3,0,5,0,417,0,39,5,5,2,2.78350515463918,0.191846522781775,1,0,0,2,2,0,0,0,30,4,5,2,8,10,0,0,0,1,42,0,5,1,0,0,4.5,0.0952380952380952,0,0,1,97,97,6367542,1.35051546391753,4.85979381443299,3.78134332121931,17423.0174485952,5.71654676258993,51.0204681354991,1,2,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"578",2000,1,3,0,0,0,1,140,55,40,14,22,51,5,2,3,0,220,17,44,4,4,2,7.71428571428571,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82,125,1500000,1.65,6.2,6.93232116883117,8101.3605417796,7.09090909090909,52.1421933085502,56,3,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3759",2001,1,2,0,0,0,0,111,40,20,5,15,38,4,5,2,0,167,11,24,3,1,2,4.86486486486486,0.239520958083832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,101,825000,1.48648648648649,3.95675675675676,4.76786490532449,10379.9260610161,7.19640718562874,25.7176982694554,63,1,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"3496",2010,4,0,4,0,0,0,109,32,14,5,8,33,2,2,2,0,149,0,14,0,1,2,3.46788990825688,0.214765100671141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,95,418400,1.10091743119266,3.83302752293578,3.10136907210147,13696.2593322657,7.41342281879195,19.0054444259088,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"4052",2012,8,14,31,0,0,0,574,180,81,14,65,165,7,5,4,0,798,0,84,8,8,16,3.81010452961672,0.225563909774436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,100,13750000,1.28048780487805,3.398606271777,3.40250466126117,13122.2037417467,6.94887218045113,90.1061469833451,0,1,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"7984",2006,1,1,0,0,0,0,179,46,23,10,16,46,1,2,4,0,240,17,23,2,0,2,3.46927374301676,0.191666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,82,99,1750000,1.0391061452514,4.79217877094972,3.02599293296089,14267.2506992175,6.75,32.1124096542242,72,3,14,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"5228",2007,5,10,22,0,0,0,305,111,55,9,48,59,0,4,3,1,459,0,62,3,5,7,4.86885245901639,0.241830065359477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,101,404760,1.56393442622951,4.69508196721311,4.8929762391514,10371.424893071,5.60915032679739,64.1894407202967,1,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"131",1998,4,6,0,0,0,8,212,75,32,10,33,46,9,1,3,0,316,27,36,7,6,6,4.07547169811321,0.237341772151899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,54,95,250000,1.52830188679245,4.88396226415094,4.95700628060067,11654.3858079601,6.12151898734177,50.811564688821,58,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"1014",2000,1,0,0,0,0,0,50,22,12,5,12,8,1,0,2,0,85,1,15,0,1,2,6.48,0.258823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73,98,2e+05,2.04,8.48,9.51864512941176,7561.26983899428,4.69411764705882,22.101107747042,15,0,5,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"4836",2014,0,1,0,0,0,0,21,10,3,2,6,6,4,1,0,0,39,1,7,0,1,0,3.85714285714286,0.256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,97,1700000,2.28571428571429,6.05714285714286,8.49965714285714,12573.3115608419,6.63076923076923,10.0599558220259,7,0,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3912",2002,2,3,0,0,0,0,165,59,20,5,13,29,3,2,4,0,232,17,20,4,3,9,3.27272727272727,0.254310344827586,1,0,0,4,0,0,0,0,5,6,3,0,2,2,1,0,0,0,13,1,3,0,1,0,16.2,0.461538461538462,0,0,1,94,100,5e+05,1.30909090909091,4.09090909090909,4.04763520376176,15276.8513073558,6.17586206896552,29.834805701588,58,1,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"298",2004,2,3,0,0,0,0,92,29,12,4,14,36,2,2,0,0,133,8,12,2,1,3,3.52173913043478,0.218045112781955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,98,323000,1.40217391304348,3.72173913043478,4.07828324207257,13912.7365037495,7.56541353383459,19.1729319766346,25,2,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"258",2001,5,4,9,0,0,5,310,88,40,8,35,78,4,2,12,0,438,11,44,6,2,7,3.48387096774194,0.200913242009132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,82,101,1900000,1.19032258064516,3.94516129032258,3.24972028281043,14494.4913464639,6.35890410958904,44.6530131096079,32,2,3,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"79",2015,1,2,0,0,0,0,54,15,12,3,12,13,0,1,1,0,83,4,12,1,1,0,6,0.180722891566265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,101,414000,1.5,6.08888888888889,4.73021204819277,8416.15626568874,5.4,12.7175480769231,13,2,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"6449",2003,12,12,30,0,0,0,556,191,93,28,46,141,4,2,3,1,772,0,98,5,3,20,4.51618705035971,0.24740932642487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,94,5e+06,1.27877697841727,4.37086330935252,4.0738336097961,10406.3780609664,6.89222797927461,118.533370088079,0,3,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"7526",2012,6,9,21,2,2,0,351,117,63,17,39,111,1,1,0,0,499,0,65,4,3,8,4.84615384615385,0.234468937875752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,97,23145011,1.33333333333333,4.16581196581197,4.09318637274549,10007.3296096497,7.15551102204409,75.10129583895,0,1,12,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2744",2008,1,5,0,0,0,30,188,47,19,3,22,82,1,1,1,0,256,48,22,3,1,1,2.72872340425532,0.18359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,74,109,8500000,1.10106382978723,2.25851063829787,2.2731857130984,19971.4983725892,8.2125,20.6485077431603,67,2,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"4403",1999,1,2,5,0,0,0,185,69,36,9,29,43,6,2,0,0,274,2,40,3,2,7,5.25405405405405,0.251824817518248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,103,350000,1.58918918918919,4.82162162162162,5.28307165121326,9801.36032530858,6.27591240875912,47.1241567536948,20,3,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"902",2009,8,9,22,0,0,0,410,144,59,9,42,81,2,1,2,0,589,0,63,4,4,10,3.88536585365854,0.244482173174873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,99,420000,1.3609756097561,3.79268292682927,3.77733784835811,12739.3404122357,6.19456706281834,69.3340322376347,0,0,2,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"3808",2001,18,9,35,3,0,0,705,216,88,20,71,181,5,9,6,1,980,0,100,12,8,18,3.37021276595745,0.220408163265306,1,1,0,2,1,0,0,0,29,8,1,1,1,5,0,0,0,0,37,0,1,0,0,0,0.931034482758621,0.216216216216216,0,0,2,102,97,875000,1.22127659574468,3.68510638297872,3.22365645419019,14389.9101467428,6.73469387755102,110.566471747992,0,1,2,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"561",2005,0,0,0,0,0,0,33,15,4,1,4,3,1,1,0,0,51,3,4,0,0,1,3.27272727272727,0.294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,100,322000,1.72727272727273,4.65454545454545,5.80366898395722,15276.8513073558,5.4,8.37373737373737,7,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"3385",2006,4,0,9,0,0,0,140,31,22,5,26,49,0,0,1,0,191,0,22,0,2,3,4.24285714285714,0.162303664921466,1,0,1,1,1,0,0,0,17,5,3,1,5,4,0,0,0,0,26,0,3,0,0,1,4.76470588235294,0.192307692307692,0,0,1,93,97,2250000,1.22142857142857,4.22857142857143,3.06866328347046,11430.283237129,6.78219895287958,21.3563402619147,0,1,3,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"4232",2014,21,3,27,6,2,0,595,139,39,9,31,239,0,7,2,2,749,0,42,6,1,15,1.76974789915966,0.185580774365821,1,0,2,2,2,0,0,0,38,12,11,3,2,19,0,1,0,0,51,0,11,0,0,1,7.81578947368421,0.235294117647059,1,3,1,94,95,32571000,0.857142857142857,1.87899159663866,1.47955960103668,26838.3533845622,8.70040053404539,50.0682420626266,0,3,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"7962",2000,2,2,8,0,0,0,149,44,18,7,19,40,1,0,2,1,208,0,22,2,1,3,3.26174496644295,0.211538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,76,92,201000,1.26845637583893,4.62953020134228,3.82563978607383,14102.0254357733,6.55384615384615,29.1474464262447,0,1,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"9361",2007,9,8,30,0,0,0,519,118,60,10,72,167,0,7,7,4,705,0,66,3,6,9,3.12138728323699,0.167375886524823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,89,90,2625000,1.09826589595376,3.39075144508671,2.35423255688107,14415.7924154867,6.89787234042553,57.6143274242535,0,2,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"959",2008,7,5,0,0,0,2,206,63,30,8,21,64,5,1,3,1,286,21,30,1,1,5,3.93203883495146,0.22027972027972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,98,2500000,1.22330097087379,3.68058252427184,3.4490507714373,12460.9726946626,7.28811188811189,36.4607653943174,72,2,16,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
