"","l_W","l_L","l_GS","l_CG","l_SHO","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_WP","l_HBP","l_BFP","l_R","l_SH","l_SF","l_GIDP","round","po_L","po_GS","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_BFP","po_R","GP","salary","kwERA","BSR","l_GM","attendance.f","career","b1.WHIP","b1.FIP","b1.kwERA","b1.BSR","b1.round","b1.l_GM","b2.WHIP","b2.kwERA","b2.BSR","b2.round"
"4399",7,11,28,0,0,506,218,119,26,62,108,5,2,761,124,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,7e+06,6.2042049934297,143.015756742532,4,3,6,1.47467166979362,4.55084427767355,6.24507042253521,120.209399453964,0,0,1.30830670926518,6.27173666288309,128.947713418609,1
"4400",2,3,6,0,0,149,59,30,4,28,35,2,2,234,33,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1e+07,5.81025641025641,35.0953949577456,22,2,7,1.6600790513834,4.93715415019763,6.2042049934297,143.015756742532,0,4,1.47467166979362,6.24507042253521,120.209399453964,0
"4401",6,8,18,0,0,304,115,67,12,42,63,2,6,460,76,9,6,8,0,0,0,0,0,0,0,0,0,0,0,0,1e+07,5.81739130434783,70.6070409461271,3,0,8,1.75167785234899,4.46845637583893,5.81025641025641,35.0953949577456,0,22,1.6600790513834,6.2042049934297,143.015756742532,0
"4402",3,1,0,0,0,118,41,25,7,16,26,2,7,174,26,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3500000,5.7448275862069,29.8305072918847,26,2,4,1.48,4.02666666666667,6.04670658682635,41.1686429770428,0,66,1.49242424242424,6.0070826306914,86.1767597369528,0
"4403",0,0,0,0,0,36,12,7,0,9,7,1,2,56,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3500000,4.54285714285714,5.80939406360765,9,0,5,1.44915254237288,5.79322033898305,5.7448275862069,29.8305072918847,0,26,1.48,6.04670658682635,41.1686429770428,0
"4404",1,2,0,0,0,159,42,17,5,48,77,5,2,251,25,1,0,3,1,0,0,2,0,0,0,1,0,3,0,0,1900000,6.88207171314741,32.3560601446653,59,3,2,1.16129032258065,2.6331797235023,8.1906976744186,26.3337617144963,1,74,1.15789473684211,7.01538461538462,15.8300010047222,1
"4405",5,9,0,0,0,200,58,32,4,41,79,11,5,300,36,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2500000,6.88,32.8214731711392,68,2,3,1.69811320754717,4.12452830188679,6.88207171314741,32.3560601446653,1,59,1.16129032258065,8.1906976744186,26.3337617144963,1
"4406",2,3,0,0,0,73,29,18,5,13,30,0,0,114,19,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2500000,7.29473684210526,23.3149155750561,30,1,4,1.485,3.5,6.88,32.8214731711392,0,68,1.69811320754717,6.88207171314741,32.3560601446653,1
"4407",0,0,0,0,0,3,2,1,0,3,0,0,1,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2500000,-0.6,2.25254597406403,2,0,5,1.72602739726027,4.88493150684932,7.29473684210526,23.3149155750561,0,30,1.485,6.88,32.8214731711392,0
"4408",7,4,0,0,0,215,51,28,6,34,65,3,8,304,36,2,0,4,1,0,0,23,6,2,0,5,9,33,4,0,1e+06,6.46578947368421,29.5820937489663,63,2,4,1.27272727272727,3.85909090909091,7.08648648648649,23.5534061651938,0,39,1.75280898876404,6.74265734265734,20.0962811337387,0
"4409",2,6,0,0,0,152,46,24,5,21,54,4,3,223,27,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1700000,7.01434977578475,26.7037558573249,48,3,5,1.18604651162791,4.06511627906977,6.46578947368421,29.5820937489663,1,63,1.27272727272727,7.08648648648649,23.5534061651938,0
"4410",0,6,0,0,0,121,34,22,3,30,49,3,3,188,22,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2700000,6.74042553191489,22.0531903820131,38,3,6,1.32236842105263,3.77236842105263,7.01434977578475,26.7037558573249,0,48,1.18604651162791,6.46578947368421,29.5820937489663,1
"4411",2,5,0,0,0,227,70,37,8,41,61,5,2,330,38,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,5500000,6.2,44.8751451694302,73,2,7,1.58677685950413,3.8198347107438,6.74042553191489,22.0531903820131,0,38,1.32236842105263,7.01434977578475,26.7037558573249,0
"4412",4,3,0,0,0,204,70,32,4,35,53,4,5,308,33,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5500000,5.94545454545455,37.3225582487595,72,3,8,1.46696035242291,4.50837004405286,6.2,44.8751451694302,0,73,1.58677685950413,6.74042553191489,22.0531903820131,0
"4413",3,5,0,0,0,96,26,16,1,28,26,2,3,150,18,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1750000,5,15.2670538353772,39,3,9,1.54411764705882,4.12647058823529,5.94545454545455,37.3225582487595,0,72,1.46696035242291,6.2,44.8751451694302,0
"4414",2,2,0,0,0,224,43,5,2,15,76,4,3,282,9,4,2,5,0,0,0,0,0,0,0,0,0,0,0,1,2500000,7.91063829787234,13.5075242714944,76,0,10,1.6875,4.8875,5,15.2670538353772,0,39,1.54411764705882,5.94545454545455,37.3225582487595,0
"4415",5,4,0,0,0,200,53,25,3,36,82,4,1,290,27,1,1,2,1,0,0,7,1,2,0,3,4,12,2,0,7e+06,7.38620689655172,26.5920028077022,68,0,11,0.776785714285714,2.19553571428571,7.91063829787234,13.5075242714944,0,76,1.6875,5,15.2670538353772,0
"4416",1,6,0,0,0,199,61,21,3,28,76,4,3,286,24,4,1,6,0,0,0,0,0,0,0,0,0,0,0,1,7e+06,7.41398601398601,28.5734769938116,69,1,12,1.335,2.855,7.38620689655172,26.5920028077022,1,68,0.776785714285714,7.91063829787234,13.5075242714944,0
"4417",7,5,0,0,0,188,59,33,9,29,58,6,8,277,36,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1600000,6.43971119133574,40.8139717436655,68,1,13,1.34170854271357,2.76281407035176,7.41398601398601,28.5734769938116,0,69,1.335,7.38620689655172,26.5920028077022,1
"4418",4,2,0,0,0,245,65,24,5,42,95,3,3,346,29,2,3,5,1,1,0,13,6,3,1,1,6,20,3,0,1037500,7.20346820809249,34.6302486701968,76,3,5,1.44723618090452,4.02914572864322,6.46849315068493,38.1734209038032,0,47,1.65909090909091,5.80579710144928,30.5606749882348,0
"4419",9,1,0,0,0,241,53,15,5,27,91,1,1,314,16,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,2516667,7.88407643312102,24.9071700300345,80,3,6,1.31020408163265,3.24897959183674,7.20346820809249,34.6302486701968,1,76,1.44723618090452,6.46849315068493,38.1734209038032,0
"4420",8,6,0,0,0,207,53,32,5,29,58,4,4,288,33,2,3,2,1,1,0,40,8,4,2,5,7,52,4,0,3166667,6.48333333333333,27.8937849471246,71,3,7,0.995850622406639,2.71452282157676,7.88407643312102,24.9071700300345,0,80,1.31020408163265,7.20346820809249,34.6302486701968,1
"4421",8,2,0,0,0,183,59,21,5,29,46,5,4,265,21,3,1,7,1,1,0,12,4,1,0,1,5,19,3,0,3050000,6.07924528301887,33.3659444342327,68,3,8,1.18840579710145,3.85217391304348,6.48333333333333,27.8937849471246,1,71,0.995850622406639,7.88407643312102,24.9071700300345,0
"4422",5,8,0,0,0,197,61,24,8,29,59,4,5,289,25,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3150000,6.60415224913495,38.9705842731895,76,3,9,1.44262295081967,4.28196721311475,6.07924528301887,33.3659444342327,1,68,1.18840579710145,6.48333333333333,27.8937849471246,1
"4423",0,0,0,0,0,97,33,18,2,20,18,3,2,147,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6e+05,5.0734693877551,18.9087466371171,34,3,10,1.37055837563452,4.35736040609137,6.60415224913495,38.9705842731895,0,76,1.44262295081967,6.07924528301887,33.3659444342327,1
"4424",1,1,0,0,0,88,32,25,5,16,15,1,4,139,25,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6e+05,5.2273381294964,24.2355864177868,31,1,11,1.63917525773196,4.9319587628866,5.0734693877551,18.9087466371171,0,34,1.37055837563452,6.60415224913495,38.9705842731895,0
"4425",1,0,0,0,0,27,4,1,0,2,4,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635000,6.12727272727273,0.853744694909655,7,1,5,1.45023696682464,4.02464454976303,7.34174757281553,47.1551244923141,0,71,1.54777070063694,6.90649350649351,34.0652523592884,0
"4426",4,2,0,0,0,176,43,25,4,24,65,4,1,242,27,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1050000,7.43305785123967,22.0208558743424,56,0,6,0.666666666666667,2.97777777777778,6.12727272727273,0.853744694909655,0,7,1.45023696682464,7.34174757281553,47.1551244923141,0
"4427",2,1,0,0,0,142,60,33,8,22,19,3,0,214,33,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,580000,5.34392523364486,42.7203142031593,23,2,5,1.69090909090909,5.17727272727273,5.93892215568862,62.302946136296,0,23,1.68571428571429,6.45775075987842,49.6698938556723,0
"4428",0,0,0,0,0,26,16,11,1,5,9,2,0,47,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,580000,6.93191489361702,10.6848351231947,7,0,6,1.73239436619718,5.86197183098592,5.34392523364486,42.7203142031593,0,23,1.69090909090909,5.93892215568862,62.302946136296,0
"4429",4,1,0,0,0,252,51,17,2,33,123,5,1,335,21,2,1,4,1,2,0,14,4,2,0,3,5,22,2,0,440000,8.62388059701493,19.3427199586384,69,3,2,0.988372093023256,3.92093023255814,7.66347305389222,37.3764059414441,0,59,0.882352941176471,11.6857142857143,0.83627243514382,1
"4430",2,5,0,0,0,202,45,20,7,32,91,8,0,279,20,1,1,1,1,0,0,17,7,1,1,3,5,26,3,0,3775000,8.06666666666667,28.9497981393716,66,3,3,1,1.75952380952381,8.62388059701493,19.3427199586384,1,69,0.988372093023256,7.66347305389222,37.3764059414441,0
"4431",2,3,0,0,0,219,52,14,6,28,98,10,1,296,16,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7e+06,8.4,28.0713296511723,69,3,4,1.14356435643564,3.14059405940594,8.06666666666667,28.9497981393716,1,66,1,8.62388059701493,19.3427199586384,1
"4432",5,2,0,0,0,202,50,21,3,34,90,7,1,285,22,1,4,1,1,0,0,1,1,2,1,1,1,3,2,1,1e+07,7.71578947368421,24.3175362535506,64,3,5,1.0958904109589,2.56986301369863,8.4,28.0713296511723,0,69,1.14356435643564,8.06666666666667,28.9497981393716,1
"4433",2,3,0,0,0,205,54,17,4,34,77,6,2,288,21,1,1,5,1,1,0,7,5,2,1,2,2,13,2,1,9166666,7.275,28.0798965136748,76,3,6,1.24752475247525,2.66534653465347,7.71578947368421,24.3175362535506,1,64,1.0958904109589,8.4,28.0713296511723,0
"4434",3,6,0,0,0,204,51,28,7,38,73,1,1,295,34,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,12166666,7.0271186440678,33.6772840673858,70,3,7,1.28780487804878,3.11219512195122,7.275,28.0798965136748,1,76,1.24752475247525,7.71578947368421,24.3175362535506,1
"4435",4,2,0,0,0,172,45,14,3,21,67,3,2,236,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12166666,7.8406779661017,20.5801928892663,53,2,8,1.30882352941176,3.84705882352941,7.0271186440678,33.6772840673858,0,70,1.28780487804878,7.275,28.0798965136748,1
"4436",6,2,0,0,0,215,67,21,4,26,79,4,2,307,22,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8e+06,7.54983713355049,31.6316890277327,73,1,9,1.15116279069767,2.53720930232558,7.8406779661017,20.5801928892663,0,53,1.30882352941176,7.0271186440678,33.6772840673858,0
"4437",2,7,0,0,0,216,65,35,8,31,72,6,0,305,37,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,8e+06,7.05245901639344,39.8848931949072,78,2,10,1.29767441860465,2.72558139534884,7.54983713355049,31.6316890277327,0,73,1.15116279069767,7.8406779661017,20.5801928892663,0
"4438",3,2,0,0,0,140,42,14,7,14,54,2,1,193,14,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3250000,8.07357512953368,27.2429145401238,48,2,11,1.33333333333333,3.89444444444444,7.05245901639344,39.8848931949072,0,78,1.29767441860465,7.54983713355049,31.6316890277327,0
"4439",5,5,0,0,0,204,49,23,14,18,73,0,1,268,23,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3500000,7.86268656716418,39.5866331852424,69,2,12,1.2,3.54285714285714,8.07357512953368,27.2429145401238,0,48,1.33333333333333,7.05245901639344,39.8848931949072,0
"4440",1,3,0,0,0,171,38,14,6,11,62,3,0,216,15,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,7383481,8.28888888888889,20.0788766074757,60,2,13,0.985294117647059,4.52352941176471,7.86268656716418,39.5866331852424,0,69,1.2,8.07357512953368,27.2429145401238,0
"4441",1,3,0,0,0,88,19,19,4,22,31,10,1,131,20,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,501000,6.13282442748092,16.5652299264812,35,1,3,1.50761421319797,3.36751269035533,6.37627118644068,25.8977923763253,0,59,1.37349397590361,7.28429752066116,13.5680397362336,0
"4442",0,1,0,0,0,66,20,10,2,20,12,2,2,109,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,501000,4.40917431192661,14.8872458410351,22,2,4,1.39772727272727,5.21136363636364,6.13282442748092,16.5652299264812,0,35,1.50761421319797,6.37627118644068,25.8977923763253,0
"4443",0,0,0,0,0,5,2,2,0,5,1,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501000,1.03636363636364,2.44247096202927,2,0,5,1.81818181818182,6.15454545454545,4.40917431192661,14.8872458410351,0,22,1.39772727272727,6.13282442748092,16.5652299264812,0
"4444",0,1,0,0,0,111,59,32,7,15,18,2,3,185,40,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6e+05,5.4,42.0086304792187,32,2,10,1.55294117647059,4.75294117647059,6.34117647058824,41.1940519072689,0,62,1.35532994923858,6.65179856115108,38.3858264273063,0
"4445",2,2,0,0,0,117,41,18,2,17,31,1,2,174,24,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,6e+05,6.43448275862069,20.2755808728606,53,3,11,2,6.14594594594595,5.4,42.0086304792187,0,32,1.55294117647059,6.34117647058824,41.1940519072689,0
"4446",3,2,0,0,0,50,14,10,1,11,12,0,1,72,10,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6e+05,5.56666666666667,8.15319264916523,36,1,12,1.48717948717949,3.50769230769231,6.43448275862069,20.2755808728606,0,53,2,5.4,42.0086304792187,0
"4447",0,0,0,0,0,11,4,1,0,1,3,0,0,15,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6e+05,7,1.4214142570856,3,3,13,1.5,4.52,5.56666666666667,8.15319264916523,0,36,1.48717948717949,6.43448275862069,20.2755808728606,0
"4448",3,1,4,1,1,80,28,6,1,12,15,1,0,119,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,302400,5.70252100840336,13.2266567480508,1,2,2,1.43265306122449,5.84489795918367,5.76666666666667,65.1492633178181,0,0,1.40322580645161,5.4655737704918,25.2815958703355,0
"4449",2,3,10,0,0,171,67,35,11,17,24,2,1,254,39,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,302400,5.68346456692913,47.0711876014795,2,2,3,1.5,3.9125,5.70252100840336,13.2266567480508,0,1,1.43265306122449,5.76666666666667,65.1492633178181,0
"4450",1,0,0,0,0,42,12,6,1,4,14,0,0,53,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,522500,7.66415094339623,5.70610355799827,19,3,2,0.901840490797546,3.0159509202454,8.05384615384615,17.3502891158072,1,76,1.05,6.78461538461539,1.07643096503402,0
"4451",0,0,0,0,0,31,10,3,0,3,8,0,0,42,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,520500,6.82857142857143,3.39973319357759,18,3,3,1.14285714285714,2.98571428571429,7.66415094339623,5.70610355799827,0,19,0.901840490797546,8.05384615384615,17.3502891158072,1
"4452",9,13,31,1,1,548,179,93,22,62,158,3,5,782,102,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,451000,6.82710997442455,106.703562068993,0,3,2,1.5995085995086,4.75528255528256,6.10703764320786,98.9911231591441,0,6,1.46113989637306,5.85,90.5540566655027,1
"4453",9,7,25,0,0,412,136,54,14,44,131,2,5,587,65,2,5,11,0,0,0,0,0,0,0,0,0,0,0,0,2600000,7.13764906303237,75.1614484999654,0,2,3,1.31934306569343,4.10328467153285,6.82710997442455,106.703562068993,0,0,1.5995085995086,6.10703764320786,98.9911231591441,0
"4454",14,12,33,1,1,617,192,69,21,63,193,2,5,849,77,8,4,24,0,0,0,0,0,0,0,0,0,0,0,0,5e+06,7.23745583038869,105.322891711641,0,2,4,1.31067961165049,3.62233009708738,7.13764906303237,75.1614484999654,0,0,1.31934306569343,6.82710997442455,106.703562068993,0
"4455",11,12,32,0,0,585,183,78,16,68,178,8,9,822,95,6,5,20,0,0,0,0,0,0,0,0,0,0,0,0,7500000,6.91824817518248,95.5131437054735,0,1,5,1.23987034035656,3.56952998379254,7.23745583038869,105.322891711641,0,0,1.31067961165049,7.13764906303237,75.1614484999654,0
"4456",11,11,30,0,0,573,182,74,25,69,166,5,5,808,81,7,3,21,0,0,0,0,0,0,0,0,0,0,0,0,10500000,6.87029702970297,114.038105952166,0,1,6,1.28717948717949,3.57948717948718,6.91824817518248,95.5131437054735,0,0,1.23987034035656,7.23745583038869,105.322891711641,0
"4457",12,13,33,0,0,617,205,86,21,56,139,5,3,875,99,6,5,15,0,0,0,0,0,0,0,0,0,0,0,0,13500000,6.552,109.995864688343,1,0,7,1.31413612565445,4.21570680628272,6.87029702970297,114.038105952166,0,0,1.28717948717949,6.91824817518248,95.5131437054735,0
"4458",6,4,12,0,0,188,58,25,10,12,46,1,4,260,26,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1.3e+07,6.83076923076923,36.2239486495918,0,1,8,1.26904376012966,3.97795786061588,6.552,109.995864688343,0,1,1.31413612565445,6.87029702970297,114.038105952166,0
"4459",0,2,6,0,0,80,37,20,10,8,20,0,0,125,25,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,507000,6.648,35.4455203469159,0,2,9,1.11702127659574,4.52446808510638,6.83076923076923,36.2239486495918,0,0,1.26904376012966,6.552,109.995864688343,0
"4460",6,4,15,0,0,259,99,47,10,36,72,3,3,392,48,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,507000,6.47142857142857,60.397112968266,2,2,10,1.6875,7.3625,6.648,35.4455203469159,0,0,1.11702127659574,6.83076923076923,36.2239486495918,0
"4461",3,1,0,0,0,186,63,30,6,36,45,7,1,282,31,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,505000,5.9531914893617,39.7752404792956,63,2,5,1.44360902255639,4.72255639097744,5.77597911227154,51.8292719482761,0,63,1.26,6.28235294117647,6.95032186899961,0
"4462",6,6,13,0,0,249,110,65,14,47,63,5,6,404,65,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,481000,5.84554455445545,81.4865876724251,5,2,2,1.66666666666667,3.47777777777778,6.73333333333333,48.9800366810382,0,20,1.25,6.15,1.10753581067054,0
"4463",3,3,0,0,0,236,83,41,7,30,83,10,5,348,42,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,509000,7.19310344827586,45.5500997416151,67,2,3,1.89156626506024,5.60963855421687,5.84554455445545,81.4865876724251,0,5,1.66666666666667,6.73333333333333,48.9800366810382,0
"4464",5,9,20,0,0,413,152,73,21,44,96,7,6,598,76,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,1850000,6.36321070234114,97.9123782179778,24,2,4,1.4364406779661,3.42881355932203,7.19310344827586,45.5500997416151,0,67,1.89156626506024,5.84554455445545,81.4865876724251,0
"4465",2,0,1,0,0,137,50,29,8,17,44,1,2,202,30,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1480000,6.88514851485149,35.2070793990418,33,1,5,1.42372881355932,4.83438256658596,6.36321070234114,97.9123782179778,0,24,1.4364406779661,7.19310344827586,45.5500997416151,0
"4466",1,1,0,0,0,99,41,23,5,14,31,6,2,153,29,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1480000,6.57647058823529,27.5229026705902,18,3,6,1.46715328467153,4.7985401459854,6.88514851485149,35.2070793990418,0,33,1.42372881355932,6.36321070234114,97.9123782179778,0
"4467",13,13,34,2,0,682,257,115,20,78,127,1,11,998,126,3,4,29,0,0,0,0,0,0,0,0,0,0,0,0,7500000,5.8809619238477,137.970397684196,0,2,11,1.40784982935154,4.21877133105802,6.03905325443787,108.413487476633,0,0,1.18156424581006,6.19175257731959,105.906012266526,0
"4468",5,7,20,0,0,362,150,83,18,49,74,4,8,552,88,1,6,17,0,0,0,0,0,0,0,0,0,0,0,0,7500000,5.81304347826087,99.2320123057778,0,2,12,1.47360703812317,4.37448680351906,5.8809619238477,137.970397684196,0,0,1.40784982935154,6.03905325443787,108.413487476633,0
"4469",13,8,33,2,1,632,212,90,21,70,107,5,6,892,101,3,1,27,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,5.8304932735426,117.088604443707,0,1,13,1.64917127071823,5.28011049723757,5.81304347826087,99.2320123057778,0,0,1.47360703812317,5.8809619238477,137.970397684196,0
"4470",13,8,31,0,0,585,227,99,22,50,116,6,11,851,108,9,3,16,1,0,0,4,1,0,0,1,3,6,0,0,2500000,6.24606345475911,125.59254168335,2,1,14,1.33860759493671,4.54810126582279,5.8304932735426,117.088604443707,0,0,1.64917127071823,5.81304347826087,99.2320123057778,0
"4471",18,9,35,2,1,635,248,112,24,66,126,2,9,935,117,7,4,19,0,0,0,0,0,0,0,0,0,0,0,0,3500000,6.05454545454545,141.859983441549,0,2,15,1.42051282051282,4.33846153846154,6.24606345475911,125.59254168335,1,2,1.33860759493671,5.8304932735426,117.088604443707,0
"4472",14,8,30,1,1,586,205,75,15,53,87,0,8,828,86,5,6,25,0,0,0,0,0,0,0,0,0,0,0,1,8e+06,5.79130434782609,100.455598618546,0,2,16,1.48346456692913,4.54645669291339,6.05454545454545,141.859983441549,0,0,1.42051282051282,6.24606345475911,125.59254168335,1
"4473",17,8,33,0,0,612,195,87,23,62,99,5,9,849,97,1,7,25,1,0,3,69,9,0,0,7,19,84,0,1,8e+06,5.82402826855124,110.943189918362,1,2,17,1.32081911262799,4.22901023890785,5.79130434782609,100.455598618546,0,0,1.48346456692913,6.05454545454545,141.859983441549,0
"4474",3,4,11,0,0,189,65,31,8,25,36,1,1,275,36,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,8e+06,5.83636363636364,40.7453865178515,0,3,18,1.25980392156863,4.70980392156863,5.82402826855124,110.943189918362,1,1,1.32081911262799,5.79130434782609,100.455598618546,0
"4475",9,13,30,0,0,521,212,110,22,71,82,4,9,782,118,7,10,25,0,0,0,0,0,0,0,0,0,0,0,0,8e+06,5.476726342711,132.613090965318,0,3,19,1.42857142857143,4.94603174603175,5.83636363636364,40.7453865178515,0,0,1.25980392156863,5.82402826855124,110.943189918362,1
"4476",1,4,11,0,0,195,71,45,10,24,39,1,1,286,48,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,215000,6.02937062937063,47.1662280248396,3,0,2,1.76878612716763,4.88208092485549,6.25074626865672,49.012131424246,0,1,1.3448275862069,6.63076923076923,4.20030623867944,0
"4477",9,2,0,0,0,243,62,17,3,36,76,9,4,332,17,1,0,12,1,1,0,16,7,5,1,3,5,26,5,0,325000,6.84578313253012,27.6746386961465,81,1,3,1.46153846153846,5.10769230769231,6.02937062937063,47.1662280248396,0,3,1.76878612716763,6.25074626865672,49.012131424246,0
"4478",2,0,0,0,0,189,66,35,7,42,50,9,6,295,37,4,0,7,1,0,0,10,3,0,0,2,1,15,0,0,820000,5.76610169491526,45.445882737478,73,1,4,1.20987654320988,3.13827160493827,6.84578313253012,27.6746386961465,1,81,1.46153846153846,6.02937062937063,47.1662280248396,0
"4479",7,4,0,0,0,223,61,29,4,38,69,5,5,319,32,3,1,6,1,0,0,3,0,1,0,1,1,4,1,0,1250000,6.60376175548589,31.3377535800309,74,1,5,1.71428571428571,5.00952380952381,5.76610169491526,45.445882737478,1,73,1.20987654320988,6.84578313253012,27.6746386961465,1
"4480",4,3,0,0,0,171,50,22,6,39,48,1,6,264,26,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2200000,5.9,34.8800927998698,68,1,6,1.33183856502242,3.53632286995516,6.60376175548589,31.3377535800309,1,74,1.71428571428571,5.76610169491526,45.445882737478,1
"4481",1,2,0,0,0,145,57,36,3,28,31,1,1,226,40,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1600000,5.61238938053097,32.2938179997939,65,3,7,1.56140350877193,4.83157894736842,5.9,34.8800927998698,0,68,1.33183856502242,6.60376175548589,31.3377535800309,1
"4482",2,2,0,0,0,169,39,12,3,40,42,4,2,237,12,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,3250000,5.65316455696203,22.9975231222976,74,2,8,1.75862068965517,4.4,5.61238938053097,32.2938179997939,0,65,1.56140350877193,5.9,34.8800927998698,0
"4483",4,4,0,0,0,177,41,18,5,38,52,2,5,255,18,4,0,3,1,0,0,22,2,0,0,3,7,25,0,0,4250000,6.05882352941177,26.8263822213896,81,3,9,1.40236686390533,4.3715976331361,5.65316455696203,22.9975231222976,0,74,1.75862068965517,5.61238938053097,32.2938179997939,0
"4484",0,0,0,0,0,50,13,5,2,13,12,0,2,73,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4250000,4.90684931506849,10.2795792225647,21,3,10,1.33898305084746,4.47118644067797,6.05882352941177,26.8263822213896,1,81,1.40236686390533,5.65316455696203,22.9975231222976,0
"4485",1,0,0,0,0,110,30,15,3,29,28,0,5,171,17,2,0,5,1,0,0,3,0,0,0,0,0,3,0,0,1350000,5.47017543859649,20.631887791613,60,3,11,1.56,6.02,4.90684931506849,10.2795792225647,0,21,1.33898305084746,6.05882352941177,26.8263822213896,1
"4486",1,0,0,0,0,74,28,11,1,15,19,0,1,116,14,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,750000,5.91724137931035,14.9421367669703,36,3,12,1.60909090909091,4.94545454545455,5.47017543859649,20.631887791613,1,60,1.56,4.90684931506849,10.2795792225647,0
"4487",0,0,0,0,0,36,21,12,4,3,6,1,1,62,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,5.78709677419355,17.6268572438928,16,3,13,1.74324324324324,3.88918918918919,5.91724137931035,14.9421367669703,0,36,1.60909090909091,5.47017543859649,20.631887791613,1
"4488",15,11,32,4,2,675,176,73,26,80,178,9,14,917,85,6,1,28,0,0,0,0,0,0,0,0,0,0,0,0,5250000,6.52540894220284,106.691744870367,0,0,2,1.29047619047619,3.71428571428571,6.58367346938776,96.9842711549976,0,0,1.52247191011236,6.20933852140078,113.757126993898,0
"4489",9,14,32,1,0,543,198,116,21,105,124,8,10,829,122,7,4,22,0,0,0,0,0,0,0,0,0,0,0,0,7500000,5.54475271411339,131.862867385701,0,1,3,1.13777777777778,4.34666666666667,6.52540894220284,106.691744870367,0,0,1.29047619047619,6.58367346938776,96.9842711549976,0
"4490",0,2,2,0,0,22,11,9,2,8,5,1,1,40,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7500000,4.2,11.5396201702685,2,2,4,1.67403314917127,5.22762430939227,5.54475271411339,131.862867385701,0,0,1.13777777777778,6.52540894220284,106.691744870367,0
