"","l_W","l_L","l_GS","l_CG","l_SHO","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_WP","l_HBP","l_BFP","l_R","l_SH","l_SF","l_GIDP","round","po_L","po_GS","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_BFP","po_R","GP","salary","kwERA","BSR","l_GM","attendance.f","career","b1.WHIP","b1.FIP","b1.kwERA","b1.BSR","b1.round","b1.l_GM","b2.WHIP","b2.kwERA","b2.BSR","b2.round"
"1374",3,3,7,0,0,114,38,19,2,19,20,0,3,167,20,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,550000,5.2562874251497,19.5511769099366,0,0,7,1.58571428571429,4.55,5.34312796208531,27.5208212845423,0,23,1.88321167883212,5.67777777777778,35.086554367674,0
"1375",9,14,28,1,1,485,193,94,21,52,115,3,1,711,102,7,6,16,0,0,0,0,0,0,0,0,0,0,0,0,515000,6.49704641350211,116.416475028508,4,3,2,1.2015306122449,3.85816326530612,6.40934579439252,60.8123541408389,1,40,1.36904761904762,6.06852367688022,44.7405915260425,1
"1376",4,12,11,0,0,327,126,62,10,27,69,5,2,472,71,2,3,15,0,0,0,0,0,0,0,0,0,0,0,0,1300000,6.49322033898305,64.826191289919,44,2,3,1.51546391752577,4.39381443298969,6.49704641350211,116.416475028508,0,4,1.2015306122449,6.40934579439252,60.8123541408389,1
"1377",6,2,0,0,0,183,68,27,4,22,56,6,2,268,28,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,7.01194029850746,34.1153118250179,73,2,4,1.40366972477064,3.84220183486239,6.49322033898305,64.826191289919,0,44,1.51546391752577,6.49704641350211,116.416475028508,0
"1378",3,3,0,0,0,163,52,20,6,20,33,2,1,229,20,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2700000,6.13362445414847,30.5190704060412,62,1,5,1.47540983606557,3.2,7.01194029850746,34.1153118250179,0,73,1.40366972477064,6.49322033898305,64.826191289919,0
"1379",4,1,0,0,0,146,46,23,5,21,24,3,4,209,24,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2700000,5.57224880382775,27.319201023863,55,1,6,1.32515337423313,4.46993865030675,6.13362445414847,30.5190704060412,0,62,1.47540983606557,7.01194029850746,34.1153118250179,0
"1380",2,0,5,0,0,73,19,5,0,14,22,2,1,104,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,505125,6.20769230769231,7.58088533225284,0,0,2,1.59036144578313,3.95903614457831,6.49090909090909,15.7492380778613,0,0,1.61392405063291,6.21012658227848,80.9904784239768,0
"1381",9,12,25,0,0,448,113,42,12,53,113,5,5,606,52,3,4,7,1,0,0,14,3,2,0,4,5,21,2,0,2425000,6.52871287128713,58.9439323788556,6,1,3,1.35616438356164,3.24109589041096,6.20769230769231,7.58088533225284,0,0,1.59036144578313,6.49090909090909,15.7492380778613,0
"1382",7,8,24,0,0,410,137,62,15,53,102,11,9,588,64,3,5,17,1,0,0,18,7,4,2,0,9,23,4,0,4225000,6.21632653061225,80.9842152166133,6,2,4,1.11160714285714,3.85625,6.52871287128713,58.9439323788556,1,6,1.35616438356164,6.20769230769231,7.58088533225284,0
"1383",3,8,19,0,0,322,161,66,14,25,41,0,3,482,74,2,4,23,0,0,0,0,0,0,0,0,0,0,0,0,4e+05,5.77344398340249,93.9006681551027,1,0,2,1.5,4.10092879256966,6.01604278074866,131.409833775667,0,0,1.20472440944882,6.6316715542522,31.6318154381134,0
"1384",5,14,31,1,1,555,230,99,19,47,87,2,7,829,111,14,4,9,0,0,0,0,0,0,0,0,0,0,0,0,2200000,5.89215922798553,123.846493075514,0,0,3,1.73291925465839,4.8583850931677,5.77344398340249,93.9006681551027,0,1,1.5,6.01604278074866,131.409833775667,0
"1385",11,16,32,3,1,639,231,96,23,49,106,2,3,891,101,18,10,20,0,0,0,0,0,0,0,0,0,0,0,0,4300000,6.12727272727273,123.501157781694,0,0,4,1.4972972972973,4.45405405405405,5.89215922798553,123.846493075514,0,0,1.73291925465839,5.77344398340249,93.9006681551027,0
"1386",8,15,29,0,0,477,212,101,25,51,96,4,4,730,115,9,6,21,0,0,0,0,0,0,0,0,0,0,0,0,3500000,6.10684931506849,136.84250461244,0,0,5,1.31455399061033,4.34084507042254,6.12727272727273,123.501157781694,0,0,1.4972972972973,5.89215922798553,123.846493075514,0
"1387",3,4,9,0,0,230,101,42,6,19,32,1,1,338,42,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3500000,5.82603550295858,50.7768431602703,12,1,6,1.65408805031447,5.03647798742138,6.10684931506849,136.84250461244,0,0,1.31455399061033,6.12727272727273,123.501157781694,0
"1388",1,0,0,0,0,41,11,2,0,4,10,0,0,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e+05,6.68571428571429,3.42958414232176,8,1,7,1.56521739130435,4.16521739130435,5.82603550295858,50.7768431602703,0,12,1.65408805031447,6.10684931506849,136.84250461244,0
"1389",1,2,1,0,0,94,39,21,3,10,18,2,1,142,23,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,850000,6.24507042253521,21.3377573563845,25,2,8,1.09756097560976,2.61463414634146,6.68571428571429,3.42958414232176,0,8,1.56521739130435,5.82603550295858,50.7768431602703,0
"1390",5,1,0,0,0,176,49,16,3,17,74,3,0,238,19,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4500000,8.32436974789916,21.1084763889145,74,2,9,1.56382978723404,4.06170212765957,6.24507042253521,21.3377573563845,0,25,1.09756097560976,6.68571428571429,3.42958414232176,0
"1391",3,6,0,0,0,182,47,23,9,32,66,0,3,255,26,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5e+06,7.04705882352941,35.7077812339269,71,0,10,1.125,2.16022727272727,8.32436974789916,21.1084763889145,0,74,1.56382978723404,6.24507042253521,21.3377573563845,0
"1392",0,2,0,0,0,39,13,10,4,11,7,0,0,64,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,401500,4.65,15.3263096176045,15,0,2,1.57627118644068,4.6364406779661,5.74188034188034,49.1490727499299,0,10,2.83333333333333,4.93846153846154,36.0017051554639,0
"1393",1,3,0,0,0,124,45,18,7,25,29,2,1,196,22,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,401500,5.88979591836735,34.9569255108226,45,3,4,1.84615384615385,8.66153846153846,4.65,15.3263096176045,0,15,1.57627118644068,5.74188034188034,49.1490727499299,0
"1394",0,3,0,0,0,132,49,24,3,29,47,2,0,208,31,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,492500,6.9,29.4337233063122,60,1,3,1.3015873015873,4.37460317460318,7.06292134831461,36.8739328505132,0,72,1.68421052631579,7.03636363636364,9.79212890273095,1
"1395",3,4,0,0,0,203,53,20,5,28,72,2,0,282,21,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1400000,7.44255319148936,27.9324717211243,75,0,4,1.77272727272727,3.38181818181818,6.9,29.4337233063122,0,60,1.3015873015873,7.06292134831461,36.8739328505132,0
"1396",10,6,0,0,0,171,47,20,4,22,67,2,4,245,25,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2350000,7.45714285714286,23.8595044136879,75,0,5,1.19704433497537,3.09655172413793,7.44255319148936,27.9324717211243,0,75,1.77272727272727,6.9,29.4337233063122,0
"1397",2,5,0,0,0,162,46,27,6,29,65,2,2,235,27,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3450000,7.18723404255319,30.2760358758972,72,0,6,1.21052631578947,3.07719298245614,7.45714285714286,23.8595044136879,0,75,1.19704433497537,7.44255319148936,27.9324717211243,0
"1398",9,16,29,2,0,537,201,98,26,58,95,6,11,777,109,2,7,23,0,0,0,0,0,0,0,0,0,0,0,0,275000,5.8015444015444,126.999667213616,0,0,2,1.85253456221198,6.43502304147465,5.22808022922636,72.4572823578876,0,0,0.857142857142857,8.06666666666667,0.287419875715614,0
"1399",0,1,2,0,0,25,13,11,3,4,5,0,1,43,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000,5.4,12.5533863742729,0,0,3,1.44692737430168,5.18324022346369,5.8015444015444,126.999667213616,0,0,1.85253456221198,5.22808022922636,72.4572823578876,0
"1400",0,1,1,0,0,26,18,7,2,3,8,2,0,45,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,315000,6.73333333333333,13.324052451949,2,0,4,2.04,8.48,5.4,12.5533863742729,0,0,1.44692737430168,5.8015444015444,126.999667213616,0
"1401",6,7,8,1,0,182,72,47,11,35,48,5,5,291,50,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,315000,5.85360824742268,55.9463179937383,16,0,5,2.42307692307692,5.39230769230769,6.73333333333333,13.324052451949,0,2,2.04,5.4,12.5533863742729,0
"1402",0,0,0,0,0,18,6,1,1,0,3,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385000,6.9,3.37594316079974,3,2,7,1.76373626373626,5.80439560439561,5.85360824742268,55.9463179937383,0,16,2.42307692307692,6.73333333333333,13.324052451949,0
"1403",8,7,19,0,0,383,133,67,21,49,66,2,8,561,71,1,7,10,0,0,0,0,0,0,0,0,0,0,0,0,9e+05,5.67807486631016,92.2373094373466,17,3,8,1,4.36666666666667,6.9,3.37594316079974,0,3,1.76373626373626,5.85360824742268,55.9463179937383,0
"1404",5,4,0,0,0,263,81,28,5,35,63,3,4,365,33,4,2,15,1,0,0,10,7,1,1,3,3,21,2,0,1635000,6.41917808219178,39.3829506247707,71,3,9,1.42558746736292,5.54986945169713,5.67807486631016,92.2373094373466,0,17,1,6.9,3.37594316079974,0
"1405",2,2,0,0,0,209,56,34,8,47,62,2,7,314,38,3,3,3,1,0,0,16,3,4,0,2,3,22,4,0,2125000,5.78216560509554,40.8043217108873,59,3,10,1.32319391634981,3.59923954372624,6.41917808219178,39.3829506247707,1,71,1.42558746736292,5.67807486631016,92.2373094373466,0
"1406",4,1,0,0,0,206,63,29,7,27,63,0,5,291,29,1,2,8,1,0,0,4,2,2,0,3,1,8,2,0,8e+05,6.76082474226804,36.5097509933381,64,3,11,1.47846889952153,5.15215311004785,5.78216560509554,40.8043217108873,1,59,1.32319391634981,6.41917808219178,39.3829506247707,1
"1407",2,2,0,0,0,205,86,42,12,26,59,6,3,318,45,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,9e+05,6.64528301886793,59.8358449726864,56,0,12,1.31067961165049,4.00097087378641,6.76082474226804,36.5097509933381,1,64,1.47846889952153,5.78216560509554,40.8043217108873,1
"1408",4,1,0,0,0,183,52,21,9,28,49,1,0,257,25,2,2,4,1,0,0,0,0,0,0,0,0,1,1,0,850000,6.52062256809339,37.0432861159267,76,2,13,1.6390243902439,4.89756097560976,6.64528301886793,59.8358449726864,0,56,1.31067961165049,6.76082474226804,36.5097509933381,1
"1409",1,0,0,0,0,48,25,16,4,9,16,0,0,81,17,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,850000,6.58518518518519,21.0465249856404,16,3,14,1.31147540983607,4.74098360655738,6.52062256809339,37.0432861159267,1,76,1.6390243902439,6.64528301886793,59.8358449726864,0
"1410",0,0,0,0,0,7,5,2,0,1,0,0,0,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,215000,4.4,2.62216503136561,2,0,2,1.825,6.025,4.76170212765958,32.7451823025727,0,40,1.5,4.69411764705882,1.63085586678965,0
"1411",0,0,0,0,0,14,7,4,1,2,4,1,0,22,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,225000,6.49090909090909,5.29354028760557,8,0,3,2.57142857142857,4.48571428571429,4.4,2.62216503136561,0,2,1.825,4.76170212765958,32.7451823025727,0
"1412",1,1,6,0,0,100,28,20,5,17,25,2,2,142,20,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,350000,5.90704225352113,20.7497650433882,0,1,2,1.26857142857143,4.64,7.01122244488978,76.3399569767018,0,0,1.44444444444444,6.01749571183533,80.6038485064428,0
"1413",9,12,31,1,0,549,173,83,20,68,146,7,7,789,91,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1925000,6.57110266159696,101.415184842429,0,1,3,1.35,5.36,5.90704225352113,20.7497650433882,0,0,1.26857142857143,7.01122244488978,76.3399569767018,0
"1414",11,14,33,0,0,598,204,102,28,52,153,5,10,848,113,12,7,16,0,0,0,0,0,0,0,0,0,0,0,0,3375000,6.73018867924528,123.511230837256,0,3,4,1.31693989071038,4.15628415300546,6.57110266159696,101.415184842429,0,0,1.35,5.90704225352113,20.7497650433882,0
"1415",11,5,22,0,0,386,140,61,14,44,100,5,5,568,70,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,4650000,6.60422535211268,80.2166800011036,2,2,5,1.28428093645485,4.37892976588629,6.73018867924528,123.511230837256,0,0,1.31693989071038,6.57110266159696,101.415184842429,0
"1416",7,4,13,0,0,195,78,37,11,24,43,0,4,291,38,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,7208333,6.01855670103093,53.40993303314,0,1,6,1.4300518134715,4.06269430051814,6.60422535211268,80.2166800011036,0,2,1.28428093645485,6.73018867924528,123.511230837256,0
"1417",10,10,30,0,0,485,192,113,30,71,97,6,11,734,117,10,5,14,0,0,0,0,0,0,0,0,0,0,0,0,7958333,5.71062670299728,141.524092154336,0,3,7,1.56923076923077,5.36923076923077,6.01855670103093,53.40993303314,0,0,1.4300518134715,6.60422535211268,80.2166800011036,0
"1418",4,8,19,0,0,321,131,69,15,44,57,2,6,478,71,3,2,16,0,0,0,0,0,0,0,0,0,0,0,0,7958333,5.70125523012552,84.9949943804838,2,3,8,1.62680412371134,5.85979381443299,5.71062670299728,141.524092154336,0,0,1.56923076923077,6.01855670103093,53.40993303314,0
"1419",3,5,8,0,0,147,65,44,10,27,35,2,0,235,44,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7958333,5.96170212765958,51.4871298157251,4,1,9,1.63551401869159,5.21869158878505,5.70125523012552,84.9949943804838,0,2,1.62680412371134,5.71062670299728,141.524092154336,0
"1420",1,0,0,0,0,82,19,4,2,6,28,2,0,104,6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,493500,7.93846153846154,8.61536195162193,47,1,2,1.32558139534884,3.86279069767442,6.28524590163934,13.5054404728772,0,34,1.12987012987013,7.41869158878505,15.7559965622314,0
"1421",2,3,10,0,0,164,77,44,8,18,17,1,4,260,46,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3e+05,5.16923076923077,48.6332843024321,7,0,12,1.55601659751037,4.25809128630705,6.18048780487805,54.6504163249824,0,6,3.375,3.98823529411765,4.10829687202761,0
"1422",0,1,0,0,0,55,16,8,2,8,17,0,1,80,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1040000,6.9,9.81512981199642,21,0,10,1.32075471698113,4.25660377358491,6.75746606334842,33.2294218050987,0,70,1.13664596273292,7.39078341013825,15.8319718144806,0
"1423",2,1,0,0,0,109,34,13,1,19,30,5,6,168,14,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1300000,6.25714285714286,15.8000362296641,57,2,11,1.30909090909091,3.90909090909091,6.9,9.81512981199642,0,21,1.32075471698113,6.75746606334842,33.2294218050987,0
"1424",0,1,0,0,0,44,18,14,2,19,18,1,1,83,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000,5.83373493975904,16.8229496001488,22,1,12,1.45871559633028,3.39266055045872,6.25714285714286,15.8000362296641,0,57,1.30909090909091,6.9,9.81512981199642,0
"1425",0,0,0,0,0,3,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402700,8.4,0.261956307813423,1,0,3,1.28571428571429,3.81224489795918,5.4,4.60619172949101,0,15,1.58181818181818,6.84578313253012,14.728360024326,0
"1426",0,0,0,0,0,47,21,11,1,2,9,0,0,72,11,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,402700,6.56666666666667,9.42866450950293,15,2,4,1,1.2,8.4,0.261956307813423,0,1,1.28571428571429,5.4,4.60619172949101,0
"1427",17,7,30,2,0,578,198,103,29,84,131,8,6,855,117,5,7,16,0,0,0,0,0,0,0,0,0,0,0,0,4e+05,5.98947368421053,135.963816091161,0,3,2,1.24193548387097,3.2241935483871,7.09465648854962,53.6159248269805,1,27,1.05263157894737,7.25022026431718,21.6932357491786,1
"1428",4,10,24,0,0,398,146,104,34,59,87,5,6,595,105,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1400000,5.88403361344538,128.259690184342,0,2,3,1.4636678200692,5.18269896193772,5.98947368421053,135.963816091161,0,0,1.24193548387097,7.09465648854962,53.6159248269805,1
"1429",4,4,10,0,0,155,73,36,13,20,20,3,4,253,46,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,480000,5.35256916996047,58.6200953730545,1,1,5,1.54522613065327,6.64472361809045,5.88403361344538,128.259690184342,0,0,1.4636678200692,5.98947368421053,135.963816091161,0
"1430",3,11,29,1,1,476,164,104,33,62,103,8,4,697,107,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0,850000,6.08866571018651,128.020830318456,0,1,6,1.8,6.91612903225806,5.35256916996047,58.6200953730545,0,1,1.54522613065327,5.88403361344538,128.259690184342,0
"1431",11,9,31,1,0,545,189,93,32,48,103,4,6,774,100,3,10,14,0,0,0,0,0,0,0,0,0,0,0,0,4e+06,6.17519379844961,127.101077140165,0,1,7,1.42436974789916,5.79663865546219,6.08866571018651,128.020830318456,0,0,1.8,5.35256916996047,58.6200953730545,0
"1432",4,9,20,0,0,344,117,68,26,52,49,3,6,501,73,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,4e+06,5.20838323353293,98.7388466770774,0,0,8,1.3045871559633,5.23119266055046,6.17519379844961,127.101077140165,0,0,1.42436974789916,6.08866571018651,128.020830318456,0
"1433",2,4,9,0,0,111,53,43,12,21,13,2,3,185,44,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4e+06,4.68648648648649,51.2206499516819,0,0,9,1.47383720930233,6.7843023255814,5.20838323353293,98.7388466770774,0,0,1.3045871559633,6.17519379844961,127.101077140165,0
"1434",0,1,0,0,0,46,16,6,0,9,15,2,0,70,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e+06,6.77142857142857,7.03877126453298,8,1,10,2,8.65945945945946,4.68648648648649,51.2206499516819,0,0,1.47383720930233,5.20838323353293,98.7388466770774,0
"1435",1,0,0,0,0,13,4,1,0,1,2,0,0,18,1,0,0,0,1,1,0,4,3,2,1,0,2,7,2,0,575000,6.06666666666667,1.25774359210557,7,3,6,1.22448979591837,3.81224489795918,6.84360902255639,15.1868066300282,0,43,1.23,7.38561151079137,11.4565331026154,0
"1436",10,2,20,2,1,336,103,57,12,59,97,4,5,492,61,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,750000,6.20487804878049,65.8234845762783,0,1,9,1.79268292682927,6.46829268292683,5.79795918367347,86.1102694597438,0,5,1.6390977443609,5.87840531561462,94.9730204547516,0
"1437",0,1,2,0,0,18,12,9,1,3,6,0,3,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,5.75294117647059,8.52133209293562,0,0,10,1.44642857142857,4.575,6.20487804878049,65.8234845762783,0,0,1.79268292682927,5.79795918367347,86.1102694597438,0
"1438",7,4,0,0,0,202,62,28,9,31,67,4,4,293,32,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,9e+05,6.87440273037543,41.6653888243537,62,2,12,2.5,5.86666666666667,5.75294117647059,8.52133209293562,0,0,1.44642857142857,6.20487804878049,65.8234845762783,0
"1439",4,2,0,0,0,201,71,28,11,17,54,3,1,282,31,5,2,6,1,0,0,8,5,2,0,3,2,17,2,0,6e+05,6.97446808510638,45.7953452835278,52,3,13,1.38118811881188,4.32871287128713,6.87440273037543,41.6653888243537,0,62,2.5,5.75294117647059,8.52133209293562,0
"1440",1,0,1,0,0,111,35,9,3,18,29,0,2,160,9,4,1,4,1,0,0,2,2,2,0,1,0,5,2,0,6e+05,6.3,19.8633238471806,30,3,14,1.3134328358209,4.48358208955224,6.97446808510638,45.7953452835278,1,52,1.38118811881188,6.87440273037543,41.6653888243537,0
"1441",3,5,0,0,0,180,62,33,4,25,49,1,3,263,34,4,5,6,1,0,0,5,0,0,0,0,0,5,0,0,2400000,6.44942965779468,32.0502629438956,63,3,8,1.15909090909091,4.10340909090909,6.67868852459016,25.9005007859049,0,68,1.47204968944099,6.3620253164557,36.062470906181,0
"1442",1,4,0,0,0,162,65,44,14,17,59,3,3,245,47,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,5e+05,7.40816326530612,53.0584134562576,61,3,9,1.45,3.73333333333333,6.44942965779468,32.0502629438956,1,63,1.15909090909091,6.67868852459016,25.9005007859049,0
"1443",4,6,0,0,0,186,47,15,6,20,81,1,1,251,19,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3e+06,8.41195219123506,25.8375008222216,68,1,10,1.51851851851852,5.38518518518519,7.40816326530612,53.0584134562576,0,61,1.45,6.44942965779468,32.0502629438956,1
"1444",4,1,0,0,0,165,49,26,5,16,45,0,0,221,26,0,2,7,1,0,0,20,4,0,0,0,1,22,0,0,3e+06,7.13755656108597,25.4791729550257,65,2,11,1.08064516129032,2.71612903225806,8.41195219123506,25.8375008222216,0,68,1.51851851851852,7.40816326530612,53.0584134562576,0
"1445",2,2,0,0,0,157,49,24,7,11,37,0,1,217,28,2,2,5,1,0,0,22,10,2,0,2,6,34,3,0,3e+06,6.83778801843318,28.3456484489065,71,2,12,1.18181818181818,3.45454545454545,7.13755656108597,25.4791729550257,1,65,1.08064516129032,8.41195219123506,25.8375008222216,0
"1446",2,5,0,0,0,156,62,44,10,14,38,1,2,231,47,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,850000,6.6987012987013,42.7951788881239,67,2,13,1.14649681528662,4.15541401273885,6.83778801843318,28.3456484489065,1,71,1.18181818181818,7.13755656108597,25.4791729550257,1
"1447",4,3,0,0,0,157,50,19,4,15,53,0,0,221,21,2,3,2,1,0,0,1,0,0,0,0,1,1,0,0,2356496,7.57194570135747,24.4933058702369,73,2,14,1.46153846153846,4.98846153846154,6.6987012987013,42.7951788881239,0,67,1.14649681528662,6.83778801843318,28.3456484489065,1
"1448",1,2,0,0,0,204,67,30,5,19,51,0,0,284,30,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3107126,6.96338028169014,32.3661667094,68,1,15,1.24203821656051,2.91337579617834,7.57194570135747,24.4933058702369,1,73,1.46153846153846,6.6987012987013,42.7951788881239,0
"1449",2,5,0,0,0,185,59,34,8,30,57,2,2,270,36,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,6.73333333333333,39.5080641393969,70,0,16,1.26470588235294,3.27352941176471,6.96338028169014,32.3661667094,0,68,1.24203821656051,7.57194570135747,24.4933058702369,1
"1450",2,2,0,0,0,74,28,16,3,12,12,2,1,111,18,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,5.50810810810811,18.0176160626974,36,2,17,1.44324324324324,4.35135135135135,6.73333333333333,39.5080641393969,0,70,1.26470588235294,6.96338028169014,32.3661667094,0
"1451",0,0,0,0,0,11,7,6,1,1,0,0,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418000,4.8,5.37892791127542,3,3,2,1.72566371681416,7.07610619469027,5.81142857142857,43.919989967394,0,0,1.27272727272727,5.95609756097561,71.8730264854488,0
"1452",0,2,2,0,0,25,12,12,2,7,6,1,0,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418000,5.12093023255814,11.1403102946625,2,3,3,2.18181818181818,7.56363636363636,4.8,5.37892791127542,0,3,1.72566371681416,5.81142857142857,43.919989967394,0
"1453",6,14,33,0,0,599,223,97,14,43,142,6,7,854,107,9,5,17,0,0,0,0,0,0,0,0,0,0,0,0,3300000,6.76299765807963,103.673039797989,0,0,3,1.3166144200627,3.66081504702194,6.46430155210643,49.7701711491443,0,0,1.50837988826816,6.10722433460076,72.4756668873939,0
"1454",14,3,27,0,0,463,175,72,10,49,121,8,3,673,72,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,5600000,6.63031203566122,85.4499582924795,0,3,4,1.3322203672788,3.3652754590985,6.76299765807963,103.673039797989,0,0,1.3166144200627,6.46430155210643,49.7701711491443,0
"1455",0,0,0,0,0,49,15,9,2,8,7,0,3,71,9,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,203800,4.89295774647887,9.88436818867714,10,2,4,1.66463414634146,5.48658536585366,5.4,41.769815691409,0,36,1.28571428571429,5.4,5.88880679719246,0
"1456",5,8,16,1,0,278,127,81,14,48,41,3,5,446,81,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,6620921,5.07713004484305,88.4169756117986,0,3,10,1.48914616497829,5.18408104196816,5.4,150.908188609492,0,0,1.40450928381963,6.57604355716878,148.061138996747,0
"1457",5,12,28,3,1,482,192,99,20,68,74,5,8,719,109,3,7,22,0,0,0,0,0,0,0,0,0,0,0,0,7030000,5.4,120.322035739619,1,2,12,1.88848920863309,5.99496402877698,5.07713004484305,88.4169756117986,0,0,1.48914616497829,5.4,150.908188609492,0
"1458",1,4,6,0,0,81,38,20,3,20,9,2,0,136,22,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,525000,4.42941176470588,26.6367942505581,0,1,14,1.61825726141079,5.27883817427386,5.4,120.322035739619,0,1,1.88848920863309,5.07713004484305,88.4169756117986,0
"1459",1,4,8,0,0,166,62,37,12,25,15,1,4,249,37,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,525000,4.72530120481928,49.9269516692705,11,3,15,2.14814814814815,6.2,4.42941176470588,26.6367942505581,0,0,1.61825726141079,5.4,120.322035739619,0
"1460",0,0,0,0,0,34,13,10,2,7,2,0,3,57,12,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,525000,4.13684210526316,10.232892344163,9,3,16,1.57228915662651,7.04939759036145,4.72530120481928,49.9269516692705,0,11,2.14814814814815,4.42941176470588,26.6367942505581,0
"1461",1,2,3,0,0,51,16,9,1,2,10,1,1,65,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,504500,6.69230769230769,6.37452753779698,0,2,2,1.40217391304348,3.7054347826087,6.80909090909091,37.1977610063977,0,2,1.24390243902439,6.7215859030837,29.2736298111889,0
"1462",10,15,24,3,1,540,186,107,26,85,142,4,3,794,118,5,4,16,0,0,0,0,0,0,0,0,0,0,0,0,1500000,6.26146095717884,127.834193029911,19,0,3,1.63218390804598,4.67126436781609,6.00377358490566,124.638967292917,0,3,1.34309623430962,6.69824561403509,36.812015975287,0
"1463",6,8,11,1,1,378,93,49,8,52,121,2,3,517,51,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,2300000,7.04796905222437,46.6191053315254,48,1,4,1.50555555555556,4.91666666666667,6.26146095717884,127.834193029911,0,19,1.63218390804598,6.00377358490566,124.638967292917,0
"1464",5,7,0,0,0,234,75,37,10,44,85,4,5,355,39,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3900000,6.81971830985916,52.0837892312122,76,0,5,1.15079365079365,3.2952380952381,7.04796905222437,46.6191053315254,0,48,1.50555555555556,6.26146095717884,127.834193029911,0
"1465",13,9,26,1,1,541,189,86,15,78,159,9,9,797,94,5,5,17,0,0,0,0,0,0,0,0,0,0,0,0,5750000,6.52923462986198,104.790384404113,15,0,6,1.52564102564103,4.34102564102564,6.81971830985916,52.0837892312122,0,76,1.15079365079365,7.04796905222437,46.6191053315254,0
