"","yearID","stint","teamID","lgID","l_W","l_L","l_G","l_GS","l_CG","l_SHO","l_SV","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_IBB","l_WP","l_HBP","l_BK","l_BFP","l_GF","l_R","l_SH","l_SF","l_GIDP","l_ERA","l_BAOpp","round","po_W","po_L","po_G","po_GS","po_CG","po_SHO","po_SV","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_IBB","po_WP","po_HBP","po_BK","po_BFP","po_GF","po_R","po_SH","po_SF","po_GIDP","po_ERA","po_BAOpp","birthYear","birthCountry","throws","debut","GP","n_award","divID","Rank","G","W","attendance","PPF","salary","WHIP","FIP","ERC","ERAP","kwERA","BSR"
"925",2013,1,19,1,8,10,26,25,0,0,0,440,143,65,13,65,102,2,17,6,0,636,1,70,9,9,14,3.98863636363636,0.224842767295597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,1,1,2009,0,0,1,2,162,81,2134795,102,5700000,1.41818181818182,4.37272727272727,4.19147792667238,12175.1617761506,6.02264150943396,81.2501572424852
"926",2014,1,19,1,3,12,32,17,0,0,1,332,123,69,9,55,105,2,5,4,0,499,8,76,6,3,11,5.61144578313253,0.246492985971944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,1,1,2009,0,0,1,5,162,64,2073730,102,7700000,1.60843373493976,3.90481927710843,5.1140611475964,8654.14990544563,6.55430861723447,70.5170389546132
"927",2015,2,16,1,1,3,26,3,0,0,0,130,44,26,4,16,36,1,2,2,0,187,6,27,3,1,5,5.4,0.235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,1,1,2009,0,0,3,4,162,67,2001392,97,1.2e+07,1.38461538461538,3.91538461538462,4.15267840394899,8552.18304351932,6.6192513368984,24.2223232476301
"928",2016,1,23,1,4,4,50,1,0,0,0,197,49,20,7,35,66,3,3,5,0,284,16,22,0,0,5,2.74111675126904,0.172535211267606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,1,1,2009,0,0,2,1,162,103,3232420,93,4250000,1.27918781725888,4.26598984771574,3.41515935690284,16153.0459319915,6.62535211267606,32.344203816804
"929",2006,1,1,1,13,12,32,31,1,1,0,572,157,88,18,87,179,1,9,6,2,818,1,93,11,6,6,4.15384615384615,0.191931540342298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1,1,2005,0,0,1,3,161,76,3130313,100,328000,1.27972027972028,3.9972027972028,3.34744596555645,11461.6886150259,6.67628361858191,92.7223441048227
"930",2007,1,1,1,7,16,32,32,1,0,0,600,173,81,14,79,163,3,12,5,0,832,0,84,8,5,16,3.645,0.207932692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1,1,2005,0,0,1,5,162,71,3223215,101,650000,1.26,3.695,3.23191677073317,13192.3709415113,6.58269230769231,88.3896518886585
"931",2008,1,1,1,8,14,34,34,1,1,0,653,206,91,19,91,186,9,7,7,2,933,0,95,7,7,10,3.76263399693721,0.220793140407288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1,1,2005,0,0,1,4,162,72,2863837,103,950000,1.36447166921899,3.85237366003063,3.83668826243457,13032.9960195778,6.6475884244373,114.707201503835
"932",2009,1,1,1,14,8,33,33,4,0,0,653,184,70,22,73,171,6,9,3,0,886,0,73,10,6,14,2.89433384379786,0.207674943566591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1,1,2005,0,0,1,3,162,88,2862110,102,2900000,1.18070444104135,3.90750382848392,3.06147030721207,16778.4007009322,6.76794582392777,102.94335480151
"933",2010,1,1,1,13,11,33,33,4,2,0,670,181,78,22,61,177,4,8,4,0,896,0,84,6,7,10,3.14328358208955,0.202008928571429,1,2,0,3,3,0,0,0,64,13,0,0,7,13,1,1,2,0,85,0,1,1,0,1,0,0.152941176470588,1984,1,1,2005,0,0,1,1,162,92,3037443,101,4583333,1.08358208955224,3.71492537313433,2.64941911330624,15298.0763033294,6.95357142857143,96.2876274670224
"934",2011,1,1,1,12,11,33,33,1,0,0,665,177,71,9,63,179,5,4,9,0,907,0,82,11,6,7,2.88270676691729,0.195148842337376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1,1,2005,0,0,1,2,162,86,3387303,89,7333333,1.08270676691729,3.01954887218045,2.3069358536363,14699.0258002234,6.88180815876516,71.1389230319918
"935",2012,1,1,1,16,5,32,32,2,2,0,658,177,68,21,51,193,1,8,9,0,876,0,73,11,9,14,2.790273556231,0.202054794520548,1,2,2,5,5,0,0,0,90,27,12,6,7,20,1,0,4,0,125,0,12,0,0,3,3.6,0.216,1984,1,1,2005,1,0,1,1,162,94,3377371,88,15333333,1.03951367781155,3.49179331306991,2.57111690989716,15015.330714128,7.23561643835616,90.3761792602799
"936",2013,1,1,1,8,10,30,30,0,0,0,553,158,82,23,55,158,3,1,5,0,760,0,85,6,2,9,4.00361663652803,0.207894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1,1,2005,0,0,1,4,162,76,3326796,89,20833333,1.15551537070524,4.03544303797468,3.1455449688303,10583.6759580812,6.99473684210526,94.4391626245605
"937",2014,1,1,1,2,7,15,15,0,0,0,271,81,42,13,32,70,2,2,2,0,374,0,47,3,2,9,4.18450184501845,0.216577540106952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1,1,2005,0,0,1,2,162,88,3368697,95,2e+07,1.25092250922509,4.58376383763838,3.73360284744559,10808.8341902506,6.6192513368984,53.1949919185584
"938",2015,1,1,1,2,4,13,11,0,0,0,182,71,39,12,20,41,0,1,4,0,271,0,39,1,4,6,5.78571428571429,0.261992619926199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1,1,2005,0,0,1,2,162,84,3375882,97,2.1e+07,1.5,5.60659340659341,5.78775613823446,7982.03750728469,6.15276752767528,51.2642832468836
"939",2016,1,1,1,4,8,21,17,0,0,0,268,103,56,16,32,72,1,5,6,0,397,2,58,8,6,8,5.64179104477612,0.259445843828715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1,1,2005,0,0,1,2,162,87,3365256,102,20833333,1.51119402985075,5.1589552238806,5.69654773252754,8607.6021972623,6.45793450881612,72.21704425578
"940",2005,1,7,2,4,1,58,0,0,0,1,167,45,20,6,18,52,2,2,1,0,229,15,20,1,1,1,3.23353293413174,0.196506550218341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,5,1,2003,0,0,1,2,162,88,2109118,100,330000,1.13173652694611,3.64910179640719,2.80359946656904,14723.8615285332,7.23406113537118,25.7681922275011
"941",2006,1,7,2,3,2,70,0,0,0,2,174,50,22,4,24,67,3,1,0,0,241,17,22,0,1,2,3.41379310344828,0.20746887966805,1,1,0,4,0,0,0,0,9,3,0,0,2,2,0,0,0,0,14,1,0,0,0,0,0,0.214285714285714,1975,5,1,2003,0,0,1,1,162,93,1976625,97,850000,1.27586206896552,2.87241379310345,3.12685650307626,13527.998632476,7.69045643153527,25.7593237195425
"942",2007,1,7,2,1,5,46,0,0,0,1,122,46,26,3,21,31,2,1,2,0,185,6,26,0,5,3,5.75409836065574,0.248648648648649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,5,1,2003,0,0,1,3,162,76,1921844,94,1600000,1.64754098360656,4.18360655737705,5.25672430438635,7777.67130397141,6.04864864864865,26.0435891852898
"943",2008,1,7,2,0,0,5,0,0,0,0,14,3,2,0,3,7,0,0,0,0,20,3,3,0,0,0,3.85714285714286,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,5,1,2003,0,0,1,3,161,75,1665256,95,1e+06,1.28571428571429,2.12857142857143,2.35070607142857,11726.1891215265,7.8,1.2066832530643
"944",2009,1,28,1,2,2,67,0,0,0,0,180,36,13,1,30,69,4,2,1,0,239,15,13,4,4,0,1.95,0.150627615062762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,5,1,2003,0,0,3,2,162,87,1464109,102,5e+05,1.1,2.46666666666667,1.86937724895398,24903.7399966716,7.50878661087866,14.2789007041651
"945",2003,2,31,2,1,7,23,7,0,0,0,182,84,45,7,24,41,1,2,2,0,284,8,50,2,5,9,6.67582417582418,0.295774647887324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1,1,1999,0,0,1,3,162,77,3061094,97,302500,1.78021978021978,4.58461538461538,6.61821729414951,6917.76583964673,6.07605633802817,50.8345043508537
"946",2004,1,21,2,0,1,4,3,0,0,0,34,18,10,2,7,9,0,0,1,1,58,1,10,0,1,1,7.94117647058823,0.310344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1,1,1999,0,0,1,3,162,89,2513685,109,320000,2.20588235294118,6.02352941176471,9.93126896551724,6534.92584727477,5.60689655172414,13.6118773509632
"947",2007,1,20,1,2,0,48,0,0,0,0,174,55,18,0,36,50,5,2,0,0,263,20,24,4,2,5,2.79310344827586,0.209125475285171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,1,1,2007,0,0,1,3,163,89,2790074,90,380000,1.56896551724138,3.07931034482759,3.67042170905992,15341.0293770347,6.26692015209125,24.0554193231977
"948",2015,1,30,1,5,1,73,0,0,0,0,224,63,30,7,29,73,2,6,6,1,318,19,31,1,1,5,3.61607142857143,0.19811320754717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,2,1,2013,0,0,2,2,162,98,2498596,97,515500,1.23214285714286,3.78928571428571,3.37561297169811,12771.2600116555,6.90943396226415,35.4415009717066
"949",2016,2,30,1,2,3,57,0,0,0,1,182,67,24,7,33,50,1,2,5,0,280,11,31,2,1,6,3.56043956043956,0.239285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,2,1,2013,0,0,2,3,162,78,2249201,101,532500,1.64835164835165,4.88131868131868,5.70731936813187,13505.6897513722,5.95714285714286,43.6946188981904
"950",2009,1,16,1,1,0,5,0,0,0,0,13,7,2,0,3,3,0,0,0,0,21,4,3,0,0,0,4.15384615384615,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,3,1,2005,0,0,3,3,162,86,2373631,98,420000,2.30769230769231,3.89230769230769,8.83426923076923,11232.4548427254,5.4,3.74506822687119
"951",2004,1,25,2,2,2,42,0,0,0,2,200,74,29,10,16,51,1,2,5,1,286,12,37,2,3,12,3.915,0.258741258741259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1,1,2004,0,0,2,5,162,58,1661478,103,3e+05,1.35,4.52,4.74420475524475,12525.7711124421,6.7006993006993,45.3075736717351
"952",2005,1,25,2,1,4,29,0,0,0,0,147,69,35,4,13,28,3,3,4,0,228,7,40,0,3,4,6.42857142857143,0.302631578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1,1,2004,0,0,2,5,162,56,1371181,101,319500,1.6734693877551,3.97551020408163,5.99958418367347,7480.07432383689,6.13684210526316,35.8218265784182
"953",2006,1,10,2,7,4,75,0,0,0,4,225,93,39,9,19,53,3,4,7,0,328,15,43,2,3,12,4.68,0.283536585365854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1,1,2004,0,0,3,5,162,61,1368950,101,335000,1.49333333333333,4.26666666666667,5.48043129268293,10274.8273679078,6.49756097560976,52.6246843882902
"954",2007,1,10,2,0,3,50,0,0,0,0,120,63,32,7,18,36,6,2,3,0,198,8,33,5,1,9,7.2,0.318181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1,1,2004,0,0,3,5,162,66,1387603,100,411000,2.025,4.8,8.59115090909091,6612.51266251494,6.67272727272727,44.4935967828952
"955",2009,1,11,2,2,6,59,0,0,0,1,239,73,31,7,29,58,4,0,4,0,333,17,36,1,1,12,3.5020920502092,0.219219219219219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1,1,2004,0,0,3,4,162,75,1876129,99,750000,1.28033472803347,3.97824267782427,3.5711123600588,13458.8096436788,6.44504504504505,39.3659782714852
"956",2010,1,11,2,4,3,70,0,0,0,2,217,71,24,8,18,46,5,2,4,0,298,13,26,0,2,9,2.98617511520737,0.238255033557047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1,1,2004,0,0,3,4,162,85,1625555,100,1150000,1.23041474654378,4.07096774193548,3.64795582454458,15943.5027529527,6.56778523489933,38.6957507824588
"957",2011,1,11,2,6,3,67,0,0,0,1,199,79,31,3,22,32,9,0,6,0,292,23,36,2,1,12,4.20603015075377,0.270547945205479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1,1,2004,0,0,3,4,162,81,1818103,104,2250000,1.52261306532663,3.68241206030151,4.72043453225029,11772.263403304,5.93424657534247,36.6339715326303
"958",2012,1,23,1,3,6,80,0,0,0,2,233,79,31,7,21,54,4,1,0,0,327,21,32,1,2,6,3.59227467811159,0.241590214067278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1,1,2004,0,0,2,5,162,61,2882756,99,550000,1.28755364806867,3.63776824034335,3.51033744143009,13120.9315773103,6.75779816513761,40.554547779167
"959",2013,1,23,1,1,1,26,0,0,0,0,69,34,18,7,9,13,2,0,0,2,108,8,18,2,3,3,7.04347826086957,0.314814814814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1,1,2004,0,0,2,5,162,66,2642682,105,1350000,1.8695652173913,6.93913043478261,8.63166286231884,7097.43025776603,6.06666666666667,29.6652996675467
"960",1998,1,7,2,11,16,33,33,3,0,0,603,222,108,30,63,98,2,14,9,0,878,0,124,7,8,18,4.83582089552239,0.252847380410023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956,1,1,1983,0,0,1,4,162,74,1232343,97,2850000,1.41791044776119,5.20995024875622,4.84442628769592,9549.9377319299,5.78268792710706,141.221627446209
"961",1999,2,7,2,4,6,18,13,0,0,0,214,86,58,14,30,41,0,13,3,0,326,1,64,2,4,8,7.31775700934579,0.263803680981595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956,1,1,1983,0,0,1,2,162,87,1434610,94,3e+06,1.62616822429907,5.98971962616822,6.29027958832635,6115.73814800692,5.69447852760736,64.2666110271678
"962",2006,1,9,1,4,2,61,0,0,0,0,215,65,35,11,31,58,7,3,3,0,310,12,37,8,2,2,4.3953488372093,0.209677419354839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,2,1,2004,0,0,2,4,162,75,2335643,101,330000,1.33953488372093,4.70697674418605,4.03584751537884,10940.2447593533,6.6,45.9025454271943
"963",2013,1,4,2,3,3,53,0,0,0,0,177,73,36,12,23,66,4,5,2,0,270,11,37,2,1,2,5.49152542372881,0.27037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,1,1,2012,0,0,1,4,162,71,1761546,92,491700,1.6271186440678,4.67457627118644,6.22879497175141,7976.15971825135,7.4,54.4400378077539
"964",2006,1,30,1,9,1,85,0,0,0,1,242,81,34,12,12,56,5,4,3,0,329,15,37,8,2,9,3.79338842975207,0.246200607902736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,1,1,2005,0,0,2,5,162,67,1861549,99,327000,1.15289256198347,4.11735537190083,3.5221135120199,12425.3002641986,7.07781155015198,47.1709753089405
"965",2007,1,30,1,4,7,76,0,0,0,18,237,64,20,5,16,64,10,1,3,0,315,47,22,3,2,4,2.27848101265823,0.203174603174603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,1,1,2005,0,0,2,6,162,68,1749142,98,401000,1.0126582278481,2.74430379746835,2.10380620253165,20477.6292132762,7.4952380952381,27.2834730977388
"966",2008,1,30,1,2,3,49,0,0,0,21,161,47,18,5,5,39,0,0,2,0,211,39,20,2,0,3,3.01863354037267,0.222748815165877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,1,1,2005,0,0,2,6,162,67,1609076,98,435500,0.968944099378882,3.34906832298137,2.38560979070384,15456.6258946905,7.21990521327014,21.3750387347075
"967",2009,1,30,1,4,8,57,0,0,0,27,163,73,35,10,17,46,3,0,3,0,251,50,36,2,4,7,5.79754601226994,0.290836653386454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,1,1,2005,0,0,2,6,161,62,1577853,99,2425000,1.65644171779141,4.83803680981595,6.52796693838144,8129.9898540955,6.78645418326693,49.8968438099649
"968",2010,2,33,1,5,3,74,0,0,0,42,219,75,20,6,17,59,4,1,0,0,305,66,27,5,0,7,2.46575342465753,0.245901639344262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,1,1,2005,1,0,3,5,162,69,1828066,100,3500000,1.26027397260274,3.18630136986301,3.37117033011453,19308.5369745436,7.20983606557377,36.4860800905974
"969",2011,1,8,2,4,7,69,0,0,0,15,197,66,31,10,13,34,1,1,4,0,274,35,31,2,3,6,4.24873096446701,0.240875912408759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,1,1,2005,0,0,2,5,162,63,3168116,97,7150000,1.20304568527919,4.8751269035533,3.8868434769721,10869.5487714407,6.18832116788321,40.0272486199441
"970",2012,1,8,2,1,4,30,0,0,0,14,88,28,12,5,4,18,1,3,0,0,120,29,13,0,0,2,3.68181818181818,0.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,1,1,2005,0,0,2,5,162,66,2776354,99,4500000,1.09090909090909,4.49545454545455,3.135715,12801.8245146289,6.9,17.4365000331939
"971",2004,1,9,1,6,8,17,17,0,0,0,265,91,49,18,37,80,1,3,5,1,385,0,55,4,1,6,4.99245283018868,0.236363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,2,2003,0,0,2,6,161,67,2062382,101,305000,1.44905660377359,5.43018867924528,5.37346007204117,9631.77694760339,6.61558441558442,71.3175312399089
"972",2005,1,9,1,18,12,35,35,0,0,0,657,212,97,31,91,176,6,3,12,4,949,0,105,14,5,16,3.98630136986301,0.223393045310854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,2,2003,0,0,2,3,162,81,2211023,101,340000,1.38356164383562,4.76164383561644,4.44413286877318,12062.8591820345,6.39894625922023,141.404829145403
"973",2006,1,9,1,11,12,34,34,3,2,0,664,229,99,29,47,174,4,7,9,0,936,0,108,9,8,16,4.02560240963855,0.24465811965812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,2,2003,0,0,2,4,162,75,2335643,101,450000,1.24698795180723,4.03584337349398,3.84463174814643,11945.0922343139,6.96410256410256,130.656295321087
"974",2007,1,9,1,5,12,29,25,0,0,0,450,170,85,20,54,132,2,10,8,0,669,0,93,10,3,14,5.1,0.254110612855007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,2,2003,0,0,2,2,162,83,2869144,100,3250000,1.49333333333333,4.37333333333333,5.10667802690583,9335.31199413873,6.6914798206278,105.822299310241
"975",2011,1,17,1,11,12,33,31,1,1,0,558,198,94,27,53,168,5,4,5,0,802,0,99,9,1,13,4.54838709677419,0.246882793017456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,2,2003,0,0,3,4,162,77,2352596,98,1500000,1.3494623655914,4.13548387096774,4.33303373823506,10258.1175159423,7.12069825436409,122.90401563412
"976",2012,1,24,1,12,12,33,33,0,0,0,595,188,82,25,54,162,4,6,2,0,817,0,91,16,4,16,3.72100840336134,0.230110159118727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,2,2003,0,0,1,2,162,86,3324246,96,3e+06,1.22016806722689,3.99159663865546,3.5081826641844,12283.1454726131,7.0156670746634,109.945310594823
"977",2013,1,24,1,4,7,24,20,0,0,0,317,125,50,11,24,81,5,5,0,0,457,0,57,6,3,11,4.25867507886435,0.273522975929978,1,1,0,1,0,0,0,0,9,0,0,0,3,3,0,0,0,0,11,0,0,1,0,1,0,0,1978,1,2,2003,0,0,1,1,162,92,3743527,95,6375000,1.41009463722397,3.5596214511041,4.35894913956747,10620.577004354,7.02800875273523,66.2498967368856
"978",2014,2,3,2,3,4,40,12,0,0,0,292,101,47,10,34,84,3,8,4,1,429,4,51,3,5,4,4.3458904109589,0.235431235431235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,2,2003,0,0,3,5,162,71,2956089,101,2250000,1.38698630136986,3.88835616438356,4.13896314182393,11064.7502662633,6.77062937062937,56.9645979668652
"979",2015,1,5,2,0,4,22,4,0,0,0,122,52,36,6,22,38,1,0,3,0,196,7,38,2,1,2,7.9672131147541,0.26530612244898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,2,2003,0,0,3,2,162,87,3193795,101,5e+06,1.81967213114754,5.01967213114754,6.93279007611241,6035.50970574141,6.25714285714286,36.4441745502403
"980",2016,1,9,1,1,1,16,0,0,0,0,72,23,11,7,15,27,2,1,1,0,106,3,11,0,0,4,4.125,0.216981132075472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,2,2003,0,0,2,4,162,73,2314614,99,1500000,1.58333333333333,6.49166666666667,6.42567264150943,11426.4218808258,6.87169811320755,24.5796459727624
"981",2010,1,23,1,0,1,8,0,0,0,0,12,4,5,1,5,4,0,0,0,0,23,3,7,0,1,0,11.25,0.173913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,2,1,2009,0,0,2,5,162,75,3062973,108,403000,2.25,8.2,7.98977010869565,4570.56875233032,4.87826086956522,4.89909096455372
"982",2012,1,7,2,1,1,11,0,0,0,0,29,8,5,0,10,8,0,1,0,0,44,5,5,1,0,3,4.6551724137931,0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,1,1,2011,0,0,1,1,162,94,1679013,97,480000,1.86206896551724,4.64827586206897,4.97628652037618,9920.53233048242,4.85454545454546,4.48312721397054
"983",1998,1,10,2,0,0,10,0,0,0,0,53,25,15,3,8,16,0,0,3,0,86,1,15,2,1,1,7.64150943396226,0.290697674418605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,1,1,1996,0,0,3,5,162,63,2506293,102,175000,1.86792452830189,5.46415094339623,8.27135998244844,6355.06550285436,6.09767441860465,17.581050740907
"984",2009,1,11,2,1,6,73,0,0,0,0,203,67,35,7,21,51,3,2,3,1,291,12,37,2,5,4,4.6551724137931,0.230240549828179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,1,2,2008,0,0,3,4,162,75,1876129,99,408700,1.30049261083744,3.96847290640394,3.75302843938855,10125.0793888429,6.63711340206186,36.9954629967951
"985",1999,1,20,1,1,3,7,7,0,0,0,113,36,25,7,17,29,0,1,2,0,162,0,28,1,2,2,5.97345132743363,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,1,1,1999,0,0,1,4,162,74,2523538,92,2e+05,1.4070796460177,5.58938053097345,4.95229387905605,7332.65937488056,6.14074074074074,27.8596558882549
"986",2005,1,24,1,0,0,10,0,0,0,0,42,16,13,4,4,13,0,0,1,0,62,2,13,2,0,1,8.35714285714286,0.258064516129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,1,1,1999,0,0,1,4,162,71,3603646,97,330000,1.42857142857143,6.12857142857143,6.06880483870968,5526.02596658171,6.94838709677419,13.7861606840692
"987",2009,1,16,1,0,1,16,0,0,0,0,64,35,21,5,12,12,4,2,0,0,107,7,23,2,1,5,8.859375,0.327102803738318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,1,1,1999,0,0,3,3,162,86,2373631,98,425000,2.203125,6.246875,9.77814347254673,5266.49897387856,5.84859813084112,28.5283005954418
"988",2015,1,17,1,1,0,11,0,0,0,1,24,8,5,0,1,6,0,1,0,0,32,1,5,0,2,1,5.625,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,1,1,1999,0,0,3,1,162,90,2569753,92,725000,1.125,2.075,2.4444671875,7786.89491137759,7.275,2.38000024518518
"989",2007,1,18,2,19,8,32,32,2,1,0,645,199,73,16,61,137,2,5,11,1,879,0,78,2,4,32,3.05581395348837,0.226393629124005,1,0,1,3,3,0,0,0,45,13,12,2,11,12,0,0,0,0,66,0,12,0,0,4,7.2,0.196969696969697,1980,2,1,2006,0,0,2,1,162,96,2275912,100,387500,1.2093023255814,3.86976744186047,3.31898696801333,15580.1668212681,6.31467576791809,96.2370655925694
"990",2008,1,18,2,8,7,22,22,1,1,0,362,126,73,7,70,58,0,8,9,1,549,0,80,1,4,26,5.44475138121547,0.229508196721311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,2,1,2006,0,0,2,3,162,81,2169760,98,457800,1.62430939226519,4.95690607734807,5.06799500724572,8569.33330467141,4.94098360655738,69.7287037150152
