"","yearID","stint","teamID","lgID","l_W","l_L","l_G","l_GS","l_CG","l_SHO","l_SV","l_IPouts","l_H","l_ER","l_HR","l_BB","l_SO","l_IBB","l_WP","l_HBP","l_BK","l_BFP","l_GF","l_R","l_SH","l_SF","l_GIDP","l_ERA","l_BAOpp","round","po_W","po_L","po_G","po_GS","po_CG","po_SHO","po_SV","po_IPouts","po_H","po_ER","po_HR","po_BB","po_SO","po_IBB","po_WP","po_HBP","po_BK","po_BFP","po_GF","po_R","po_SH","po_SF","po_GIDP","po_ERA","po_BAOpp","birthYear","birthCountry","throws","debut","GP","n_award","divID","Rank","G","W","attendance","PPF","salary","WHIP","FIP","ERC","ERAP","kwERA","BSR"
"1",2004,1,1,1,1,0,11,0,0,0,0,32,20,8,1,10,5,0,0,2,0,61,5,8,0,1,1,6.75,0.327868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,1,2004,0,0,1,2,162,91,3256854,101,300000,2.8125,6.85625,13.3835303278689,7673.55488260153,4.02295081967213,14.6743048763448
"2",2006,1,2,1,3,0,45,0,0,0,0,159,41,24,9,28,49,0,1,1,0,225,9,25,1,3,2,4.07547169811321,0.182222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,1,2004,0,0,2,6,162,66,3123215,103,300000,1.30188679245283,5.2,3.87891924528302,12960.9950817208,6.46666666666667,33.4222764441188
"3",2007,1,3,2,2,1,25,0,0,0,0,97,39,23,4,17,36,3,2,1,0,151,7,24,2,1,1,6.4020618556701,0.258278145695364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,1,2004,0,0,2,4,162,72,2684395,104,387500,1.7319587628866,3.97319587628866,5.92647994469857,8330.91063879512,7.06887417218543,25.66947230323
"4",2008,1,4,2,4,2,47,0,0,0,0,146,49,30,4,35,49,2,3,5,0,228,7,32,3,2,4,5.54794520547945,0.214912280701754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,1,2004,0,0,3,2,162,95,3048250,106,403250,1.72602739726027,4.5972602739726,5.63250024783706,9798.34450190935,5.97894736842105,31.8122035816611
"5",2009,1,5,2,3,6,73,0,0,0,38,214,49,20,4,34,80,3,2,0,0,296,53,23,2,1,2,2.52336448598131,0.165540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,1,2004,0,0,1,3,162,85,2195533,96,419000,1.16355140186916,2.98971962616822,2.33616100577797,19510.5831074463,7.38648648648649,24.827418153281
"6",2010,1,5,2,0,6,53,0,0,0,31,149,33,19,5,25,49,5,2,2,0,202,43,19,7,1,5,3.44295302013423,0.163366336633663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,1,2004,0,0,1,4,162,61,2085488,95,2750000,1.16778523489933,3.86442953020134,2.74451365539239,14150.4910582627,7.0039603960396,21.3422404074986
"7",2012,1,6,2,0,0,1,0,0,0,0,3,1,1,1,1,1,0,0,0,0,5,1,1,0,0,0,9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,1,2004,0,0,3,1,162,95,3542406,102,500000,2,17.2,14.272,5812.14800513879,5.4,2.72064593165406
"8",2013,1,7,1,2,2,43,0,0,0,0,119,39,19,7,19,36,6,1,4,1,178,7,20,2,1,2,4.3109243697479,0.219101123595506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,1,2004,0,0,3,4,162,74,2135657,95,500000,1.46218487394958,4.96470588235294,4.98647047493155,11301.398898881,6.68089887640449,29.6482775688633
"9",2015,1,8,1,1,1,33,0,0,0,0,92,25,16,6,14,35,3,1,1,0,129,9,17,0,1,4,4.69565217391304,0.193798449612403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,1,2004,0,0,3,4,162,67,2001392,97,500000,1.27173913043478,4.63478260869565,3.92653640040445,10593.8743459678,7.53953488372093,20.8514418875619
"10",2011,1,9,1,1,4,29,0,0,0,0,59,28,16,5,9,15,0,0,1,0,99,1,18,1,2,0,7.32203389830508,0.282828282828283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,2,2,2010,0,0,2,6,162,56,2067016,104,418000,1.88135593220339,6.50508474576271,8.06287041602465,7284.1789541527,6.00606060606061,23.1969715016848
"11",2012,1,9,1,0,6,37,6,0,0,0,138,57,26,6,19,38,1,4,3,0,208,8,27,2,1,4,5.08695652173913,0.274038461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,2,2,2010,0,0,2,6,162,55,1607733,101,485000,1.65217391304348,4.61304347826087,6.13419355664716,10182.2170557597,6.38076923076923,36.0783101683188
"12",2013,1,10,1,0,3,39,0,0,0,0,113,42,14,3,10,32,0,0,1,0,166,17,14,0,0,0,3.34513274336283,0.253012048192771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,2,2,2010,0,0,3,2,162,86,2652422,101,485000,1.38053097345133,3.41238938053097,4.0478421233607,15484.1375309638,6.91807228915663,20.8737120792155
"13",2014,1,11,2,2,4,69,0,0,0,0,172,34,10,4,15,51,3,0,4,0,216,17,11,1,2,6,1.56976744186047,0.157407407407407,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1985,2,2,2010,0,0,1,2,162,88,2003628,97,525900,0.854651162790698,3.16511627906977,1.62426635174419,31689.5023914168,7.34444444444444,15.8057834583259
"14",2015,1,11,2,2,2,62,0,0,0,0,143,45,22,11,19,45,3,4,1,0,205,17,23,3,3,1,4.15384615384615,0.219512195121951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,2,2,2010,0,0,1,5,162,68,1768175,98,1087500,1.34265734265734,5.38181818181818,4.62784944567627,12099.1447035079,7.0390243902439,38.2199353131432
"15",2016,2,12,2,1,6,57,0,0,0,1,140,40,19,4,22,41,2,1,1,1,198,15,20,0,1,7,3.66428571428571,0.202020202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,2,2,2010,0,0,2,5,162,59,1963912,98,1250000,1.32857142857143,3.90714285714286,3.50289863636364,13715.6296234097,6.61212121212121,22.9656099199805
"16",1999,1,13,1,2,8,20,15,0,0,0,246,110,63,14,42,37,3,7,2,0,394,3,71,2,1,9,6.91463414634146,0.279187817258883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,1,2,1989,0,0,2,5,161,74,1701796,99,400000,1.85365853658537,6.01707317073171,7.16309332673022,7342.51750789242,5.27817258883249,79.8597310367151
"17",1999,1,5,2,6,2,25,7,0,0,0,218,50,25,9,32,68,3,2,0,0,298,8,31,3,4,3,3.09633027522936,0.167785234899329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,1,1,1990,0,0,1,3,162,79,2916346,103,235000,1.12844036697248,4.13577981651376,2.64611322116865,17059.6040924688,6.97046979865772,33.9833610648918
"18",2000,1,5,2,9,7,35,27,0,0,0,537,164,84,23,80,100,4,3,5,0,766,2,89,1,4,20,4.22346368715084,0.214099216710183,1,1,1,2,2,0,0,0,32,8,4,1,6,4,0,0,1,0,46,0,5,0,1,1,3.375,0.173913043478261,1967,1,1,1990,0,0,1,2,162,91,2914624,93,285000,1.36312849162011,5.11061452513967,4.09364454359146,11292.5802802924,5.6976501305483,107.632044071843
"19",2001,1,5,2,17,4,28,27,1,0,0,489,145,77,21,87,118,5,11,7,0,710,0,79,3,5,11,4.25153374233129,0.204225352112676,1,0,0,2,1,0,0,0,24,9,8,3,13,5,0,0,0,0,43,0,8,1,0,0,9,0.209302325581395,1967,1,1,1990,0,0,1,1,162,116,3507326,93,1700000,1.42331288343558,5.06503067484663,4.33010603819234,11218.0228685891,5.89014084507042,100.490198113393
"20",2002,1,5,2,1,3,7,5,0,0,0,79,40,35,5,20,22,0,2,1,0,137,1,36,1,1,0,11.9620253164557,0.291970802919708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,1,1,1990,0,0,1,3,162,93,3542938,95,3425000,2.27848101265823,6.38987341772152,9.887371592904,4072.84507736383,5.48759124087591,32.8146453089245
"21",2003,1,14,2,1,2,10,8,0,0,0,143,47,28,8,26,32,2,2,2,0,214,0,29,2,1,1,5.28671328671329,0.219626168224299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,1,1,1990,0,0,2,3,162,83,1779895,108,3425000,1.53146853146853,5.67552447552448,5.17057729069995,10476.5188832123,5.73644859813084,36.0577588287346
"22",2004,2,15,2,3,11,20,19,0,0,0,288,106,69,22,58,46,1,6,4,0,451,0,76,1,1,3,6.46875,0.235033259423503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,1,1,1990,0,0,3,4,161,70,1274911,98,600000,1.70833333333333,7.12708333333333,6.64462272727273,7769.35044506191,5.00088691796009,94.0664510278011
"23",2006,2,1,1,2,4,65,0,0,0,3,207,76,41,7,20,54,5,4,1,1,297,27,42,1,4,3,5.34782608695652,0.255892255892256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,1,2005,0,0,1,3,161,76,3130313,100,330000,1.39130434782609,3.64927536231884,4.16644108476065,9589.62726816299,6.93535353535354,41.2546913570693
"24",2007,1,16,2,4,4,64,0,0,0,30,202,51,16,4,24,57,2,0,2,1,275,48,19,0,1,3,2.13861386138614,0.185454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,1,2005,0,0,3,3,162,83,2360644,99,392200,1.11386138613861,3.34851485148515,2.44067066336634,23740.0604180485,6.84,23.9804101413985
"25",2008,1,16,2,0,3,16,0,0,0,4,37,15,9,1,4,5,2,1,1,0,56,6,10,0,1,3,6.56756756756757,0.267857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,1,2005,0,0,3,4,162,86,2399786,97,392200,1.54054054054054,4.17297297297297,4.88099517374518,7574.36426668232,5.82857142857143,7.84958771680409
"26",2009,1,16,2,0,0,26,0,0,0,1,74,23,7,2,17,18,1,0,2,0,107,5,8,0,2,3,2.55405405405405,0.214953271028037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,1,2005,0,0,3,4,162,75,1876129,99,392200,1.62162162162162,4.98378378378378,5.26266321040667,19878.5230091722,5.4,14.7014679431827
"27",2010,1,16,2,0,1,5,0,0,0,0,20,12,6,0,3,3,0,2,1,0,34,2,6,0,0,2,8.1,0.352941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,1,2005,0,0,3,4,162,85,1625555,100,1080000,2.25,4.1,9.37816,6331.31590973724,5.04705882352941,5.9386364460124
"28",2011,1,17,2,3,3,31,0,0,0,0,113,43,24,5,18,23,4,0,1,0,167,7,24,2,0,4,5.73451327433628,0.25748502994012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,1,2005,0,0,3,5,162,69,1755461,97,1080000,1.61946902654867,4.89911504424779,5.52924929256531,8674.69421082873,5.9748502994012,28.3990211713955
"29",2012,2,18,2,0,0,27,0,0,0,0,112,42,20,3,16,29,1,2,0,0,162,13,21,1,4,5,4.82142857142857,0.259259259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1,1,2005,0,0,2,4,162,68,1603596,95,1080000,1.55357142857143,3.89642857142857,4.84651919642857,10104.7801919406,6.43703703703704,23.1049050170716
"30",2010,1,6,2,3,0,10,0,0,0,1,36,10,4,1,4,2,1,0,1,0,53,2,5,0,0,0,3,0.188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,3,1,2008,0,0,3,2,162,95,3765807,103,435650,1.16666666666667,4.95,2.80492806603774,17607.3895449793,4.94716981132076,5.18875630655882
"31",2011,1,4,2,10,2,55,4,0,0,2,342,84,33,8,42,80,1,1,15,2,474,15,37,3,3,9,2.60526315789474,0.177215189873418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,3,1,2008,0,0,3,3,162,90,3054001,105,435650,1.10526315789474,4.18245614035088,2.83884680213191,20668.868574424,6.00759493670886,42.1445058996407
"32",2012,1,4,2,2,10,69,0,0,0,25,252,80,50,11,31,75,2,3,6,1,361,55,51,2,7,4,5.35714285714286,0.221606648199446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,3,1,2008,0,0,3,5,162,69,3043003,106,1200000,1.32142857142857,4.36666666666667,4.15667709240206,10147.3266348541,6.72963988919668,50.3668338466997
"33",2013,1,4,2,4,1,11,6,0,0,0,111,42,20,8,22,24,0,0,0,2,169,3,21,0,1,4,4.86486486486486,0.248520710059172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,3,1,2008,0,0,3,1,162,97,2833333,102,2650000,1.72972972972973,6.4972972972973,6.69654066847913,10752.4738095068,5.54201183431953,35.8505725283613
"34",2014,1,6,2,1,2,10,0,0,0,0,58,23,14,6,4,16,0,0,1,1,85,5,14,0,0,1,6.51724137931035,0.270588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,3,1,2008,0,0,3,2,162,84,3401624,101,2650000,1.39655172413793,6.3551724137931,6.05663314401623,7947.61041412302,6.95294117647059,19.8772869326129
"35",2002,1,19,1,4,2,6,5,0,0,0,71,28,19,8,12,14,0,1,2,0,112,0,21,2,0,1,7.22535211267606,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,2,1,2001,0,0,2,3,162,78,1855787,105,233000,1.69014084507042,8.18591549295775,7.80510387323944,7452.62528006702,5.4,28.73914045102
"36",2003,1,19,1,2,0,5,4,1,0,0,81,17,8,3,6,23,1,1,1,0,103,1,8,1,2,2,2.66666666666667,0.16504854368932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,2,1,2001,0,0,2,5,162,69,2355259,96,233000,0.851851851851852,3.60740740740741,1.74503300970874,18462.1171927938,7.38058252427185,9.56148330835062
"37",2004,1,19,1,5,12,39,27,0,0,0,473,188,104,30,45,117,8,3,5,1,704,3,108,3,7,10,5.93657505285412,0.267045454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,2,1,2001,0,0,2,4,162,76,2287250,99,340000,1.47780126849894,4.98858350951374,5.36051638057371,8552.20759919036,6.67840909090909,130.15967538489
"38",2005,1,20,1,2,4,36,5,0,0,1,192,86,46,13,16,31,3,0,1,1,292,7,48,2,5,3,6.46875,0.294520547945205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,2,1,2001,0,0,1,5,162,67,1914389,113,340000,1.59375,5.528125,6.16915044145976,8958.53673767342,6.0986301369863,59.5376009882398
"39",1999,1,21,1,6,8,50,12,0,0,4,307,115,67,17,48,52,3,5,4,0,457,21,71,4,6,12,5.89250814332248,0.25164113785558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,3,1,1995,0,0,2,4,161,75,3225334,101,475000,1.5928338762215,5.77980456026059,5.7848188504551,8790.22891402489,5.47877461706783,82.6733808901174
"40",2000,1,13,1,3,7,62,0,0,0,0,248,77,35,11,31,51,9,3,1,2,347,18,38,1,1,7,3.81048387096774,0.221902017291066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,3,1,1995,0,0,2,3,163,73,1573621,98,612500,1.30645161290323,4.53064516129032,3.74077919145673,13189.3973031646,6.36829971181556,49.1140921055661
"41",2001,2,20,1,2,5,59,0,0,0,0,181,68,28,6,35,47,9,1,2,0,282,20,35,3,3,5,4.1767955801105,0.24113475177305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,3,1,1995,0,0,1,5,162,73,3166821,122,612500,1.70718232044199,4.32707182320442,5.3436617197602,14979.4412055876,6.20851063829787,43.1056088484508
"42",2002,1,22,2,1,5,65,0,0,0,28,224,68,22,4,23,43,3,2,5,0,314,48,33,5,5,10,2.65178571428571,0.21656050955414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,3,1,1995,0,0,2,5,161,55,1503623,95,850000,1.21875,3.74910714285714,3.11502675159236,18372.3276217102,6.08789808917197,30.4380861431475
"43",2003,2,6,2,1,5,39,0,0,0,6,115,52,28,6,18,28,4,4,2,0,188,25,32,2,3,2,6.57391304347826,0.276595744680851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,3,1,1995,0,0,3,1,163,101,3465600,97,900000,1.82608695652174,5.02608695652174,6.78617098982424,7567.05310426274,6.16595744680851,35.8809643416481
"44",2008,1,8,1,3,5,46,0,0,0,3,159,48,21,7,26,31,5,5,1,0,226,22,25,4,1,7,3.56603773584906,0.212389380530973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,4,1,2007,0,0,3,4,162,72,2532834,98,392500,1.39622641509434,4.99245283018868,4.11929464434797,14093.5092150751,5.87787610619469,32.7230443829445
"45",2009,1,8,1,1,1,36,0,0,0,0,112,45,18,4,19,32,2,3,2,0,174,17,19,3,0,4,4.33928571428571,0.258620689655172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,4,1,2007,0,0,3,3,162,86,2373631,98,392500,1.71428571428571,4.40535714285714,5.90258009544335,11582.087237546,6.29655172413793,28.0900799095972
"46",2010,1,7,1,3,2,41,0,0,0,1,119,30,13,4,18,42,1,3,0,0,157,12,13,1,1,4,2.94957983193277,0.191082802547771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,4,1,2007,0,0,3,4,162,79,2559738,97,392500,1.21008403361345,3.67899159663866,3.10267233313708,16865.1645106378,7.31082802547771,18.3518532038646
"47",2011,1,7,1,4,1,44,0,0,0,4,141,50,18,6,15,46,0,0,2,0,204,15,21,0,1,3,3.4468085106383,0.245098039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,4,1,2007,0,0,3,4,162,77,2352596,98,392500,1.38297872340426,3.98723404255319,4.47291170212766,14581.0205401249,7.10588235294118,30.0110302745834
"48",2012,1,7,1,1,3,45,0,0,0,1,142,48,34,7,25,46,1,2,3,0,216,7,38,1,2,3,6.46478873239437,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,4,1,2007,0,0,3,4,162,74,2242803,97,875000,1.54225352112676,4.89014084507042,5.18247904929578,7694.78341241654,6.45555555555556,34.3782705609217
"49",2015,1,18,2,2,0,28,0,0,0,1,100,37,14,2,13,23,0,1,0,0,149,9,15,2,0,3,3.78,0.248322147651007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,1,1,2014,0,0,2,3,161,81,1388905,106,507700,1.5,3.77,4.2867038590604,14381.1318521174,6.20536912751678,18.5166485155676
"50",2016,1,18,2,0,0,19,0,0,0,0,55,27,20,5,7,17,1,0,0,0,88,11,22,0,0,2,9.81818181818182,0.306818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,1,1,2014,0,0,2,1,161,94,1591667,109,507700,1.85454545454545,5.87272727272727,8.11413268595041,5693.43583183121,6.9,22.2937797764816
"51",2005,1,13,1,0,1,13,0,0,0,1,40,12,4,2,10,14,1,1,0,0,61,7,4,0,0,1,2.7,0.19672131147541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,1,2004,0,0,2,3,162,81,2211023,101,331000,1.65,5.075,5.11939467213115,19183.8872065038,6.38360655737705,9.89196880411292
"52",2006,1,13,1,0,0,2,0,0,0,0,7,4,3,1,2,1,0,0,0,0,13,0,3,0,0,0,11.5714285714286,0.307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,1,2004,0,0,2,4,162,75,2335643,101,331000,2.57142857142857,10.4857142857143,13.736678021978,4476.24034818423,4.47692307692308,4.58279401919214
"53",2008,1,23,1,2,3,54,0,0,0,0,196,49,18,7,19,74,2,0,0,0,259,11,18,2,3,2,2.47959183673469,0.189189189189189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,1,2004,0,0,1,5,162,63,2427535,88,331000,1.04081632653061,3.10816326530612,2.38228367346939,18200.422801858,8.04092664092664,27.6130043376404
"54",2009,1,23,1,0,0,37,0,0,0,0,111,14,3,1,8,45,1,1,0,0,136,5,9,2,0,0,0.72972972972973,0.102941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,1,2004,0,0,1,4,162,75,1919603,90,414800,0.594594594594595,1.68648648648649,0.305673549284579,63249.845938275,8.75294117647059,4.30809766813321
"55",2010,1,23,1,4,1,70,0,0,0,0,200,48,13,2,23,73,2,0,0,0,268,3,14,0,0,2,1.755,0.17910447761194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,1,2004,0,0,1,2,162,90,2131774,91,1000000,1.065,2.345,1.95283292723881,26591.5268208964,7.72835820895522,18.7076747259798
"56",2011,2,23,1,5,4,75,0,0,0,2,221,44,12,5,14,74,2,0,0,0,277,10,13,2,1,2,1.46606334841629,0.15884476534296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,1,2004,0,0,1,5,162,71,2143018,92,2535000,0.787330316742081,2.56199095022624,1.18159015142852,32182.0787691944,8.08592057761733,18.921988415573
"57",2012,1,24,2,5,3,61,0,0,0,1,157,56,19,4,17,45,1,2,3,0,228,7,21,0,0,5,3.26751592356688,0.245614035087719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,1,2004,0,0,1,2,162,93,3460280,111,4400000,1.39490445859873,3.56305732484076,4.19574904458599,17421.4487935249,6.76842105263158,28.4251409505486
"58",2013,1,25,1,1,4,28,0,0,0,0,75,23,11,5,11,23,0,1,1,0,107,4,11,0,0,2,3.96,0.214953271028037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,1,2004,0,0,3,4,162,73,3012403,102,5000000,1.36,5.4,4.69491831775701,13209.4272844063,6.63364485981308,18.5653058598057
"59",2014,1,25,1,2,1,22,0,0,0,0,56,16,6,1,8,21,1,0,0,0,79,0,8,2,0,2,2.89285714285714,0.20253164556962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,1,2004,0,0,3,5,162,73,2423852,101,7000000,1.28571428571429,2.77142857142857,2.9896821880651,17904.9613927369,7.52658227848101,7.76532494190953
"60",1999,1,2,1,6,3,52,0,0,0,13,195,60,29,9,28,57,2,6,0,0,277,38,33,1,3,7,4.01538461538462,0.216606498194946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,1,1,1995,0,0,2,6,162,67,2813854,98,736000,1.35384615384615,4.44615384615385,3.99557036378784,12516.3565898357,6.74296028880866,40.2562598189831
"61",2000,1,26,1,6,9,66,0,0,0,2,253,80,33,6,39,56,0,5,0,0,369,18,42,3,0,9,3.52173913043478,0.21680216802168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,1,1,1995,0,0,1,2,162,86,2880242,94,1400000,1.41106719367589,4.18418972332016,3.77143594909862,13688.3049968519,5.95284552845528,43.0633755429131
"62",2001,1,26,1,12,8,43,22,0,0,0,499,172,80,9,54,141,1,7,3,2,708,10,84,6,0,17,4.32865731462926,0.242937853107345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,1,1,1995,0,0,1,3,162,86,3017143,91,2600000,1.35871743486974,3.21803607214429,3.73587084210794,10781.2021554472,6.84067796610169,79.7231794432702
"63",2002,1,25,1,7,9,46,19,0,0,0,410,132,66,9,58,96,5,8,3,0,590,10,76,10,2,16,4.34634146341463,0.223728813559322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,1,1,1995,0,0,3,3,161,80,1618467,94,2700000,1.39024390243902,3.88048780487805,3.76529910438198,11091.3143255124,6.2135593220339,67.9730621054395
"64",2003,1,25,1,1,4,66,0,0,0,0,204,68,20,1,23,51,4,4,2,0,284,16,22,3,2,11,2.64705882352941,0.23943661971831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,1,1,1995,0,0,3,3,162,86,2259948,93,2900000,1.33823529411765,2.81764705882353,3.34742952827258,18017.6588159302,6.66760563380282,26.3987233335841
"65",2004,2,16,2,6,4,61,0,0,0,3,210,84,37,10,28,56,3,8,2,0,316,21,39,3,5,8,4.75714285714286,0.265822784810127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,1,1,1995,0,0,3,5,161,67,1900041,104,1700000,1.6,4.61428571428571,5.62634863471971,11211.5626596212,6.50126582278481,54.6269859677607
"66",2005,1,25,1,0,2,16,0,0,0,0,40,25,19,3,10,4,2,0,4,0,77,5,19,1,0,2,12.825,0.324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,1,1,1995,0,0,3,2,162,88,2665304,104,500000,2.625,8.225,13.7898258766234,4158.67487123793,4.15324675324675,21.0786369593709
"67",2011,1,14,2,1,1,24,3,0,0,1,181,63,31,5,26,36,3,4,3,1,265,5,34,3,1,4,4.62430939226519,0.237735849056604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,1,1,2011,0,0,2,4,162,71,1724450,101,414000,1.47513812154696,4.3767955801105,4.47082373397269,11200.9147883135,5.85283018867925,34.8549010263819
